id,titulo,localización,precio,Planta,Ascensor,EXT-INT,superficie_m2,habitaciones,baños,terraza,estado,armarios_empotrados,orientacion,año_construccion,calefaccion,aire_acondicionado,direccion,distrito,municipio,zona
108157524,"Piso en venta en calle de la Puebla, 7",Malasaña-Universidad,790000,, Si,Exterior,96.0,3.0,2.0,False,Segunda mano/buen estado,False,,1962.0,,True,"Calle de la Puebla, 7",Distrito Centro,"Madrid capital, Madrid",
108036009,Piso en venta en calle de Tetuán,Sol,1119000,,,,139.0,3.0,3.0,False,Segunda mano/buen estado,False,,1880.0,Gas natural,True,Calle de Tetuán,Distrito Centro,"Madrid capital, Madrid",
107616430,Piso en venta en calle de San Vicente Ferrer s/n,Malasaña-Universidad,720000,1, Si,Exterior,98.0,3.0,2.0,False,Segunda mano/buen estado,True,Sur,1880.0,Gas natural,True,Calle de San Vicente Ferrer s/n,Distrito Centro,"Madrid capital, Madrid",
106782672,Piso en venta en calle de Valencia,Lavapiés-Embajadores,895000,5, Si,Exterior,117.0,3.0,2.0,True,Segunda mano/buen estado,True,Norte,1950.0,Gas,True,Calle de Valencia,Distrito Centro,"Madrid capital, Madrid",
107017604,Piso en venta en calle de Ventura de la Vega,Huertas-Cortes,1589000,3, Si,Exterior,129.0,3.0,3.0,False,Segunda mano/buen estado,True,,1934.0,,True,Calle de Ventura de la Vega,Distrito Centro,"Madrid capital, Madrid",
108618841,Ático en venta en Malasaña-Universidad,Centro,660000,4, Si,Exterior,102.0,2.0,,False,Segunda mano/buen estado,True,,1999.0,,True,,Distrito Centro,"Madrid capital, Madrid",
108327279,Piso en venta en calle de las Minas,Malasaña-Universidad,1190000,1, Si,Exterior,139.0,2.0,3.0,False,Segunda mano/buen estado,True,,1900.0,,True,Calle de las Minas,Distrito Centro,"Madrid capital, Madrid",
107996479,Piso en venta en calle de Valverde,Malasaña-Universidad,680000,1, Si,Interior,78.0,2.0,2.0,False,Segunda mano/buen estado,True,,1992.0,Gas natural,True,Calle de Valverde,Distrito Centro,"Madrid capital, Madrid",
108212284,Piso en venta en ronda de Atocha,Lavapiés-Embajadores,739000,2, Si,Exterior,134.0,4.0,3.0,True,Segunda mano/para reformar,True,Sur,1980.0,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
105575130,Piso en venta en calle del Prado,Huertas-Cortes,525000,1, Si,Exterior,119.0,2.0,2.0,False,Segunda mano/buen estado,True,,1900.0,Gas,True,Calle del Prado,Distrito Centro,"Madrid capital, Madrid",
105036254,Piso en venta en calle de Noblejas,Palacio,1495000,2, Si,Exterior,164.0,3.0,3.0,False,Segunda mano/buen estado,True,Norte,1989.0,,True,Calle de Noblejas,Distrito Centro,"Madrid capital, Madrid",
106943657,Dúplex en venta en calle de Fuencarral,Chueca-Justicia,1800000,4, Si,Exterior,168.0,3.0,2.0,True,Segunda mano/buen estado,False,Sur,1913.0,Gas natural,True,Calle de Fuencarral,Distrito Centro,"Madrid capital, Madrid",
107690473,Piso en venta en calle de Santa Lucía,Malasaña-Universidad,749000,,,,80.0,2.0,2.0,False,Segunda mano/buen estado,True,,1900.0,Bomba de frío/calor,True,Calle de Santa Lucía,Distrito Centro,"Madrid capital, Madrid",
107387468,Piso en venta en calle de Barcelona,Sol,365000,,,,44.0,,,False,Segunda mano/buen estado,True,Oeste,2001.0,Gas natural,False,Calle de Barcelona,Distrito Centro,"Madrid capital, Madrid",
107690473,Piso en venta en calle de Santa Lucía,Malasaña-Universidad,749000,,,,80.0,2.0,2.0,False,Segunda mano/buen estado,True,,1900.0,Bomba de frío/calor,True,Calle de Santa Lucía,Distrito Centro,"Madrid capital, Madrid",
108488804,Piso en venta en calle de la Salud,Sol,1100000,2, Si,Exterior,164.0,3.0,2.0,False,Segunda mano/buen estado,True,Este,1940.0,Gas,True,Calle de la Salud,Distrito Centro,"Madrid capital, Madrid",
108455194,Piso en venta en calle de Carretas,Sol,595000,5, Si,Exterior,49.0,2.0,,False,Segunda mano/buen estado,True,Este,1881.0,,True,Calle de Carretas,Distrito Centro,"Madrid capital, Madrid",
108501977,Piso en venta en costanilla de San Andrés,Palacio,795000,2, Si,Exterior,118.0,3.0,2.0,False,Segunda mano/buen estado,False,,1900.0,Gas natural,False,,Distrito Centro,"Madrid capital, Madrid",
108458920,Piso en venta en calle de la Amnistía,Palacio,1650000,3, Si,Exterior,171.0,3.0,2.0,False,Segunda mano/buen estado,False,,1900.0,Gas natural,False,Calle de la Amnistía,Distrito Centro,"Madrid capital, Madrid",
108464774,Piso en venta en calle de Santa Brígida,Chueca-Justicia,575000,2, No,Exterior,71.0,2.0,2.0,False,Segunda mano/buen estado,False,Norte,1900.0,Bomba de frío/calor,False,Calle de Santa Brígida,Distrito Centro,"Madrid capital, Madrid",
108401447,Piso en venta en calle de Esparteros,Sol,799000,3, Si,Interior,140.0,5.0,,False,Segunda mano/buen estado,False,Este,,,False,Calle de Esparteros,Distrito Centro,"Madrid capital, Madrid",
106104693,Piso en venta en calle de Carretas,Sol,2400000,4, No,Exterior,181.0,4.0,4.0,False,Segunda mano/buen estado,False,,,Eléctrica,True,Calle de Carretas,Distrito Centro,"Madrid capital, Madrid",
107453593,Ático en venta en glorieta de Ruiz Giménez,Malasaña-Universidad,1150000,5, Si,Exterior,123.0,2.0,,True,Segunda mano/buen estado,False,,1905.0,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
107823880,Piso en venta en calle de Augusto Figueroa,Chueca-Justicia,799000,1, No,Exterior,105.0,2.0,2.0,False,Segunda mano/buen estado,True,,1910.0,Bomba de frío/calor,True,Calle de Augusto Figueroa,Distrito Centro,"Madrid capital, Madrid",
108189316,Piso en venta en calle de los Tres Peces,Lavapiés-Embajadores,249000,Bajo , Si,Interior,43.0,2.0,,False,Segunda mano/buen estado,False,Este,1905.0,Eléctrica,True,Calle de los Tres Peces,Distrito Centro,"Madrid capital, Madrid",
108344245,Piso en venta en calle de Carlos Arniches,Lavapiés-Embajadores,265000,Bajo , Si,Interior,43.0,,,False,Segunda mano/buen estado,True,Este,1925.0,Eléctrica,False,Calle de Carlos Arniches,Distrito Centro,"Madrid capital, Madrid",
108249645,Ático en venta en calle de la Madera,Malasaña-Universidad,675000,4, Si,Exterior,90.0,,,True,Segunda mano/buen estado,True,Este,,Gas natural,True,Calle de la Madera,Distrito Centro,"Madrid capital, Madrid",
108194870,Piso en venta en calle Mayor,Sol,1309000,1, Si,Exterior,143.0,3.0,3.0,False,Segunda mano/buen estado,False,,,Gas,True,Calle Mayor,Distrito Centro,"Madrid capital, Madrid",
107992639,Piso en venta en calle de Cervantes,Huertas-Cortes,2575000,1, Si,Exterior,238.0,3.0,3.0,False,Segunda mano/buen estado,True,Norte,,,True,Calle de Cervantes,Distrito Centro,"Madrid capital, Madrid",
108317628,Piso en venta en Huertas-Cortes,Centro,895000,4, Si,Exterior,112.0,,2.0,False,Segunda mano/buen estado,True,Norte,2007.0,Gas,True,,Distrito Centro,"Madrid capital, Madrid",
105987448,Piso en venta en Malasaña-Universidad,Centro,1200000,1, Si,Exterior,169.0,3.0,2.0,False,Segunda mano/buen estado,True,,1923.0,,True,,Distrito Centro,"Madrid capital, Madrid",
104179776,Piso en venta en Huertas-Cortes,Centro,2800000,5, Si,Exterior,265.0,4.0,5.0,False,Segunda mano/buen estado,True,,1901.0,,False,,Distrito Centro,"Madrid capital, Madrid",
107210069,Piso en venta en Chueca-Justicia,Centro,850000,Bajo , Si,Exterior,89.0,2.0,2.0,False,Segunda mano/buen estado,True,,1940.0,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
107550415,Piso en venta en Palacio,Centro,1250000,3, Si,Exterior,203.0,2.0,2.0,False,Segunda mano/buen estado,True,Sur,1910.0,,True,,Distrito Centro,"Madrid capital, Madrid",
107626574,Piso en venta en Palacio,Centro,750000,1, Si,Exterior,143.0,4.0,2.0,False,Segunda mano/buen estado,False,,1940.0,Eléctrica,False,,Distrito Centro,"Madrid capital, Madrid",
105035004,Ático en venta en Lavapiés-Embajadores,Centro,1195000,5, Si,Exterior,134.0,2.0,2.0,True,Segunda mano/buen estado,True,Sur,2000.0,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
106394179,Piso en venta en Palacio,Centro,420000,1, Si,Interior,43.0,,,False,Segunda mano/buen estado,True,,1994.0,Bomba de frío/calor,True,,Distrito Centro,"Madrid capital, Madrid",
105714512,Piso en venta en Malasaña-Universidad,Centro,435000,Bajo , Si,Exterior,62.0,2.0,,False,Segunda mano/buen estado,False,,2022.0,,True,,Distrito Centro,"Madrid capital, Madrid",
105968245,Piso en venta en Malasaña-Universidad,Centro,1295000,1, Si,Exterior,169.0,3.0,2.0,False,Segunda mano/buen estado,False,Este,1923.0,,True,,Distrito Centro,"Madrid capital, Madrid",
107445661,Piso en venta en Chueca-Justicia,Centro,850000,Entreplanta , Si,Exterior,89.0,2.0,2.0,False,Segunda mano/buen estado,True,Este,1940.0,Bomba de frío/calor,True,,Distrito Centro,"Madrid capital, Madrid",
107448808,Piso en venta en Sol,Centro,2400000,4, No,Exterior,181.0,4.0,2.0,False,Segunda mano/buen estado,True,Oeste,,Eléctrica,True,,Distrito Centro,"Madrid capital, Madrid",
108014544,Piso en venta en calle San Cosme y San Damián,Lavapiés-Embajadores,459000,1, Si,Exterior,69.0,,,False,Segunda mano/buen estado,True,,1900.0,,False,Calle San Cosme y San Damián,Distrito Centro,"Madrid capital, Madrid",
98432626,Piso en venta en Bailén,Palacio,1250000,4, Si,Exterior,150.0,2.0,2.0,False,Segunda mano/buen estado,True,Este,1890.0,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
107112925,Piso en venta en calle de Campoamor,Chueca-Justicia,1900000,4, Si,Exterior,146.0,2.0,2.0,False,Segunda mano/buen estado,True,,1900.0,,True,Calle de Campoamor,Distrito Centro,"Madrid capital, Madrid",
107005690,Dúplex en venta en Malasaña-Universidad,Centro,1295000,4, Si,Exterior,170.0,2.0,2.0,False,Segunda mano/buen estado,False,,1900.0,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
106375091,Piso en venta en Malasaña-Universidad,Centro,2100000,2, Si,Exterior,231.0,3.0,2.0,False,Segunda mano/buen estado,False,Este,1900.0,,False,,Distrito Centro,"Madrid capital, Madrid",
104837459,Dúplex en venta en plaza de Tirso de Molina,Lavapiés-Embajadores,1250000,5, Si,Exterior,138.0,2.0,2.0,True,Segunda mano/buen estado,True,,1999.0,Gas natural,True,Plaza de Tirso de Molina,Distrito Centro,"Madrid capital, Madrid",
104577165,Piso en venta en Palacio,Centro,1495000,1, Si,Exterior,198.0,3.0,2.0,False,Segunda mano/buen estado,True,Este,1890.0,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
108533355,Piso en venta en calle del Doctor Fourquet,Lavapiés-Embajadores,423000,3, Si,Exterior,70.0,2.0,,False,Segunda mano/buen estado,False,Norte,1900.0,Eléctrica,False,Calle del Doctor Fourquet,Distrito Centro,"Madrid capital, Madrid",
