id,titulo,localización,precio,Planta,Ascensor,EXT-INT,superficie_m2,habitaciones,baños,terraza,estado,armarios_empotrados,orientacion,año_construccion,calefaccion,aire_acondicionado,direccion,distrito,municipio,zona
108453158,"Estudio en venta en calle de Valverde, 13",Malasaña-Universidad,180000,,,,30.0,,,False,Segunda mano/buen estado,False,Oeste,,,True,"Calle de Valverde, 13",Distrito Centro,"Madrid capital, Madrid",
106202430,Piso en venta en Malasaña-Universidad,Centro,1700000,1, Si,Exterior,179.0,7.0,4.0,False,Segunda mano/buen estado,True,Sur,1916.0,,True,,Distrito Centro,"Madrid capital, Madrid",
103326988,Piso en venta en Chueca-Justicia,Centro,1200000,1, Si,Exterior,149.0,3.0,3.0,False,Segunda mano/buen estado,False,Oeste,,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
107262709,Piso en venta en Chueca-Justicia,Centro,2095000,3, Si,Exterior,145.0,3.0,3.0,False,Segunda mano/buen estado,False,,,,False,,Distrito Centro,"Madrid capital, Madrid",
108521437,"Piso en venta en calle de la Cabeza, 18",Lavapiés-Embajadores,487000,1, Si,Exterior,85.0,3.0,,False,Segunda mano/buen estado,False,Norte,,Gas natural,False,"Calle de la Cabeza, 18",Distrito Centro,"Madrid capital, Madrid",
107153547,Estudio en venta en calle del Ventorrillo,Lavapiés-Embajadores,280000,1, Si,Interior,35.0,,,False,Segunda mano/buen estado,False,Este,,,True,Calle del Ventorrillo,Distrito Centro,"Madrid capital, Madrid",
108516744,Piso en venta en Lavapiés-Embajadores,Centro,630000,4, No,Exterior,126.0,3.0,2.0,False,Segunda mano/buen estado,True,Oeste,1900.0,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
108398708,"Piso en venta en calle de Jesús del Valle, 28",Malasaña-Universidad,1070000,2, Si,Exterior,119.0,3.0,2.0,False,Segunda mano/buen estado,True,,1900.0,Gas,True,"Calle de Jesús del Valle, 28",Distrito Centro,"Madrid capital, Madrid",
108577015,"Ático en venta en calle de la Madera, 16",Malasaña-Universidad,675000,,,,110.0,,,True,Segunda mano/buen estado,True,Sur,,,True,"Calle de la Madera, 16",Distrito Centro,"Madrid capital, Madrid",
107151259,Dúplex en venta en calle del Amor de Dios,Huertas-Cortes,950000,2, Si,Interior,95.0,2.0,2.0,False,Segunda mano/buen estado,True,Este,1997.0,Gas natural,True,Calle del Amor de Dios,Distrito Centro,"Madrid capital, Madrid",
108516744,Piso en venta en Lavapiés-Embajadores,Centro,630000,4, No,Exterior,126.0,3.0,2.0,False,Segunda mano/buen estado,True,Oeste,1900.0,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
108334423,"Piso en venta en calle del Acuerdo, 34",Malasaña-Universidad,1650000,1, Si,Exterior,250.0,5.0,3.0,True,Segunda mano/buen estado,True,Sur,1975.0,Gas natural,True,"Calle del Acuerdo, 34",Distrito Centro,"Madrid capital, Madrid",
108577015,"Ático en venta en calle de la Madera, 16",Malasaña-Universidad,675000,,,,110.0,,,True,Segunda mano/buen estado,True,Sur,,,True,"Calle de la Madera, 16",Distrito Centro,"Madrid capital, Madrid",
106973081,Piso en venta en calle de San Cayetano,Lavapiés-Embajadores,415000,,,,95.0,3.0,,False,Segunda mano/buen estado,False,,1973.0,Gas natural,True,Calle de San Cayetano,Distrito Centro,"Madrid capital, Madrid",
107597800,Estudio en venta en calle del Ventorrillo,Lavapiés-Embajadores,450000,3, Si,Exterior,47.0,,,False,Segunda mano/buen estado,False,Oeste,,,True,Calle del Ventorrillo,Distrito Centro,"Madrid capital, Madrid",
102883511,Piso en venta en Huertas-Cortes,Centro,839000,1, Si,Exterior,105.0,2.0,2.0,False,Segunda mano/buen estado,True,Este,,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
107557953,Piso en venta en calle de las Infantas,Chueca-Justicia,1250000,1, Si,Exterior,112.0,2.0,2.0,False,Segunda mano/buen estado,True,,1900.0,Gas natural,True,Calle de las Infantas,Distrito Centro,"Madrid capital, Madrid",
107731478,Estudio en venta en calle del Ventorrillo,Lavapiés-Embajadores,360000,3, Si,Exterior,36.0,,,False,Segunda mano/buen estado,True,Este,,,False,Calle del Ventorrillo,Distrito Centro,"Madrid capital, Madrid",
108174409,Piso en venta en calle de El Escorial,Malasaña-Universidad,305000,Bajo , Si,Interior,40.0,2.0,,False,Segunda mano/buen estado,True,Sur,1900.0,Eléctrica,True,Calle de El Escorial,Distrito Centro,"Madrid capital, Madrid",
104286187,Piso en venta en calle Gran Vía,Palacio,1420000,8, Si,Exterior,107.0,2.0,2.0,True,Segunda mano/buen estado,True,,2019.0,Gas natural,True,Calle Gran Vía,Distrito Centro,"Madrid capital, Madrid",
108543333,Piso en venta en calle del Conde de Xiquena,Chueca-Justicia,4245000,2, Si,Exterior,292.0,3.0,3.0,False,Segunda mano/para reformar,False,Sur,1910.0,,False,Calle del Conde de Xiquena,Distrito Centro,"Madrid capital, Madrid",
108337660,Piso en venta en calle de las Minas,Malasaña-Universidad,199000,Bajo , No,Exterior,27.0,,,False,Segunda mano/buen estado,True,Oeste,,Eléctrica,True,Calle de las Minas,Distrito Centro,"Madrid capital, Madrid",
107006436,Piso en venta en travesía del Reloj,Palacio,238000,Bajo , No,Interior,50.0,,,False,Segunda mano/buen estado,False,,1925.0,Eléctrica,True,,Distrito Centro,"Madrid capital, Madrid",
102012992,Piso en venta en Huertas-Cortes,Centro,829000,3, Si,Exterior,102.0,3.0,3.0,True,Segunda mano/buen estado,True,Este,1917.0,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
105960522,Piso en venta en calle del Mesón de Paredes,Lavapiés-Embajadores,329000,Bajo , Si,Exterior,227.0,5.0,4.0,False,Segunda mano/para reformar,False,,1890.0,,False,Calle del Mesón de Paredes,Distrito Centro,"Madrid capital, Madrid",
105950707,Piso en venta en calle del Toro,Palacio,420000,1, No,Interior,43.0,,,False,Segunda mano/buen estado,True,,1994.0,Eléctrica,True,Calle del Toro,Distrito Centro,"Madrid capital, Madrid",
85812735,"Piso en venta en calle loreto y chicote, 6",Malasaña-Universidad,450000,3, No,Interior,59.0,3.0,,False,Segunda mano/buen estado,True,,,Bomba de frío/calor,True,"Calle loreto y chicote, 6",Distrito Centro,"Madrid capital, Madrid",
108011163,Piso en venta en calle de Arganzuela,Lavapiés-Embajadores,137000,Bajo , No,Exterior,44.0,,,False,Segunda mano/buen estado,False,,1912.0,,False,Calle de Arganzuela,Distrito Centro,"Madrid capital, Madrid",
107749301,Piso en venta en calle del Prado,Huertas-Cortes,525000,1, Si,Exterior,119.0,2.0,2.0,False,Segunda mano/buen estado,False,,1900.0,Eléctrica,True,Calle del Prado,Distrito Centro,"Madrid capital, Madrid",
108267985,"Piso en venta en calle de Santa Bárbara, 8",Malasaña-Universidad,700000,,,,127.0,3.0,2.0,False,Segunda mano/buen estado,True,Oeste,,,True,"Calle de Santa Bárbara, 8",Distrito Centro,"Madrid capital, Madrid",
108591016,Piso en venta en calle del Espíritu Santo,Malasaña-Universidad,759000,1, Si,Exterior,104.0,2.0,2.0,False,Segunda mano/buen estado,False,Norte,,Eléctrica,True,Calle del Espíritu Santo,Distrito Centro,"Madrid capital, Madrid",
108495059,Estudio en venta en calle del Marqués de Santa Ana,Malasaña-Universidad,149000,Bajo , No,Interior,12.0,,,False,Segunda mano/buen estado,False,Sur,,Eléctrica,False,Calle del Marqués de Santa Ana,Distrito Centro,"Madrid capital, Madrid",
108144409,Piso en venta en calle de la Madera,Malasaña-Universidad,329000,2, No,Interior,65.0,3.0,,False,Segunda mano/buen estado,False,,1900.0,Gas natural,False,Calle de la Madera,Distrito Centro,"Madrid capital, Madrid",
108359960,"Piso en venta en calle de Fuencarral, 88",Chueca-Justicia,459000,3, Si,Interior,50.0,,,False,Segunda mano/buen estado,True,Sur,,Eléctrica,True,"Calle de Fuencarral, 88",Distrito Centro,"Madrid capital, Madrid",
107425340,Piso en venta en calle del Acuerdo,Malasaña-Universidad,1650000,1, Si,Exterior,250.0,5.0,3.0,True,Segunda mano/para reformar,True,Sur,1975.0,Gas,True,Calle del Acuerdo,Distrito Centro,"Madrid capital, Madrid",
108621630,Piso en venta en calle de Manuela Malasaña,Malasaña-Universidad,1459000,,,,133.0,3.0,3.0,False,Segunda mano/buen estado,True,,1905.0,Gas natural,True,Calle de Manuela Malasaña,Distrito Centro,"Madrid capital, Madrid",
107906035,Piso en venta en calle de Arganzuela,Lavapiés-Embajadores,183000,4, No,Interior,26.0,,,False,Segunda mano/buen estado,False,,1912.0,Eléctrica,False,Calle de Arganzuela,Distrito Centro,"Madrid capital, Madrid",
108096424,Piso en venta en calle de Mira el Río Baja,Lavapiés-Embajadores,255000,2, No,Interior,48.0,,,False,Segunda mano/buen estado,False,Norte,1970.0,Gas natural,True,Calle de Mira el Río Baja,Distrito Centro,"Madrid capital, Madrid",
108286865,Estudio en venta en calle de la Ruda,Lavapiés-Embajadores,297000,4, Si,Interior,30.0,,,False,Segunda mano/buen estado,True,,1910.0,,True,Calle de la Ruda,Distrito Centro,"Madrid capital, Madrid",
108144409,Piso en venta en calle de la Madera,Malasaña-Universidad,329000,2, No,Interior,65.0,3.0,,False,Segunda mano/buen estado,False,,1900.0,Gas natural,False,Calle de la Madera,Distrito Centro,"Madrid capital, Madrid",
107749301,Piso en venta en calle del Prado,Huertas-Cortes,525000,1, Si,Exterior,119.0,2.0,2.0,False,Segunda mano/buen estado,False,,1900.0,Eléctrica,True,Calle del Prado,Distrito Centro,"Madrid capital, Madrid",
108011163,Piso en venta en calle de Arganzuela,Lavapiés-Embajadores,137000,Bajo , No,Exterior,44.0,,,False,Segunda mano/buen estado,False,,1912.0,,False,Calle de Arganzuela,Distrito Centro,"Madrid capital, Madrid",
108591016,Piso en venta en calle del Espíritu Santo,Malasaña-Universidad,759000,1, Si,Exterior,104.0,2.0,2.0,False,Segunda mano/buen estado,False,Norte,,Eléctrica,True,Calle del Espíritu Santo,Distrito Centro,"Madrid capital, Madrid",
108286865,Estudio en venta en calle de la Ruda,Lavapiés-Embajadores,297000,4, Si,Interior,30.0,,,False,Segunda mano/buen estado,True,,1910.0,,True,Calle de la Ruda,Distrito Centro,"Madrid capital, Madrid",
107425340,Piso en venta en calle del Acuerdo,Malasaña-Universidad,1650000,1, Si,Exterior,250.0,5.0,3.0,True,Segunda mano/para reformar,True,Sur,1975.0,Gas,True,Calle del Acuerdo,Distrito Centro,"Madrid capital, Madrid",
108621630,Piso en venta en calle de Manuela Malasaña,Malasaña-Universidad,1459000,,,,133.0,3.0,3.0,False,Segunda mano/buen estado,True,,1905.0,Gas natural,True,Calle de Manuela Malasaña,Distrito Centro,"Madrid capital, Madrid",
107987907,Piso en venta en calle de Arganzuela,Lavapiés-Embajadores,137000,Bajo , No,Exterior,44.0,,,False,Segunda mano/buen estado,False,,,,False,Calle de Arganzuela,Distrito Centro,"Madrid capital, Madrid",
106809248,Piso en venta en calle de la Montera,Sol,410000,,,,72.0,,,False,Segunda mano/buen estado,False,,1989.0,Eléctrica,False,Calle de la Montera,Distrito Centro,"Madrid capital, Madrid",
107343835,"Piso en venta en calle Gran Vía, 57",Palacio,2475000,1, Si,Exterior,256.0,3.0,4.0,False,Segunda mano/para reformar,False,,,,False,"Calle Gran Vía, 57",Distrito Centro,"Madrid capital, Madrid",
105614645,"Piso en venta en calle de la Redondilla, 9",Palacio,823500,,,,140.0,2.0,2.0,False,Segunda mano/buen estado,True,,,Gas natural,True,"Calle de la Redondilla, 9",Distrito Centro,"Madrid capital, Madrid",
95093525,Piso en venta en calle del Toro,Palacio,420000,1, Si,Interior,43.0,,,False,Segunda mano/buen estado,True,,1994.0,,True,Calle del Toro,Distrito Centro,"Madrid capital, Madrid",
108625440,Piso en venta en Palacio,Centro,290000,2, No,Interior,39.0,,,False,Segunda mano/buen estado,False,Sur,1900.0,Bomba de frío/calor,True,,Distrito Centro,"Madrid capital, Madrid",
108295103,Piso en venta en calle del Toro,Palacio,420000,1, Si,Interior,43.0,,,False,Segunda mano/buen estado,False,,1994.0,Eléctrica,False,Calle del Toro,Distrito Centro,"Madrid capital, Madrid",
107940784,"Piso en venta en calle de la Madera, 4",Malasaña-Universidad,890000,3, Si,Exterior,98.0,2.0,2.0,False,Segunda mano/buen estado,True,Oeste,1900.0,Gas natural,True,"Calle de la Madera, 4",Distrito Centro,"Madrid capital, Madrid",
108618987,Piso en venta en Malasaña-Universidad,Centro,290000,2, No,Interior,39.0,,,False,Segunda mano/buen estado,False,Sur,1900.0,Bomba de frío/calor,True,,Distrito Centro,"Madrid capital, Madrid",
107966312,"Piso en venta en calle de los Jardines, 29",Sol,415000,2, Si,Exterior,58.0,,,False,Segunda mano/buen estado,True,,,,True,"Calle de los Jardines, 29",Distrito Centro,"Madrid capital, Madrid",
104603304,"Piso en venta en calle de las Infantas, 32",Chueca-Justicia,725000,1, Si,Interior,105.0,2.0,2.0,False,Segunda mano/buen estado,True,,,,True,"Calle de las Infantas, 32",Distrito Centro,"Madrid capital, Madrid",
108600360,Piso en venta en Lavapiés-Embajadores,Centro,490000,3, Si,Exterior,90.0,3.0,,False,Segunda mano/para reformar,False,Sur,1980.0,Eléctrica,False,,Distrito Centro,"Madrid capital, Madrid",
108190632,Piso en venta en calle del Mediodía Chica,Palacio,315500,Bajo , No,Exterior,69.0,2.0,2.0,False,Segunda mano/buen estado,False,,,,False,Calle del Mediodía Chica,Distrito Centro,"Madrid capital, Madrid",
93564315,"Piso en venta en calle de Álvarez Gato, 7",Huertas-Cortes,575000,3, No,Exterior,82.0,2.0,,False,Segunda mano/buen estado,True,Sur,,Gas natural,False,"Calle de Álvarez Gato, 7",Distrito Centro,"Madrid capital, Madrid",
108271211,Piso en venta en calle de San Bernardo,Malasaña-Universidad,1795000,2, Si,Exterior,278.0,9.0,9.0,True,Segunda mano/para reformar,False,Sur,1890.0,Eléctrica,True,Calle de San Bernardo,Distrito Centro,"Madrid capital, Madrid",
107899518,"Piso en venta en calle del Conde Duque, 48",Malasaña-Universidad,950000,1, Si,Exterior,125.0,3.0,2.0,False,Segunda mano/buen estado,True,Oeste,,,False,"Calle del Conde Duque, 48",Distrito Centro,"Madrid capital, Madrid",
107797171,Piso en venta en calle de Monteleón,Malasaña-Universidad,240000,Bajo , No,Interior,33.0,,,False,Segunda mano/buen estado,True,Norte,1905.0,Gas natural,False,Calle de Monteleón,Distrito Centro,"Madrid capital, Madrid",
108081987,Piso en venta en calle de Alberto Aguilera,Malasaña-Universidad,1680000,2, Si,Exterior,145.0,3.0,2.0,True,Segunda mano/buen estado,True,Sur,,Gas,True,Calle de Alberto Aguilera,Distrito Centro,"Madrid capital, Madrid",
106463622,Piso en venta en calle de Cádiz,Sol,500000,,,,60.0,2.0,,False,Segunda mano/buen estado,True,Norte,1910.0,Bomba de frío/calor,True,Calle de Cádiz,Distrito Centro,"Madrid capital, Madrid",
108397320,Ático en venta en calle Mayor,Sol,1610000,,,,229.0,3.0,3.0,False,Segunda mano/buen estado,True,,,,True,Calle Mayor,Distrito Centro,"Madrid capital, Madrid",
106413526,Piso en venta en Sol,Centro,650000,5, Si,Interior,81.0,,2.0,False,Segunda mano/buen estado,True,Este,1890.0,,True,,Distrito Centro,"Madrid capital, Madrid",
108422173,Piso en venta en Lavapiés-Embajadores,Centro,245000,,,,35.0,,,False,Segunda mano/buen estado,True,Oeste,,Eléctrica,True,,Distrito Centro,"Madrid capital, Madrid",
107456152,Piso en venta en calle de los Caños del Peral,Palacio,1495000,1, Si,Exterior,198.0,3.0,2.0,True,Segunda mano/buen estado,True,,1890.0,,True,Calle de los Caños del Peral,Distrito Centro,"Madrid capital, Madrid",
107797171,Piso en venta en calle de Monteleón,Malasaña-Universidad,240000,Bajo , No,Interior,33.0,,,False,Segunda mano/buen estado,True,Norte,1905.0,Gas natural,False,Calle de Monteleón,Distrito Centro,"Madrid capital, Madrid",
108602372,Piso en venta en Malasaña-Universidad,Centro,299000,3, No,Interior,50.0,2.0,,False,Segunda mano/buen estado,False,Sur,1900.0,Eléctrica,True,,Distrito Centro,"Madrid capital, Madrid",
108207537,Piso en venta en calle de la Palma,Malasaña-Universidad,920000,Bajo , No,Exterior,135.0,4.0,2.0,False,Segunda mano/buen estado,False,Norte,,,False,Calle de la Palma,Distrito Centro,"Madrid capital, Madrid",
107703352,Piso en venta en calle de la Galería de Robles,Malasaña-Universidad,355000,Bajo , Si,Interior,55.0,2.0,,False,Segunda mano/buen estado,False,,,,False,Calle de la Galería de Robles,Distrito Centro,"Madrid capital, Madrid",
83228409,Piso en venta en Malasaña-Universidad,Centro,295000,1, Si,Interior,42.0,,,False,Segunda mano/buen estado,True,Oeste,1900.0,Eléctrica,False,,Distrito Centro,"Madrid capital, Madrid",
107272434,Ático en venta en travesía del Conde Duque s/n,Malasaña-Universidad,1400000,4, Si,Exterior,123.0,3.0,4.0,False,Segunda mano/buen estado,True,Norte,1900.0,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
108555243,Piso en venta en calle de Latoneros,Sol,280000,5, No,Exterior,39.0,,,False,Segunda mano/buen estado,True,Este,,Eléctrica,True,Calle de Latoneros,Distrito Centro,"Madrid capital, Madrid",
107085800,Piso en venta en calle del Tesoro,Malasaña-Universidad,380000,4, Si,Exterior,55.0,,,False,Segunda mano/buen estado,True,Norte,,Eléctrica,True,Calle del Tesoro,Distrito Centro,"Madrid capital, Madrid",
104388089,Piso en venta en calle de Fernando VI,Chueca-Justicia,2100000,1, Si,Exterior,188.0,3.0,2.0,False,Segunda mano/buen estado,False,,,,False,Calle de Fernando VI,Distrito Centro,"Madrid capital, Madrid",
108534116,Piso en venta en calle de San Mateo,Chueca-Justicia,275000,5, Si,Interior,30.0,,,False,Segunda mano/para reformar,False,,,Eléctrica,False,Calle de San Mateo,Distrito Centro,"Madrid capital, Madrid",
108460773,Piso en venta en calle de Apodaca,Chueca-Justicia,540000,5, Si,Interior,61.0,2.0,,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Apodaca,Distrito Centro,"Madrid capital, Madrid",
108620419,Piso en venta en CL Noblejas,Palacio,1500000,3, Si,Exterior,164.0,3.0,2.0,False,Segunda mano/buen estado,True,Este,,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
108377143,Piso en venta en calle de Valencia,Lavapiés-Embajadores,1150000,4, Si,Exterior,206.0,3.0,2.0,True,Segunda mano/buen estado,True,,,Gas,True,Calle de Valencia,Distrito Centro,"Madrid capital, Madrid",
108502923,"Piso en venta en calle de Juanelo, 21",Lavapiés-Embajadores,735000,2, Si,Exterior,159.0,5.0,2.0,False,Segunda mano/para reformar,True,,,,False,"Calle de Juanelo, 21",Distrito Centro,"Madrid capital, Madrid",
106475909,Piso en venta en Malasaña-Universidad,Centro,859000,1, No,Exterior,108.0,3.0,3.0,False,Segunda mano/buen estado,True,,1900.0,Gas,True,,Distrito Centro,"Madrid capital, Madrid",
108520508,Piso en venta en calle de la Escuadra,Lavapiés-Embajadores,498000,Bajo , No,Exterior,89.0,5.0,2.0,False,Segunda mano/buen estado,False,Este,,,True,Calle de la Escuadra,Distrito Centro,"Madrid capital, Madrid",
108145141,Piso en venta en calle de Loreto y Chicote,Malasaña-Universidad,1000000,1, No,Exterior,123.0,2.0,3.0,False,Segunda mano/buen estado,False,Norte,1910.0,Eléctrica,True,Calle de Loreto y Chicote,Distrito Centro,"Madrid capital, Madrid",
106293197,Estudio en venta en calle del Salitre,Lavapiés-Embajadores,145000,1, No,Interior,23.0,,,False,Segunda mano/buen estado,True,Sur,1890.0,Eléctrica,False,Calle del Salitre,Distrito Centro,"Madrid capital, Madrid",
108011708,Piso en venta en calle de San Bernardo,Malasaña-Universidad,1330000,,,,193.0,4.0,3.0,False,Segunda mano/buen estado,True,Sur,,Gas natural,True,Calle de San Bernardo,Distrito Centro,"Madrid capital, Madrid",
108497315,Piso en venta en Huertas-Cortes,Centro,695000,2, No,Exterior,90.0,2.0,2.0,False,Segunda mano/buen estado,True,,,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
108025860,"Piso en venta en calle de las Pozas, 11",Malasaña-Universidad,175000,,,,23.0,,,False,Segunda mano/buen estado,False,,1900.0,Bomba de frío/calor,True,"Calle de las Pozas, 11",Distrito Centro,"Madrid capital, Madrid",
108380343,Estudio en venta en calle de Juanelo,Lavapiés-Embajadores,185000,1, No,Interior,27.0,,,False,Segunda mano/buen estado,True,Este,1900.0,Eléctrica,False,Calle de Juanelo,Distrito Centro,"Madrid capital, Madrid",
108116938,Piso en venta en Sol,Centro,845000,2, Si,Exterior,113.0,2.0,2.0,False,Segunda mano/buen estado,True,Sur,,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
108316352,Estudio en venta en calle del Tesoro,Malasaña-Universidad,180000,2, No,Interior,20.0,,,False,Segunda mano/buen estado,True,Este,1900.0,Gas,False,Calle del Tesoro,Distrito Centro,"Madrid capital, Madrid",
108235594,Piso en venta en calle de Manuela Malasaña,Malasaña-Universidad,157500,3, Si,Interior,,,,False,,False,,,,False,Calle de Manuela Malasaña,Distrito Centro,"Madrid capital, Madrid",
105363044,"Piso en venta en calle de Pelayo, 55",Chueca-Justicia,1400000,2, Si,Exterior,101.0,2.0,2.0,False,Segunda mano/buen estado,True,,,,True,"Calle de Pelayo, 55",Distrito Centro,"Madrid capital, Madrid",
103655240,Piso en venta en calle de la Libertad s/n,Chueca-Justicia,1224000,Bajo , Si,Exterior,153.0,4.0,4.0,True,Segunda mano/buen estado,True,Oeste,,,True,Calle de la Libertad s/n,Distrito Centro,"Madrid capital, Madrid",
107469572,Piso en venta en calle del Marqués de Toca,Lavapiés-Embajadores,509000,2, No,Exterior,98.0,2.0,2.0,False,Segunda mano/buen estado,True,Sur,1870.0,Eléctrica,True,Calle del Marqués de Toca,Distrito Centro,"Madrid capital, Madrid",
108560183,"Piso en venta en calle de San Joaquín, 16",Malasaña-Universidad,550000,1, Si,Exterior,57.0,,,False,Segunda mano/buen estado,True,Sur,,,True,"Calle de San Joaquín, 16",Distrito Centro,"Madrid capital, Madrid",
101238471,Piso en venta en calle de la Fe,Lavapiés-Embajadores,300000,4, No,Interior,50.0,,,False,Segunda mano/buen estado,True,,,Gas natural,True,Calle de la Fe,Distrito Centro,"Madrid capital, Madrid",
107566311,Piso en venta en calle del Barquillo,Chueca-Justicia,779000,,,,77.0,,2.0,True,Segunda mano/buen estado,False,Sur,1900.0,,False,Calle del Barquillo,Distrito Centro,"Madrid capital, Madrid",
108560183,"Piso en venta en calle de San Joaquín, 16",Malasaña-Universidad,550000,1, Si,Exterior,57.0,,,False,Segunda mano/buen estado,True,Sur,,,True,"Calle de San Joaquín, 16",Distrito Centro,"Madrid capital, Madrid",
108352338,Piso en venta en calle de Valencia,Lavapiés-Embajadores,1150000,4, Si,Exterior,206.0,3.0,2.0,True,Segunda mano/buen estado,True,,,Gas,True,Calle de Valencia,Distrito Centro,"Madrid capital, Madrid",
108391645,"Ático en venta en calle del Barco, 45",Malasaña-Universidad,640000,,,,69.0,,,False,Segunda mano/buen estado,True,Este,,,True,"Calle del Barco, 45",Distrito Centro,"Madrid capital, Madrid",
108549933,Piso en venta en Chueca-Justicia,Centro,990000,4, Si,Exterior,100.0,3.0,2.0,False,Segunda mano/buen estado,True,,,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
106323970,Dúplex en venta en calle de Lope de Vega,Huertas-Cortes,1300000,4, Si,Interior,150.0,3.0,2.0,False,Segunda mano/buen estado,True,Norte,1880.0,Gas natural,True,Calle de Lope de Vega,Distrito Centro,"Madrid capital, Madrid",
108234640,"Piso en venta en calle de Gravina, 21",Chueca-Justicia,535000,Bajo , Si,Interior,80.0,,,True,Segunda mano/buen estado,True,,,Gas,True,"Calle de Gravina, 21",Distrito Centro,"Madrid capital, Madrid",
108093451,Piso en venta en Malasaña-Universidad,Centro,420000,1, Si,Interior,40.0,,,False,Segunda mano/buen estado,True,,,,True,,Distrito Centro,"Madrid capital, Madrid",
108613702,Piso en venta en Palacio,Centro,690000,5, No,Exterior,58.0,2.0,,False,Segunda mano/buen estado,False,,,,True,,Distrito Centro,"Madrid capital, Madrid",
108461976,Dúplex en venta en Malasaña-Universidad,Centro,850000,Bajo , Si,Exterior,133.0,2.0,2.0,False,Segunda mano/buen estado,True,,1900.0,,True,,Distrito Centro,"Madrid capital, Madrid",
102885874,Piso en venta en Malasaña-Universidad,Centro,919000,1, Si,Exterior,112.0,3.0,3.0,False,Segunda mano/buen estado,True,Sur,,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
107171555,Piso en venta en calle de Echegaray,Huertas-Cortes,650000,Bajo , Si,Exterior,116.0,4.0,2.0,True,Segunda mano/para reformar,False,Este,1900.0,,False,Calle de Echegaray,Distrito Centro,"Madrid capital, Madrid",
108336038,Piso en venta en Lavapiés-Embajadores,Centro,860000,6, Si,Exterior,152.0,3.0,2.0,True,Segunda mano/buen estado,True,Sur,1972.0,,True,,Distrito Centro,"Madrid capital, Madrid",
108435753,Piso en venta en calle de San Lorenzo,Chueca-Justicia,650000,4, No,Exterior,70.0,3.0,,False,Segunda mano/para reformar,False,,1920.0,,True,Calle de San Lorenzo,Distrito Centro,"Madrid capital, Madrid",
107953257,"Ático en venta en calle de las Aguas, 7",Palacio,895000,4, Si,Exterior,110.0,2.0,,True,Segunda mano/buen estado,False,Este,,Gas natural,True,"Calle de las Aguas, 7",Distrito Centro,"Madrid capital, Madrid",
106616918,Piso en venta en calle de Toledo,Palacio,210000,4, No,Exterior,47.0,,,False,Segunda mano/buen estado,True,,,Eléctrica,False,Calle de Toledo,Distrito Centro,"Madrid capital, Madrid",
107881665,Piso en venta en Lavapiés-Embajadores,Centro,870000,Bajo , No,Exterior,124.0,3.0,3.0,False,Segunda mano/buen estado,False,Este,1890.0,,False,,Distrito Centro,"Madrid capital, Madrid",
108430241,Ático en venta en calle de Atocha,Huertas-Cortes,265000,5, Si,Exterior,41.0,,,False,Segunda mano/buen estado,False,Oeste,1900.0,Gas natural,True,Calle de Atocha,Distrito Centro,"Madrid capital, Madrid",
108316470,Piso en venta en calle del Prado,Huertas-Cortes,650000,3, Si,Exterior,90.0,3.0,,False,Segunda mano/para reformar,False,Sur,1950.0,,False,Calle del Prado,Distrito Centro,"Madrid capital, Madrid",
108581316,Piso en venta en calle de la Cava Baja,Palacio,577000,2, No,Exterior,100.0,2.0,2.0,False,Segunda mano/buen estado,True,,1870.0,,False,Calle de la Cava Baja,Distrito Centro,"Madrid capital, Madrid",
107961482,Piso en venta en Chueca-Justicia,Centro,2800000,,,,258.0,4.0,5.0,False,Segunda mano/buen estado,True,,,Gas,True,,Distrito Centro,"Madrid capital, Madrid",
108253771,Piso en venta en calle del Ave María,Lavapiés-Embajadores,286000,1, No,Exterior,45.0,2.0,,False,Segunda mano/buen estado,False,,,Eléctrica,True,Calle del Ave María,Distrito Centro,"Madrid capital, Madrid",
108422146,"Piso en venta en calle de la Montera, 26",Sol,1550000,2, Si,Exterior,133.0,3.0,4.0,False,Segunda mano/buen estado,True,,,Gas natural,True,"Calle de la Montera, 26",Distrito Centro,"Madrid capital, Madrid",
108349368,"Piso en venta en Plazuela de Antón Martín, 22",Lavapiés-Embajadores,230000,,,,52.0,,,False,Segunda mano/buen estado,False,,,,False,,Distrito Centro,"Madrid capital, Madrid",
107368807,Piso en venta en calle del Casino,Lavapiés-Embajadores,276000,1, No,Exterior,39.0,,,False,Segunda mano/buen estado,False,,1900.0,,False,Calle del Casino,Distrito Centro,"Madrid capital, Madrid",
105170748,Piso en venta en costanilla de San Andrés,Palacio,310000,2, Si,Interior,50.0,2.0,,False,Segunda mano/buen estado,True,,1900.0,Gas natural,False,,Distrito Centro,"Madrid capital, Madrid",
