propertyCode,price,propertyType,operation,rooms,bathrooms,size,address,province,municipality,district,neighborhood,latitude,longitude,distance,exterior,floor,parkingSpace,priceByArea,detailedType
102020920,1200.0,flat,rent,3,1,81.0,calle Florencio Quintero,Sevilla,Sevilla,Santa Justa - Miraflores - Cruz Roja,Cruz Roja - Capuchinos,37.3994309,-5.9854961,4239,True,1,,15.0,{'typology': 'flat'}
108537988,1050.0,flat,rent,3,1,74.0,Barrio Calle Betis - Pagés del Corro,Sevilla,Sevilla,Triana,Calle Betis - Pagés del Corro,37.3891709,-6.0082573,2606,True,1,,14.0,{'typology': 'flat'}
102535660,720.0,flat,rent,1,1,67.0,calle Teniente Alcalde Rafael Zamora,Sevilla,Gelves,,,37.3432936,-6.0228472,2821,,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",11.0,{'typology': 'flat'}
108676548,1349.0,flat,rent,3,2,111.0,calle Haití,Sevilla,Sevilla,La Palmera - Los Bermejales,Palmas Altas,37.3349884,-5.9819649,4118,True,1,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",12.0,{'typology': 'flat'}
108750704,980.0,chalet,rent,2,1,84.0,avenida Colón,Sevilla,Gines,,,37.3897322,-6.0811097,6993,,,,12.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}"
98022309,800.0,studio,rent,0,1,35.0,plaza de Cuba,Sevilla,Sevilla,Los Remedios,Plaza de Cuba - República Argentina,37.3807293,-5.9993039,1833,True,5,,23.0,"{'typology': 'flat', 'subTypology': 'studio'}"
108398063,1350.0,flat,rent,3,2,96.0,Barrio La Palmera - Manuel Siurot,Sevilla,Sevilla,La Palmera - Los Bermejales,La Palmera - Manuel Siurot,37.3635581,-5.9812064,2375,True,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",14.0,{'typology': 'flat'}
108763829,900.0,flat,rent,3,1,68.0,plaza el Juncal,Sevilla,Sevilla,Nervión,El Juncal - El Plantinar,37.3743457,-5.9693489,3542,True,3,,13.0,{'typology': 'flat'}
108680793,1300.0,penthouse,rent,4,2,141.0,Simon Verde,Sevilla,Mairena del Aljarafe,Simon Verde,,37.3530279,-6.034244,2719,True,4,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",9.0,"{'typology': 'flat', 'subTypology': 'penthouse'}"
108519697,690.0,flat,rent,2,1,63.0,Barrio Doctor Fedriani,Sevilla,Sevilla,Macarena,Doctor Fedriani,37.4098282,-5.9810888,5446,True,2,,11.0,{'typology': 'flat'}
108750704,980.0,chalet,rent,2,1,84.0,avenida Colón,Sevilla,Gines,,,37.3897322,-6.0811097,6993,,,,12.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}"
108692315,1100.0,flat,rent,3,1,94.0,calle Virgen de la Cinta,Sevilla,Sevilla,Los Remedios,Ramón de Carranza - Madre Rafols,37.3730265,-5.9968975,1269,True,1,,12.0,{'typology': 'flat'}
108763829,900.0,flat,rent,3,1,68.0,plaza el Juncal,Sevilla,Sevilla,Nervión,El Juncal - El Plantinar,37.3743457,-5.9693489,3542,True,3,,13.0,{'typology': 'flat'}
108398063,1350.0,flat,rent,3,2,96.0,Barrio La Palmera - Manuel Siurot,Sevilla,Sevilla,La Palmera - Los Bermejales,La Palmera - Manuel Siurot,37.3635581,-5.9812064,2375,True,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",14.0,{'typology': 'flat'}
108476216,1250.0,flat,rent,4,2,165.0,calle Virgen de Luján,Sevilla,Sevilla,Los Remedios,Ramón de Carranza - Madre Rafols,37.3742759,-6.0005278,1154,True,3,,8.0,{'typology': 'flat'}
107756866,1950.0,flat,rent,2,2,99.0,"plaza del Museo, 1",Sevilla,Sevilla,Centro,Arenal - Museo - Tetuán,37.3928347,-5.9993057,3108,True,bj,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",20.0,{'typology': 'flat'}
108252181,795.0,flat,rent,2,1,68.0,Santo Domingo Savio,Sevilla,Sevilla,Santa Justa - Miraflores - Cruz Roja,Arroyo - Santa Justa,37.3964514,-5.9759195,4435,True,3,,12.0,{'typology': 'flat'}
108157901,2500.0,flat,rent,3,2,120.0,calle Muñoz Olivé,Sevilla,Sevilla,Centro,Arenal - Museo - Tetuán,37.3912575,-5.9978193,2975,True,1,,21.0,{'typology': 'flat'}
108653557,1100.0,flat,rent,3,1,77.0,calle Martínez de Irala,Sevilla,Sevilla,Triana,El Tardón,37.3763683,-6.011522,1223,True,2,,14.0,{'typology': 'flat'}
105849369,1650.0,flat,rent,3,2,122.0,Marqués de Paradas,Sevilla,Sevilla,Centro,Arenal - Museo - Tetuán,37.3916681,-6.0003721,2960,True,1,,14.0,{'typology': 'flat'}
108495147,1000.0,flat,rent,3,2,98.0,calle Altozano,Sevilla,Tomares,Santa Eufemia,,37.3794808,-6.0345386,2803,True,bj,,10.0,{'typology': 'flat'}
81634483,900.0,flat,rent,1,1,60.0,avenida de la Cruz del Campo,Sevilla,Sevilla,Nervión,Gran Plaza - Marqués de Pickman - Ciudad Jardín,37.3852541,-5.9637344,4469,True,5,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",15.0,{'typology': 'flat'}
108400850,1485.0,flat,rent,2,2,70.0,"calle Pagés del Corro, 144",Sevilla,Sevilla,Triana,López de Gomara,37.3816818,-6.001418,1864,True,3,,21.0,{'typology': 'flat'}
94811168,1110.0,flat,rent,3,1,65.0,"plaza Cerámicas Mensaque, 5",Sevilla,Sevilla,Triana,El Tardón,37.3788,-6.00926,1457,True,1,,17.0,{'typology': 'flat'}
108762513,800.0,flat,rent,1,1,50.0,calle Santa María la Blanca,Sevilla,Sevilla,Centro,Puerta de la Carne - Judería,37.3863491,-5.9862556,2987,True,bj,,16.0,{'typology': 'flat'}
93944203,900.0,flat,rent,2,2,68.0,calle Castillo de Alcala de Guadaira,Sevilla,Sevilla,La Palmera - Los Bermejales,Bami - Pineda,37.3589972,-5.9740931,3084,True,3,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 75.0}",13.0,{'typology': 'flat'}
108796832,1150.0,flat,rent,3,1,95.0,Barrio Reina Mercedes - Heliópolis,Sevilla,Sevilla,La Palmera - Los Bermejales,Reina Mercedes - Heliópolis,37.3568248,-5.9865836,2132,True,8,,12.0,{'typology': 'flat'}
98017760,1000.0,flat,rent,2,1,62.0,calle Urbión,Sevilla,Sevilla,Nervión,El Juncal - El Plantinar,37.3733185,-5.9709036,3380,True,en,,16.0,{'typology': 'flat'}
107819543,1100.0,flat,rent,3,2,109.0,calle Feria,Sevilla,Sevilla,Centro,Alameda,37.399767,-5.9926075,4019,True,2,,10.0,{'typology': 'flat'}
86663982,700.0,flat,rent,3,1,79.0,pasaje de Almeria,Sevilla,Castilleja de la Cuesta,,,37.379589,-6.0644775,5227,True,6,,9.0,{'typology': 'flat'}
108608541,750.0,flat,rent,1,1,40.0,calle Constancia,Sevilla,Sevilla,Los Remedios,Plaza de Cuba - República Argentina,37.3766641,-6.0071056,1217,True,bj,,19.0,{'typology': 'flat'}
108792313,700.0,flat,rent,3,1,49.0,calle Codorniz,Sevilla,Sevilla,Cerro Amate,Los Pajaritos,37.3846581,-5.9571014,4961,True,3,,14.0,{'typology': 'flat'}
102344197,1000.0,flat,rent,3,1,57.0,calle TARSO,Sevilla,Sevilla,San Pablo,San Pablo,37.3934093,-5.962993,5024,True,3,,18.0,{'typology': 'flat'}
98196298,900.0,penthouse,rent,1,1,68.0,avenida de la Cruz del Campo,Sevilla,Sevilla,Nervión,Nervión,37.3863749,-5.9644361,4477,True,5,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",13.0,"{'typology': 'flat', 'subTypology': 'penthouse'}"
108639893,1100.0,flat,rent,3,1,70.0,López de Gómara s/n,Sevilla,Sevilla,Triana,López de Gomara,37.3785717,-6.0076094,1427,True,1,,16.0,{'typology': 'flat'}
108738507,1200.0,flat,rent,4,1,100.0,calle Puerto de la Mora,Sevilla,Sevilla,Cerro Amate,Rochelambert,37.3736389,-5.9552721,4736,True,bj,,12.0,{'typology': 'flat'}
102922739,900.0,flat,rent,1,1,65.0,avenida de la Cruz del Campo,Sevilla,Sevilla,Nervión,Gran Plaza - Marqués de Pickman - Ciudad Jardín,37.3864867,-5.9634451,4559,True,5,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",14.0,{'typology': 'flat'}
105142749,775.0,flat,rent,1,1,65.0,Barrio Feria,Sevilla,Sevilla,Centro,Feria,37.4009162,-5.9886791,4266,True,3,,12.0,{'typology': 'flat'}
104197855,2000.0,flat,rent,2,2,120.0,C. Rubens,Sevilla,Sevilla,Centro,Plaza de la Gavidia-San Lorenzo,37.3948549,-5.9964982,3392,True,bj,,17.0,{'typology': 'flat'}
108724650,1350.0,flat,rent,3,2,151.0,Barrio Tablada,Sevilla,Sevilla,Los Remedios,Tablada,37.366304,-5.9988143,809,True,1,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",9.0,{'typology': 'flat'}
108627853,2100.0,flat,rent,3,2,130.0,avenida Eduardo Dato,Sevilla,Sevilla,Nervión,Buhaira - Huerta del Rey,37.3817183,-5.9750281,3408,True,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",16.0,{'typology': 'flat'}
108510173,850.0,penthouse,rent,1,1,47.0,calle Palacios Malaver,Sevilla,Sevilla,Centro,Feria,37.3962947,-5.9910379,3712,True,3,,18.0,"{'typology': 'flat', 'subTypology': 'penthouse'}"
31614337,900.0,flat,rent,1,1,65.0,"avenida Cruz del Campo, 7",Sevilla,Sevilla,Nervión,Gran Plaza - Marqués de Pickman - Ciudad Jardín,37.386861,-5.964997,4463,True,5,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",14.0,{'typology': 'flat'}
108504690,2000.0,penthouse,rent,2,2,100.0,calle Enramadilla,Sevilla,Sevilla,Nervión,Buhaira - Huerta del Rey,37.3778874,-5.9787392,2913,True,8,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",20.0,"{'typology': 'flat', 'subTypology': 'penthouse'}"
108806020,3000.0,chalet,rent,5,3,260.0,calle Almotamid,Sevilla,Sevilla,Nervión,Gran Plaza - Marqués de Pickman - Ciudad Jardín,37.3795701,-5.9603351,4479,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",12.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}"
108798509,1700.0,flat,rent,3,3,160.0,calle Abades,Sevilla,Sevilla,Centro,Santa Cruz - Alfalfa,37.3884841,-5.9919146,2899,True,1,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",11.0,{'typology': 'flat'}
84898439,950.0,flat,rent,1,1,45.0,"calle Luis de Morales, Sevilla",Sevilla,Sevilla,Nervión,Nervión,37.3827077,-5.9745725,3501,True,3,,21.0,{'typology': 'flat'}
108806030,890.0,flat,rent,1,1,70.0,calle Paraíso,Sevilla,Sevilla,Los Remedios,Plaza de Cuba - República Argentina,37.3791372,-6.0014737,1596,True,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 140.0}",13.0,{'typology': 'flat'}
108659152,1500.0,flat,rent,3,2,110.0,"avenida Eduardo Dato, 23",Sevilla,Sevilla,Nervión,Buhaira - Huerta del Rey,37.384469,-5.980846,3173,True,6,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 100.0}",14.0,{'typology': 'flat'}
108626733,1100.0,flat,rent,2,1,73.0,CL AGUILAS,Sevilla,Sevilla,Centro,Santa Cruz - Alfalfa,37.3901111,-5.9885669,3206,False,2,,15.0,{'typology': 'flat'}
108437289,1300.0,flat,rent,3,2,125.0,calle Leiria,Sevilla,Sevilla,Triana,López de Gomara,37.3837394,-6.0047514,2021,True,1,,10.0,{'typology': 'flat'}
104299150,760.0,studio,rent,0,1,40.0,"avenida de Kansas City, 7",Sevilla,Sevilla,Nervión,Luis Montoto - Santa Justa,37.3890559,-5.9748577,3908,True,1,,19.0,"{'typology': 'flat', 'subTypology': 'studio'}"
108806017,1500.0,flat,rent,2,2,90.0,calle Quevedo,Sevilla,Sevilla,Centro,Encarnación-Las Setas,37.3961965,-5.9943161,3594,True,2,,17.0,{'typology': 'flat'}
108806046,890.0,flat,rent,1,1,70.0,calle Pagés del Corro,Sevilla,Sevilla,Triana,López de Gomara,37.3789939,-6.0004152,1617,True,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 140.0}",13.0,{'typology': 'flat'}
28708758,650.0,flat,rent,1,1,55.0,"calle Pobladores, 10",Sevilla,Camas,,,37.383675,-6.0316259,2890,True,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",12.0,{'typology': 'flat'}
96162757,1600.0,flat,rent,2,2,90.0,calle Maese Farfán,Sevilla,Sevilla,Nervión,Nervión,37.3851957,-5.9741961,3684,True,1,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",18.0,{'typology': 'flat'}
106536398,2500.0,flat,rent,4,2,180.0,calle Luis Montoto,Sevilla,Sevilla,Nervión,Luis Montoto - Santa Justa,37.3890052,-5.9755469,3858,True,5,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",14.0,{'typology': 'flat'}
108806044,890.0,flat,rent,1,1,80.0,calle Francos,Sevilla,Sevilla,Centro,Santa Cruz - Alfalfa,37.3866248,-5.9926415,2687,True,1,,11.0,{'typology': 'flat'}
108543264,1100.0,flat,rent,2,1,80.0,avenida Eduardo Dato,Sevilla,Sevilla,Nervión,Nervión,37.3833885,-5.9664091,4162,True,1,,14.0,{'typology': 'flat'}
101291229,950.0,duplex,rent,2,1,67.0,calle Corbeta,Sevilla,Sevilla,La Palmera - Los Bermejales,Los Bermejales,37.351813,-5.9786161,3019,True,1,,14.0,"{'typology': 'flat', 'subTypology': 'duplex'}"
108638985,1800.0,flat,rent,3,2,101.0,calle Hombre de Piedra,Sevilla,Sevilla,Centro,Plaza de la Gavidia-San Lorenzo,37.3986821,-5.9936919,3874,True,1,,18.0,{'typology': 'flat'}
102068359,1400.0,penthouse,rent,2,2,110.0,"avenida de Alemania, 1",Sevilla,Sevilla,La Palmera - Los Bermejales,Los Bermejales,37.3460595,-5.9789288,3370,True,10,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",13.0,"{'typology': 'flat', 'subTypology': 'penthouse'}"
108325734,800.0,flat,rent,1,1,57.0,"San Luis, 115",Sevilla,Sevilla,Centro,San Julián,37.4016372,-5.9890209,4328,True,bj,,14.0,{'typology': 'flat'}
108721699,1400.0,flat,rent,3,2,102.0,calle Amador de los Ríos,Sevilla,Sevilla,Centro,Puerta Carmona-Puerta Osario-Amador de los Ríos,37.3914025,-5.9826642,3624,True,3,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",14.0,{'typology': 'flat'}
108805973,800.0,flat,rent,1,1,60.0,calle Farnesio,Sevilla,Sevilla,Centro,Santa Cruz - Alfalfa,37.3866446,-5.990701,2779,True,2,,13.0,{'typology': 'flat'}
108785415,1800.0,flat,rent,5,2,75.0,Barriada Nuestra Señora de la Oliva,Sevilla,Sevilla,Cerro Amate,Su Eminencia - La Oliva,37.36734,-5.96964,3389,True,3,,24.0,{'typology': 'flat'}
106536398,2500.0,flat,rent,4,2,180.0,calle Luis Montoto,Sevilla,Sevilla,Nervión,Luis Montoto - Santa Justa,37.3890052,-5.9755469,3858,True,5,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",14.0,{'typology': 'flat'}
108806044,890.0,flat,rent,1,1,80.0,calle Francos,Sevilla,Sevilla,Centro,Santa Cruz - Alfalfa,37.3866248,-5.9926415,2687,True,1,,11.0,{'typology': 'flat'}
94205200,900.0,duplex,rent,3,2,108.0,Urbanización Cornisa Azul,Sevilla,San Juan de Aznalfarache,Barrio Alto,,37.3636722,-6.033857,2301,True,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",8.0,"{'typology': 'flat', 'subTypology': 'duplex'}"
108811992,1500.0,flat,rent,4,2,165.0,calle Farnesio,Sevilla,Sevilla,Centro,Santa Cruz - Alfalfa,37.3873237,-5.9905694,2849,True,1,,9.0,{'typology': 'flat'}
101660814,950.0,flat,rent,3,1,70.0,plaza de los Duendes de Sevilla,Sevilla,Sevilla,Prado de San Sebastián - Felipe II - Bueno Monreal,Tiro de Línea,37.3728966,-5.9714199,3324,True,bj,,14.0,{'typology': 'flat'}
106729236,2500.0,flat,rent,4,3,180.0,calle Luis Montoto,Sevilla,Sevilla,Nervión,La Florida,37.3871099,-5.9818404,3312,True,5,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",14.0,{'typology': 'flat'}
108683124,1200.0,flat,rent,4,2,100.0,avenida Universidad de Salamanca,Sevilla,Bormujos,Zona Universitaria,,37.3706203,-6.0853573,6862,True,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",12.0,{'typology': 'flat'}
95053459,810.0,flat,rent,3,1,80.0,calle Verano,Sevilla,Sevilla,Macarena,Doctor Fedriani,37.4081272,-5.9814872,5261,True,1,,10.0,{'typology': 'flat'}
108392433,3000.0,flat,rent,2,3,188.0,calle Alfonso XII,Sevilla,Sevilla,Centro,San Vicente,37.3923019,-6.0007179,3022,True,1,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",16.0,{'typology': 'flat'}
91592853,990.0,flat,rent,1,1,55.0,"Parroco Don Eugenio, 1",Sevilla,Sevilla,Triana,Calle Betis - Pagés del Corro,37.3829816,-6.0006206,2024,False,bj,,18.0,{'typology': 'flat'}
105761193,1050.0,flat,rent,3,2,88.0,calle Petrarca,Sevilla,Sevilla,Cerro Amate,Cerro del Águila,37.3748141,-5.955139,4774,True,3,,12.0,{'typology': 'flat'}
106599094,1000.0,chalet,rent,6,3,265.0,calle San Luis Gonzaga,Sevilla,Gines,,,37.3848445,-6.0712917,5986,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}"
105820308,1600.0,flat,rent,3,1,78.0,calle José María del Campo,Sevilla,Sevilla,Triana,Ronda de Triana-Patrocinio-Turruñuelo,37.3836158,-6.0091148,1991,True,bj,,21.0,{'typology': 'flat'}
89943446,1200.0,flat,rent,3,1,80.0,calle Imaginero Luis Alvarez Duarte,Sevilla,Sevilla,Santa Justa - Miraflores - Cruz Roja,Arroyo - Santa Justa,37.3957316,-5.9742652,4470,True,2,,15.0,{'typology': 'flat'}
90157205,900.0,flat,rent,2,1,110.0,calle Historiador Juan Manzano,Sevilla,Montequinto,Condequinto,,37.3464016,-5.9359332,6717,True,3,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",8.0,{'typology': 'flat'}
108467881,1100.0,flat,rent,3,2,93.0,calle Salvador Dalí,Sevilla,Sevilla,Santa Justa - Miraflores - Cruz Roja,La Salle-Avd Manuel del Valle-Las Naciones,37.407691,-5.9675276,5875,True,7,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",12.0,{'typology': 'flat'}
108793053,1100.0,flat,rent,3,1,50.0,calle Jose Saramago,Sevilla,Sevilla,Prado de San Sebastián - Felipe II - Bueno Monreal,Tiro de Línea,37.3747322,-5.9756412,3024,True,bj,,22.0,{'typology': 'flat'}
108589682,1300.0,flat,rent,2,2,100.0,Barrio Nervión,Sevilla,Sevilla,Nervión,Nervión,37.3753952,-5.9706743,3464,True,1,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",13.0,{'typology': 'flat'}
108382937,1200.0,flat,rent,3,1,84.0,calle Fray Tomás de Berlanga,Sevilla,Sevilla,Triana,Ronda de Triana-Patrocinio-Turruñuelo,37.384257,-6.0140085,2128,False,1,,14.0,{'typology': 'flat'}
108777633,1100.0,flat,rent,3,2,180.0,plaza Pepe Hillo,Sevilla,Sevilla,San Pablo,San Pablo,37.3991153,-5.9608499,5575,True,1,,6.0,{'typology': 'flat'}
90621377,1100.0,flat,rent,3,1,80.0,calle Tarfia,Sevilla,Sevilla,La Palmera - Los Bermejales,Reina Mercedes - Heliópolis,37.3633656,-5.9876799,1810,True,5,,14.0,{'typology': 'flat'}
108597897,1500.0,flat,rent,4,1,92.0,calle Cardenal Rodrigo de Castro,Sevilla,Sevilla,Nervión,Gran Plaza - Marqués de Pickman - Ciudad Jardín,37.3786992,-5.9643522,4113,True,2,,16.0,{'typology': 'flat'}
108648444,930.0,flat,rent,3,1,60.0,"PZ DUENDES DE SEVILLA, 6",Sevilla,Sevilla,Prado de San Sebastián - Felipe II - Bueno Monreal,Tiro de Línea,37.3705888,-5.9727743,3154,True,3,,16.0,{'typology': 'flat'}
108627528,795.0,flat,rent,1,1,44.0,"PZ VIRGEN DE LA AMARGURA, 3",Sevilla,Sevilla,Triana,Ronda de Triana-Patrocinio-Turruñuelo,37.3880285,-6.009728,2483,True,bj,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",18.0,{'typology': 'flat'}
104961556,2900.0,chalet,rent,4,4,230.0,Barrio Santa Clara,Sevilla,Sevilla,Santa Clara,Santa Clara,37.3956543,-5.9525282,5919,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",13.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}"
105870812,825.0,flat,rent,1,1,50.0,Don Fadrique,Sevilla,Sevilla,Macarena,Parlamento - Torneo,37.4059418,-5.9882921,4796,True,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",17.0,{'typology': 'flat'}
95064670,900.0,flat,rent,3,1,68.0,avenida Santa Cecilia,Sevilla,Sevilla,Triana,Ronda de Triana-Patrocinio-Turruñuelo,37.3807091,-6.0090903,1668,True,4,,13.0,{'typology': 'flat'}
108247942,2800.0,flat,rent,4,4,230.0,"calle de Castelar, 11",Sevilla,Sevilla,Centro,Arenal - Museo - Tetuán,37.3869843,-5.9970452,2551,True,4,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",12.0,{'typology': 'flat'}
108503712,1150.0,flat,rent,3,2,95.0,"calle Águila Perdicera, 13",Sevilla,Sevilla,Cerro Amate,Cerro del Águila,37.3659617,-5.9509008,5041,True,bj,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",12.0,{'typology': 'flat'}
103075820,5000.0,penthouse,rent,5,3,249.0,Barrio Santa Cruz - Alfalfa,Sevilla,Sevilla,Centro,Santa Cruz - Alfalfa,37.3859776,-5.9887972,2815,True,3,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",20.0,"{'typology': 'flat', 'subTypology': 'penthouse'}"
108693608,750.0,flat,rent,2,1,65.0,Barrio Tiro de Línea,Sevilla,Sevilla,Prado de San Sebastián - Felipe II - Bueno Monreal,Tiro de Línea,37.3720643,-5.9756653,2938,True,1,,12.0,{'typology': 'flat'}
98292677,1400.0,flat,rent,4,2,100.0,avenida Universidad de Salamanca,Sevilla,Bormujos,Zona Universitaria,,37.3698517,-6.0856914,6885,True,2,,14.0,{'typology': 'flat'}
108718507,2000.0,flat,rent,3,2,95.0,Barrio Calle Betis - Pagés del Corro,Sevilla,Sevilla,Triana,Calle Betis - Pagés del Corro,37.3863625,-6.0042324,2317,True,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",21.0,{'typology': 'flat'}
108563799,1170.0,flat,rent,3,1,88.0,"calle Muro de los Navarros, 20",Sevilla,Sevilla,Centro,Puerta Carmona-Puerta Osario-Amador de los Ríos,37.3904958,-5.9854286,3396,True,en,,13.0,{'typology': 'flat'}
97845394,950.0,flat,rent,1,1,65.0,callejón Ruiz de Gijón,Sevilla,Sevilla,Centro,San Julián,37.3999317,-5.9870804,4225,True,bj,,15.0,{'typology': 'flat'}
90533839,850.0,flat,rent,2,1,70.0,avenida Alcalde Juan Fernandez,Sevilla,Sevilla,Nervión,El Juncal - El Plantinar,37.3741379,-5.96721,3719,True,bj,,12.0,{'typology': 'flat'}
96710990,920.0,flat,rent,2,1,97.0,calle La Santa Maria,Sevilla,Mairena del Aljarafe,Ciudad Expo,,37.353233,-6.0523574,4163,True,2,,9.0,{'typology': 'flat'}
108662646,2500.0,flat,rent,4,3,200.0,plaza de la Concordia,Sevilla,Sevilla,Centro,Plaza de la Gavidia-San Lorenzo,37.3928716,-5.9983874,3133,True,6,,13.0,{'typology': 'flat'}
82771459,1400.0,flat,rent,2,1,76.0,Barrio Nervión,Sevilla,Sevilla,Nervión,Nervión,37.378294,-5.9681343,3785,True,1,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",18.0,{'typology': 'flat'}
101622259,1050.0,flat,rent,1,1,40.0,calle Asunción,Sevilla,Sevilla,Los Remedios,Asunción - Adolfo Suárez,37.3789459,-5.9980719,1708,True,4,,26.0,{'typology': 'flat'}
105885103,895.0,duplex,rent,3,2,141.0,"calle Virgen de los Dolores, 56",Sevilla,Tomares,Santa Eufemia,,37.374724,-6.0415246,3131,True,ss,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6.0,"{'typology': 'flat', 'subTypology': 'duplex'}"
101359610,1000.0,flat,rent,4,2,99.0,Grupo Macarena Tres Huertas,Sevilla,Sevilla,Macarena,Doctor Fedriani,37.4113365,-5.9896849,5321,True,2,,10.0,{'typology': 'flat'}
101359610,1000.0,flat,rent,4,2,99.0,Grupo Macarena Tres Huertas,Sevilla,Sevilla,Macarena,Doctor Fedriani,37.4113365,-5.9896849,5321,True,2,,10.0,{'typology': 'flat'}
90621377,1100.0,flat,rent,3,1,80.0,calle Tarfia,Sevilla,Sevilla,La Palmera - Los Bermejales,Reina Mercedes - Heliópolis,37.3633656,-5.9876799,1810,True,5,,14.0,{'typology': 'flat'}
108748624,1400.0,flat,rent,4,2,63.0,CL CERRO MURIANO,Sevilla,Sevilla,Prado de San Sebastián - Felipe II - Bueno Monreal,Tiro de Línea,37.3694263,-5.9723031,3176,True,2,,22.0,{'typology': 'flat'}
108765845,950.0,flat,rent,1,1,60.0,"calle Martín Villa, 4",Sevilla,Sevilla,Centro,Encarnación-Las Setas,37.3928875,-5.9941977,3254,True,5,,16.0,{'typology': 'flat'}
108576272,1200.0,flat,rent,3,1,68.0,CL MAESTRO GUERRERO,Sevilla,Sevilla,Triana,Ronda de Triana-Patrocinio-Turruñuelo,37.3833402,-6.0110668,1977,True,1,,18.0,{'typology': 'flat'}
105585796,700.0,flat,rent,1,1,55.0,calle Moratín,Sevilla,Sevilla,Centro,Arenal - Museo - Tetuán,37.3902381,-5.9997658,2818,False,bj,,13.0,{'typology': 'flat'}
108765796,1900.0,flat,rent,4,3,153.0,"CL CANALEJAS, 7",Sevilla,Sevilla,Centro,Arenal - Museo - Tetuán,37.3903444,-5.999977,2825,True,3,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 250.0}",12.0,{'typology': 'flat'}
108710531,970.0,duplex,rent,2,2,64.0,Barrio Calle Betis - Pagés del Corro,Sevilla,Sevilla,Triana,Calle Betis - Pagés del Corro,37.3859505,-6.0046445,2266,True,3,,15.0,"{'typology': 'flat', 'subTypology': 'duplex'}"
108566632,1200.0,flat,rent,3,1,80.0,CL MARTINEZ DE IRALA,Sevilla,Sevilla,Triana,El Tardón,37.3789458,-6.0102037,1482,True,bj,,15.0,{'typology': 'flat'}
