id,titulo,localización,precio,vivienda,superficie_m2,habitaciones,baños,terraza,estado,armarios_empotrados,orientacion,año_construccion,calefaccion,aire_acondicionado,direccion,distrito,municipio,zona
100581531,Alquiler de piso en calle de Luchana,Trafalgar,3880,piso,137,4,4,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Luchana,Distrito Chamberí,"Madrid capital, Madrid",
107430466,Alquiler de piso en calle de Santa Engracia,Trafalgar,7200,piso,202,3,3,False,Segunda mano/buen estado,True,Este,2024.0,Calefacción individual,True,Calle de Santa Engracia,Distrito Chamberí,"Madrid capital, Madrid",
103056938,Alquiler de piso en paseo del General Martínez Campos,Almagro,4725,piso,165,3,3,False,Segunda mano/buen estado,True,,,Eléctrica,True,,Distrito Chamberí,"Madrid capital, Madrid",
94874293,Alquiler de piso en calle de Bravo Murillo,Arapiles,4665,piso,150,3,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Bravo Murillo,Distrito Chamberí,"Madrid capital, Madrid",
96312690,Alquiler de piso en calle de Rafael Calvo,Almagro,3930,piso,145,2,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Rafael Calvo,Distrito Chamberí,"Madrid capital, Madrid",
104414669,Alquiler de piso en calle de Fernández de los Ríos,Gaztambide,2750,piso,45,0,1,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Fernández de los Ríos,Distrito Chamberí,"Madrid capital, Madrid",
97502443,Alquiler de piso en calle de Fernando el Santo,Almagro,3240,piso,91,2,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Fernando el Santo,Distrito Chamberí,"Madrid capital, Madrid",
94316971,Alquiler de piso en calle de Manuel Silvela,Trafalgar,3210,piso,100,3,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Manuel Silvela,Distrito Chamberí,"Madrid capital, Madrid",
102924144,Alquiler de piso en paseo de Eduardo Dato,Almagro,4140,piso,135,3,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,,Distrito Chamberí,"Madrid capital, Madrid",
97082252,Alquiler de piso en calle de Santa Engracia,Nuevos Ministerios-Ríos Rosas,4060,piso,142,3,3,True,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Santa Engracia,Distrito Chamberí,"Madrid capital, Madrid",
95704763,Alquiler de ático en calle de Nicasio Gallego,Trafalgar,3750,ático,130,2,2,True,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Nicasio Gallego,Distrito Chamberí,"Madrid capital, Madrid",
100523560,Alquiler de piso en calle de Luchana,Trafalgar,4030,piso,137,4,4,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Luchana,Distrito Chamberí,"Madrid capital, Madrid",
100745028,Alquiler de piso en calle de Viriato,Trafalgar,2210,piso,50,0,1,False,Segunda mano/buen estado,True,,,Eléctrica,False,Calle de Viriato,Distrito Chamberí,"Madrid capital, Madrid",
103434435,Alquiler de piso en calle de Alonso Cano,Nuevos Ministerios-Ríos Rosas,3185,piso,81,2,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Alonso Cano,Distrito Chamberí,"Madrid capital, Madrid",
94379593,Alquiler de ático en calle de Fuencarral,Trafalgar,2700,ático,70,0,1,True,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Fuencarral,Distrito Chamberí,"Madrid capital, Madrid",
97082252,Alquiler de piso en calle de Santa Engracia,Nuevos Ministerios-Ríos Rosas,4060,piso,142,3,3,True,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Santa Engracia,Distrito Chamberí,"Madrid capital, Madrid",
103138197,Alquiler de piso en calle del Cardenal Cisneros,Trafalgar,2610,piso,60,0,1,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle del Cardenal Cisneros,Distrito Chamberí,"Madrid capital, Madrid",
102736946,Alquiler de piso en calle del Cardenal Cisneros,Trafalgar,2465,piso,60,2,1,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle del Cardenal Cisneros,Distrito Chamberí,"Madrid capital, Madrid",
94316971,Alquiler de piso en calle de Manuel Silvela,Trafalgar,3210,piso,100,3,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Manuel Silvela,Distrito Chamberí,"Madrid capital, Madrid",
100441947,Alquiler de piso en calle de García de Paredes,Almagro,3620,piso,137,2,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de García de Paredes,Distrito Chamberí,"Madrid capital, Madrid",
96312690,Alquiler de piso en calle de Rafael Calvo,Almagro,3930,piso,145,2,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Rafael Calvo,Distrito Chamberí,"Madrid capital, Madrid",
96696935,Alquiler de piso en calle de Ríos Rosas,Nuevos Ministerios-Ríos Rosas,3180,piso,160,3,3,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Ríos Rosas,Distrito Chamberí,"Madrid capital, Madrid",
102584550,Alquiler de piso en calle del Cardenal Cisneros,Trafalgar,2065,piso,56,0,1,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle del Cardenal Cisneros,Distrito Chamberí,"Madrid capital, Madrid",
108336292,Alquiler de piso en calle de Bretón de los Herreros,Nuevos Ministerios-Ríos Rosas,3130,piso,63,2,1,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Bretón de los Herreros,Distrito Chamberí,"Madrid capital, Madrid",
107243528,Alquiler de piso en calle de Alonso Cano,Nuevos Ministerios-Ríos Rosas,1920,piso,44,0,1,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Alonso Cano,Distrito Chamberí,"Madrid capital, Madrid",
104527489,Alquiler de piso en calle de Alonso Cano,Nuevos Ministerios-Ríos Rosas,2910,piso,86,2,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Alonso Cano,Distrito Chamberí,"Madrid capital, Madrid",
97943364,Alquiler de piso en plaza de Olavide,Trafalgar,4185,piso,115,2,2,True,Segunda mano/buen estado,True,,,Eléctrica,True,Plaza de Olavide,Distrito Chamberí,"Madrid capital, Madrid",
97365159,Alquiler de piso en calle de Trafalgar,Trafalgar,3470,piso,100,2,1,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Trafalgar,Distrito Chamberí,"Madrid capital, Madrid",
97686397,Alquiler de piso en calle de Santa Engracia,Almagro,3395,piso,123,3,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Santa Engracia,Distrito Chamberí,"Madrid capital, Madrid",
108491831,"Alquiler de piso en CL Gaztambide, 26",Gaztambide,2900,piso,125,3,2,True,Segunda mano/buen estado,True,,1970.0,Gas,True,,Distrito Chamberí,"Madrid capital, Madrid",
97128158,Alquiler de piso en calle del Monte Esquinza,Almagro,4145,piso,140,3,4,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle del Monte Esquinza,Distrito Chamberí,"Madrid capital, Madrid",
108459005,"Alquiler de piso en calle de Rodríguez San Pedro, 16 -26",Arapiles,1600,piso,85,2,1,False,Segunda mano/buen estado,False,,1940.0,,True,"Calle de Rodríguez San Pedro, 16 -26",Distrito Chamberí,"Madrid capital, Madrid",
100523409,Alquiler de piso en calle de Luchana,Trafalgar,4685,piso,137,4,4,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Luchana,Distrito Chamberí,"Madrid capital, Madrid",
108213493,Alquiler de piso en calle de Rafael Calvo,Almagro,3745,piso,121,3,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Rafael Calvo,Distrito Chamberí,"Madrid capital, Madrid",
96519589,Alquiler de piso en calle de Rafael Calvo,Almagro,3840,piso,100,2,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Rafael Calvo,Distrito Chamberí,"Madrid capital, Madrid",
103991359,Alquiler de piso en paseo del General Martínez Campos,Almagro,3605,piso,140,3,2,True,Segunda mano/buen estado,True,,,Eléctrica,True,,Distrito Chamberí,"Madrid capital, Madrid",
101865754,Alquiler de piso en calle de Nicasio Gallego,Trafalgar,3645,piso,140,2,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Nicasio Gallego,Distrito Chamberí,"Madrid capital, Madrid",
97800488,Alquiler de piso en calle del Cardenal Cisneros,Trafalgar,2015,piso,60,0,1,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle del Cardenal Cisneros,Distrito Chamberí,"Madrid capital, Madrid",
99157514,Alquiler de piso en plaza de San Juan de la Cruz,Nuevos Ministerios-Ríos Rosas,3600,piso,145,3,3,False,Segunda mano/buen estado,True,,,Eléctrica,True,Plaza de San Juan de la Cruz,Distrito Chamberí,"Madrid capital, Madrid",
99708274,Alquiler de piso en calle de García de Paredes,Almagro,4075,piso,165,4,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de García de Paredes,Distrito Chamberí,"Madrid capital, Madrid",
101045340,Alquiler de piso en calle de Manuel Cortina,Trafalgar,4100,piso,116,3,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Manuel Cortina,Distrito Chamberí,"Madrid capital, Madrid",
96029945,Alquiler de dúplex en calle de la Santísima Trinidad,Trafalgar,6495,dúplex,170,3,4,True,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de la Santísima Trinidad,Distrito Chamberí,"Madrid capital, Madrid",
97430158,Alquiler de piso en calle de Modesto Lafuente,Nuevos Ministerios-Ríos Rosas,2725,piso,75,0,1,True,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Modesto Lafuente,Distrito Chamberí,"Madrid capital, Madrid",
108296450,Alquiler de estudio en calle de Gaztambide,Gaztambide,1200,estudio,45,0,1,False,Segunda mano/buen estado,True,Sur,,Gas natural,True,Calle de Gaztambide,Distrito Chamberí,"Madrid capital, Madrid",
103787625,Alquiler de estudio en calle de Zurbano,Almagro,1300,estudio,60,0,1,False,Segunda mano/buen estado,True,Sur,1971.0,Gas,True,Calle de Zurbano,Distrito Chamberí,"Madrid capital, Madrid",
103787625,Alquiler de estudio en calle de Zurbano,Almagro,1300,estudio,60,0,1,False,Segunda mano/buen estado,True,Sur,1971.0,Gas,True,Calle de Zurbano,Distrito Chamberí,"Madrid capital, Madrid",
108296450,Alquiler de estudio en calle de Gaztambide,Gaztambide,1200,estudio,45,0,1,False,Segunda mano/buen estado,True,Sur,,Gas natural,True,Calle de Gaztambide,Distrito Chamberí,"Madrid capital, Madrid",
107807383,Alquiler de piso en calle de Carranza,Trafalgar,1500,piso,45,0,1,False,Segunda mano/buen estado,True,Este,,Bomba de frío/calor,True,Calle de Carranza,Distrito Chamberí,"Madrid capital, Madrid",
108579145,Alquiler de ático en Almagro,Chamberí,24000,ático,715,5,5,False,Segunda mano/buen estado,True,Este,1931.0,Calefacción individual,True,,Distrito Chamberí,"Madrid capital, Madrid",
107532277,Alquiler de piso en calle de José Abascal,Trafalgar,925,piso,40,0,1,False,Segunda mano/buen estado,False,,,,False,Calle de José Abascal,Distrito Chamberí,"Madrid capital, Madrid",
105108497,Alquiler de estudio en calle de Bravo Murillo,Trafalgar,1050,estudio,48,0,1,False,Segunda mano/buen estado,True,Oeste,1994.0,Bomba de frío/calor,True,Calle de Bravo Murillo,Distrito Chamberí,"Madrid capital, Madrid",
26112395,Alquiler de piso en calle Andres Mellado,Gaztambide,1350,piso,50,2,1,False,Segunda mano/buen estado,True,,,Gas natural,False,Calle Andres Mellado,Distrito Chamberí,"Madrid capital, Madrid",
106026131,Alquiler de estudio en avenida de la Reina Victoria s/n,Vallehermoso,1295,estudio,32,0,1,False,Segunda mano/buen estado,False,Este,1970.0,Eléctrica,True,,Distrito Chamberí,"Madrid capital, Madrid",
108339196,Alquiler de piso en calle de Isaac Peral,Vallehermoso,5250,piso,317,5,3,True,Segunda mano/buen estado,False,,,,True,Calle de Isaac Peral,Distrito Chamberí,"Madrid capital, Madrid",
106067491,Alquiler de estudio en avenida de la Reina Victoria s/n,Vallehermoso,1295,estudio,32,0,1,False,Segunda mano/buen estado,False,Este,1970.0,Eléctrica,True,,Distrito Chamberí,"Madrid capital, Madrid",
106068123,Alquiler de estudio en avenida de la Reina Victoria s/n,Vallehermoso,1400,estudio,32,0,1,False,Segunda mano/buen estado,True,Este,1970.0,Eléctrica,True,,Distrito Chamberí,"Madrid capital, Madrid",
105855758,Alquiler de piso en calle de García de Paredes,Almagro,3400,piso,92,2,3,False,Segunda mano/buen estado,False,,1945.0,,True,Calle de García de Paredes,Distrito Chamberí,"Madrid capital, Madrid",
105845552,"Alquiler de piso en calle de Santa Engracia, 19",Trafalgar,5000,piso,200,3,3,False,Segunda mano/buen estado,True,Este,,,True,"Calle de Santa Engracia, 19",Distrito Chamberí,"Madrid capital, Madrid",
99548173,"Alquiler de piso en Ponzano, 23",Nuevos Ministerios-Ríos Rosas,1100,piso,35,0,1,False,Segunda mano/buen estado,True,Norte,1945.0,Bomba de frío/calor,True,,Distrito Chamberí,"Madrid capital, Madrid",
108393540,Alquiler de piso en calle del Cardenal Cisneros,Trafalgar,2400,piso,62,0,1,False,Segunda mano/buen estado,True,Oeste,1958.0,Gas,True,Calle del Cardenal Cisneros,Distrito Chamberí,"Madrid capital, Madrid",
101179091,"Alquiler de piso en calle de las Virtudes, 8",Almagro,1200,piso,35,0,1,False,Segunda mano/buen estado,True,,,Calefacción individual,True,"Calle de las Virtudes, 8",Distrito Chamberí,"Madrid capital, Madrid",
108450479,Alquiler de piso en calle de Modesto Lafuente,Nuevos Ministerios-Ríos Rosas,3000,piso,120,4,2,True,Segunda mano/buen estado,False,Sur,1950.0,,False,Calle de Modesto Lafuente,Distrito Chamberí,"Madrid capital, Madrid",
108281006,Alquiler de piso en calle de Medellín s/n,Trafalgar,1275,piso,30,0,1,True,Segunda mano/buen estado,False,Este,,Bomba de frío/calor,True,Calle de Medellín s/n,Distrito Chamberí,"Madrid capital, Madrid",
103261805,Alquiler de piso en calle de Palafox,Trafalgar,3995,piso,115,3,3,False,Segunda mano/buen estado,True,,,Gas natural,True,Calle de Palafox,Distrito Chamberí,"Madrid capital, Madrid",
30411587,Alquiler de piso en calle Robledillo,Nuevos Ministerios-Ríos Rosas,3000,piso,120,4,3,False,Segunda mano/buen estado,True,Sur,,Gas natural,True,Calle Robledillo,Distrito Chamberí,"Madrid capital, Madrid",
108490118,Alquiler de piso en calle de Orfila,Almagro,2000,piso,48,0,1,True,Segunda mano/buen estado,True,,,Gas natural,True,Calle de Orfila,Distrito Chamberí,"Madrid capital, Madrid",
108296647,"Alquiler de piso en calle de Covarrubias, 3",Trafalgar,2800,piso,72,2,3,False,Segunda mano/buen estado,True,Sur,1945.0,Gas natural,True,"Calle de Covarrubias, 3",Distrito Chamberí,"Madrid capital, Madrid",
108249833,"Alquiler de piso en calle de Santa Engracia, 149",Nuevos Ministerios-Ríos Rosas,2200,piso,110,2,2,True,Segunda mano/buen estado,True,Oeste,1977.0,Eléctrica,True,"Calle de Santa Engracia, 149",Distrito Chamberí,"Madrid capital, Madrid",
108538063,"Alquiler de piso en calle del General Arrando, 9",Almagro,2400,piso,89,0,1,False,Segunda mano/buen estado,True,Norte,1969.0,Gas,True,"Calle del General Arrando, 9",Distrito Chamberí,"Madrid capital, Madrid",
107096784,"Alquiler de ático en calle de Donoso Cortés, 47",Gaztambide,3150,ático,140,2,2,True,Segunda mano/buen estado,True,Norte,,Gas,True,"Calle de Donoso Cortés, 47",Distrito Chamberí,"Madrid capital, Madrid",
91825992,Alquiler de piso en calle Almagro,Almagro,7500,piso,264,3,3,False,Segunda mano/buen estado,True,Sur,2009.0,Gas natural,True,Calle Almagro,Distrito Chamberí,"Madrid capital, Madrid",
108576054,Alquiler de piso en calle de Monteleón,Trafalgar,1400,piso,40,0,1,False,Segunda mano/buen estado,True,Sur,,Eléctrica,True,Calle de Monteleón,Distrito Chamberí,"Madrid capital, Madrid",
103271657,Alquiler de piso en calle del Cardenal Cisneros,Trafalgar,1250,piso,42,0,1,False,Segunda mano/buen estado,True,,,Eléctrica,False,Calle del Cardenal Cisneros,Distrito Chamberí,"Madrid capital, Madrid",
107413373,"Alquiler de piso en calle de El Españoleto, 9",Almagro,2900,piso,75,3,3,False,Segunda mano/buen estado,True,,1930.0,Gas natural,True,"Calle de El Españoleto, 9",Distrito Chamberí,"Madrid capital, Madrid",
84529142,"Alquiler de piso en calle Rafael Calvo, Madrid",Almagro,5495,piso,167,3,3,True,Segunda mano/buen estado,True,,,Gas,False,"Calle Rafael Calvo, Madrid",Distrito Chamberí,"Madrid capital, Madrid",
107413373,"Alquiler de piso en calle de El Españoleto, 9",Almagro,2900,piso,75,3,3,False,Segunda mano/buen estado,True,,1930.0,Gas natural,True,"Calle de El Españoleto, 9",Distrito Chamberí,"Madrid capital, Madrid",
84529142,"Alquiler de piso en calle Rafael Calvo, Madrid",Almagro,5495,piso,167,3,3,True,Segunda mano/buen estado,True,,,Gas,False,"Calle Rafael Calvo, Madrid",Distrito Chamberí,"Madrid capital, Madrid",
108490385,"Alquiler de estudio en calle de Garcilaso, 9",Trafalgar,1090,estudio,22,0,1,False,Segunda mano/buen estado,True,,,Eléctrica,False,"Calle de Garcilaso, 9",Distrito Chamberí,"Madrid capital, Madrid",
108334973,Alquiler de piso en calle de Bretón de los Herreros,Nuevos Ministerios-Ríos Rosas,1400,piso,65,2,2,True,Segunda mano/buen estado,True,,1928.0,Gas natural,False,Calle de Bretón de los Herreros,Distrito Chamberí,"Madrid capital, Madrid",
107698600,Alquiler de piso en Almagro,Chamberí,5700,piso,227,4,3,False,Segunda mano/buen estado,True,,,,True,,Distrito Chamberí,"Madrid capital, Madrid",
107715249,Alquiler de ático en Trafalgar,Chamberí,3800,ático,123,2,2,True,Segunda mano/buen estado,True,,1951.0,,True,,Distrito Chamberí,"Madrid capital, Madrid",
108113364,Alquiler de piso en calle de Gaztambide,Gaztambide,4100,piso,99,2,2,True,Segunda mano/buen estado,True,,2024.0,,True,Calle de Gaztambide,Distrito Chamberí,"Madrid capital, Madrid",
97076022,"Alquiler de piso en calle de Covarrubias, 3",Trafalgar,2700,piso,88,2,3,False,Segunda mano/buen estado,True,,1945.0,,True,"Calle de Covarrubias, 3",Distrito Chamberí,"Madrid capital, Madrid",
108459869,Alquiler de piso en CL Antonio Palomino,Gaztambide,1800,piso,61,3,1,False,Segunda mano/buen estado,True,Norte,1960.0,Gas,False,,Distrito Chamberí,"Madrid capital, Madrid",
103786347,"Alquiler de dúplex en calle de María de Guzmán, 4",Nuevos Ministerios-Ríos Rosas,1165,dúplex,50,0,1,True,Segunda mano/buen estado,True,Oeste,,Gas natural,False,"Calle de María de Guzmán, 4",Distrito Chamberí,"Madrid capital, Madrid",
108334852,Alquiler de piso en Almagro,Chamberí,5900,piso,218,3,4,False,Segunda mano/buen estado,True,Norte,1950.0,Gasoil,True,,Distrito Chamberí,"Madrid capital, Madrid",
108264860,Alquiler de piso en Almagro,Chamberí,3200,piso,90,2,2,False,Segunda mano/buen estado,True,Oeste,,,False,,Distrito Chamberí,"Madrid capital, Madrid",
108556087,Alquiler de estudio en CL General Alvarez De Castro,Trafalgar,1100,estudio,38,0,1,False,Segunda mano/buen estado,True,Oeste,1987.0,Eléctrica,True,,Distrito Chamberí,"Madrid capital, Madrid",
108046028,Alquiler de piso en Almagro,Chamberí,3100,piso,60,0,1,False,Segunda mano/buen estado,True,,2025.0,,True,,Distrito Chamberí,"Madrid capital, Madrid",
108460178,Alquiler de piso en calle de Escosura,Arapiles,2000,piso,59,3,2,False,Segunda mano/buen estado,False,Sur,1940.0,,False,Calle de Escosura,Distrito Chamberí,"Madrid capital, Madrid",
100270318,"Alquiler de piso en calle del Cardenal Cisneros, 73",Trafalgar,2138,piso,40,0,1,False,Segunda mano/buen estado,True,,,,True,"Calle del Cardenal Cisneros, 73",Distrito Chamberí,"Madrid capital, Madrid",
107298323,"Alquiler de piso en calle de Espronceda, 8",Nuevos Ministerios-Ríos Rosas,2600,piso,60,2,1,False,Segunda mano/buen estado,True,Oeste,1945.0,Eléctrica,True,"Calle de Espronceda, 8",Distrito Chamberí,"Madrid capital, Madrid",
108442245,Alquiler de piso en calle de Espronceda,Nuevos Ministerios-Ríos Rosas,3650,piso,170,4,3,True,Segunda mano/buen estado,True,,,,True,Calle de Espronceda,Distrito Chamberí,"Madrid capital, Madrid",
107863424,"Alquiler de estudio en glorieta del General Álvarez de Castro, 5",Trafalgar,970,estudio,22,0,1,False,Segunda mano/buen estado,True,Norte,1979.0,Calefacción central,True,,Distrito Chamberí,"Madrid capital, Madrid",
108022834,Alquiler de piso en calle de Sagasta s/n,Trafalgar,2800,piso,126,3,2,False,Segunda mano/buen estado,True,Sur,,Gas natural,True,Calle de Sagasta s/n,Distrito Chamberí,"Madrid capital, Madrid",
108026400,"Alquiler de piso en calle de Jerónimo de la Quintana, 7",Trafalgar,3060,piso,54,0,1,False,Segunda mano/buen estado,True,,,Calefacción individual,True,"Calle de Jerónimo de la Quintana, 7",Distrito Chamberí,"Madrid capital, Madrid",
104342909,Alquiler de ático en calle de Quesada,Trafalgar,1045,ático,40,0,1,False,Segunda mano/buen estado,False,Sur,,Bomba de frío/calor,True,Calle de Quesada,Distrito Chamberí,"Madrid capital, Madrid",
98485444,"Alquiler de dúplex en calle de Galileo, 26",Arapiles,1875,dúplex,126,3,2,False,Segunda mano/buen estado,True,Sur,1979.0,Gas,True,"Calle de Galileo, 26",Distrito Chamberí,"Madrid capital, Madrid",
93001299,"Alquiler de piso en calle de Palafox, 9",Trafalgar,3400,piso,87,2,2,False,Segunda mano/buen estado,True,Este,2021.0,Gas natural,True,"Calle de Palafox, 9",Distrito Chamberí,"Madrid capital, Madrid",
104879370,Alquiler de piso en paseo del General Martínez Campos,Almagro,2745,piso,66,0,1,False,Segunda mano/buen estado,True,,,Eléctrica,True,,Distrito Chamberí,"Madrid capital, Madrid",
105797203,Alquiler de dúplex en calle de Quesada,Trafalgar,1995,dúplex,66,0,1,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Quesada,Distrito Chamberí,"Madrid capital, Madrid",
107939242,Alquiler de piso en calle de Bretón de los Herreros,Nuevos Ministerios-Ríos Rosas,3300,piso,171,3,2,False,Segunda mano/buen estado,True,Sur,,,True,Calle de Bretón de los Herreros,Distrito Chamberí,"Madrid capital, Madrid",
108405386,Alquiler de piso en calle de Hartzenbusch,Trafalgar,2200,piso,100,0,1,False,Segunda mano/buen estado,True,Sur,1970.0,,True,Calle de Hartzenbusch,Distrito Chamberí,"Madrid capital, Madrid",
108021892,Alquiler de dúplex en calle de Galileo,Arapiles,1300,dúplex,43,0,1,False,Segunda mano/buen estado,True,Sur,1892.0,Gas natural,False,Calle de Galileo,Distrito Chamberí,"Madrid capital, Madrid",
106788482,Alquiler de dúplex en glorieta de Bilbao,Trafalgar,1495,dúplex,45,0,1,False,Segunda mano/buen estado,True,Este,,Eléctrica,True,,Distrito Chamberí,"Madrid capital, Madrid",
104579474,Alquiler de piso en calle de Eloy Gonzalo,Trafalgar,1450,piso,44,0,1,False,Segunda mano/buen estado,True,Sur,,Gas natural,True,Calle de Eloy Gonzalo,Distrito Chamberí,"Madrid capital, Madrid",
105943490,"Alquiler de dúplex en calle de Palafox, 7",Trafalgar,2160,dúplex,59,0,1,False,Segunda mano/buen estado,True,,,,True,"Calle de Palafox, 7",Distrito Chamberí,"Madrid capital, Madrid",
103049927,Alquiler de piso en calle de Cea Bermúdez,Vallehermoso,3625,piso,108,3,2,False,Segunda mano/buen estado,True,Sur,1950.0,Gas natural,True,Calle de Cea Bermúdez,Distrito Chamberí,"Madrid capital, Madrid",
108533710,Alquiler de piso en calle del Monte Esquinza,Almagro,7500,piso,294,4,4,False,Segunda mano/buen estado,True,Sur,1946.0,Gasoil,True,Calle del Monte Esquinza,Distrito Chamberí,"Madrid capital, Madrid",
96814519,Alquiler de piso en calle de Calvo Asensio,Gaztambide,2160,piso,100,2,2,True,Segunda mano/buen estado,False,,2017.0,Calefacción individual,True,Calle de Calvo Asensio,Distrito Chamberí,"Madrid capital, Madrid",
108286535,Alquiler de piso en calle de Alonso Cano,Nuevos Ministerios-Ríos Rosas,2950,piso,116,3,2,False,Segunda mano/buen estado,True,,1950.0,Gas natural,True,Calle de Alonso Cano,Distrito Chamberí,"Madrid capital, Madrid",
104879370,Alquiler de piso en paseo del General Martínez Campos,Almagro,2745,piso,66,0,1,False,Segunda mano/buen estado,True,,,Eléctrica,True,,Distrito Chamberí,"Madrid capital, Madrid",
108566094,"Alquiler de estudio en plaza de Cristo Rey, 1",Gaztambide,1000,estudio,50,0,1,True,Segunda mano/buen estado,True,Sur,,Eléctrica,True,"Plaza de Cristo Rey, 1",Distrito Chamberí,"Madrid capital, Madrid",
105878174,Alquiler de piso en calle de Santa Engracia,Trafalgar,2050,piso,52,2,2,False,Segunda mano/buen estado,False,,1979.0,Calefacción central,True,Calle de Santa Engracia,Distrito Chamberí,"Madrid capital, Madrid",
108529763,"Alquiler de piso en calle de Zurbano, 33 -29",Almagro,2700,piso,118,2,1,True,Segunda mano/buen estado,True,,,,True,"Calle de Zurbano, 33 -29",Distrito Chamberí,"Madrid capital, Madrid",
105797203,Alquiler de dúplex en calle de Quesada,Trafalgar,1995,dúplex,66,0,1,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Quesada,Distrito Chamberí,"Madrid capital, Madrid",
105943299,"Alquiler de dúplex en calle de Palafox, 7",Trafalgar,3699,dúplex,92,3,2,False,Segunda mano/buen estado,True,,,Calefacción central,True,"Calle de Palafox, 7",Distrito Chamberí,"Madrid capital, Madrid",
104711116,Alquiler de piso en calle de Alberto Aguilera,Gaztambide,850,piso,35,2,1,False,Segunda mano/buen estado,True,Este,,Eléctrica,False,Calle de Alberto Aguilera,Distrito Chamberí,"Madrid capital, Madrid",
107766334,Alquiler de piso en calle de El Españoleto,Almagro,3000,piso,71,3,4,False,Segunda mano/buen estado,True,Este,1930.0,Gas natural,True,Calle de El Españoleto,Distrito Chamberí,"Madrid capital, Madrid",
107939242,Alquiler de piso en calle de Bretón de los Herreros,Nuevos Ministerios-Ríos Rosas,3300,piso,171,3,2,False,Segunda mano/buen estado,True,Sur,,,True,Calle de Bretón de los Herreros,Distrito Chamberí,"Madrid capital, Madrid",
108239454,Alquiler de piso en calle de Andrés Mellado,Gaztambide,2900,piso,110,3,2,False,Segunda mano/buen estado,True,Oeste,1960.0,Gas natural,True,Calle de Andrés Mellado,Distrito Chamberí,"Madrid capital, Madrid",
108042324,Alquiler de estudio en calle de Gaztambide,Gaztambide,1400,estudio,30,0,1,False,Segunda mano/buen estado,True,Oeste,1980.0,Gas natural,True,Calle de Gaztambide,Distrito Chamberí,"Madrid capital, Madrid",
108583494,"Alquiler de piso en calle de Santa Engracia, 158",Nuevos Ministerios-Ríos Rosas,1995,piso,48,3,2,False,Segunda mano/buen estado,False,Norte,,Gas natural,False,"Calle de Santa Engracia, 158",Distrito Chamberí,"Madrid capital, Madrid",
108283154,"Alquiler de piso en calle de Donoso Cortés, 75",Gaztambide,2203,piso,32,0,1,True,Segunda mano/buen estado,False,,,,True,"Calle de Donoso Cortés, 75",Distrito Chamberí,"Madrid capital, Madrid",
108221952,Alquiler de ático en calle de Alfonso X,Almagro,2100,ático,102,2,4,True,Segunda mano/buen estado,True,Sur,1955.0,Calefacción central,True,Calle de Alfonso X,Distrito Chamberí,"Madrid capital, Madrid",
106462787,Alquiler de estudio en calle de Ponce de León,Almagro,999,estudio,38,0,1,False,Segunda mano/buen estado,False,,1930.0,Eléctrica,False,Calle de Ponce de León,Distrito Chamberí,"Madrid capital, Madrid",
108596554,Alquiler de piso en calle de Rodríguez San Pedro,Gaztambide,1100,piso,40,0,1,False,Segunda mano/buen estado,False,Sur,1925.0,Gas natural,False,Calle de Rodríguez San Pedro,Distrito Chamberí,"Madrid capital, Madrid",
