id,titulo,localización,precio,vivienda,superficie_m2,habitaciones,baños,terraza,estado,armarios_empotrados,orientacion,año_construccion,calefaccion,aire_acondicionado,direccion,distrito,municipio,zona
108503869,Alquiler de piso en calle de la Libertad,Chueca-Justicia,2200,piso,70,0,1,False,Segunda mano/buen estado,True,Oeste,,Gas natural,True,Calle de la Libertad,Distrito Centro,"Madrid capital, Madrid",
108649969,Alquiler de piso en calle del Duque de Rivas,Lavapiés-Embajadores,1500,piso,65,0,1,False,Segunda mano/buen estado,True,Este,1900.0,Eléctrica,True,Calle del Duque de Rivas,Distrito Centro,"Madrid capital, Madrid",
101012429,Alquiler de piso en calle de la Madera,Malasaña-Universidad,2850,piso,80,2,2,False,Segunda mano/buen estado,True,Sur,2010.0,Bomba de frío/calor,True,Calle de la Madera,Distrito Centro,"Madrid capital, Madrid",
108649968,Alquiler de piso en costanilla de los Desamparados,Huertas-Cortes,1000,piso,41,0,1,False,Segunda mano/buen estado,False,Sur,,Eléctrica,True,,Distrito Centro,"Madrid capital, Madrid",
108508943,Alquiler de piso en calle del Amparo,Lavapiés-Embajadores,1800,piso,52,0,1,False,Segunda mano/buen estado,True,Oeste,,Eléctrica,True,Calle del Amparo,Distrito Centro,"Madrid capital, Madrid",
27409493,Alquiler de piso en calle Amparo,Lavapiés-Embajadores,690,piso,40,0,1,False,Segunda mano/buen estado,False,Este,1900.0,Eléctrica,False,Calle Amparo,Distrito Centro,"Madrid capital, Madrid",
108516722,Alquiler de piso en calle del Amparo,Lavapiés-Embajadores,1500,piso,31,0,1,False,Segunda mano/buen estado,True,Oeste,,Eléctrica,True,Calle del Amparo,Distrito Centro,"Madrid capital, Madrid",
108649276,Alquiler de piso en calle de Luis Vélez de Guevara,Lavapiés-Embajadores,1600,piso,80,2,2,False,Segunda mano/buen estado,True,,1987.0,Gas natural,True,Calle de Luis Vélez de Guevara,Distrito Centro,"Madrid capital, Madrid",
101012426,Alquiler de piso en calle de la Madera,Malasaña-Universidad,3750,piso,110,3,2,False,Segunda mano/buen estado,True,Sur,2020.0,Bomba de frío/calor,True,Calle de la Madera,Distrito Centro,"Madrid capital, Madrid",
108649033,Alquiler de piso en calle de Cuchilleros,Sol,1550,piso,54,0,1,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Cuchilleros,Distrito Centro,"Madrid capital, Madrid",
108522611,Alquiler de piso en Malasaña-Universidad,Centro,3900,piso,90,2,1,False,Segunda mano/buen estado,True,Norte,1950.0,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
91612417,"Alquiler de piso en calle de Santa Cruz de Marcenado, 33",Malasaña-Universidad,1650,piso,67,0,1,True,Segunda mano/buen estado,True,Norte,,Gasoil,False,"Calle de Santa Cruz de Marcenado, 33",Distrito Centro,"Madrid capital, Madrid",
108535865,Alquiler de piso en calle de Carlos Arniches,Lavapiés-Embajadores,1700,piso,50,0,1,False,Segunda mano/buen estado,True,,,Bomba de frío/calor,True,Calle de Carlos Arniches,Distrito Centro,"Madrid capital, Madrid",
108648889,Alquiler de piso en Lavapiés-Embajadores,Centro,1100,piso,60,0,1,False,Segunda mano/buen estado,True,Este,,Bomba de frío/calor,True,,Distrito Centro,"Madrid capital, Madrid",
105286889,Alquiler de piso en calle del Gobernador,Huertas-Cortes,1650,piso,69,3,1,False,Segunda mano/buen estado,True,,1900.0,Eléctrica,False,Calle del Gobernador,Distrito Centro,"Madrid capital, Madrid",
108648783,Alquiler de piso en travesía de las Beatas,Malasaña-Universidad,1500,piso,80,0,1,False,Segunda mano/buen estado,True,Sur,,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
108558383,Alquiler de piso en calle de la Farmacia,Chueca-Justicia,1600,piso,59,0,1,False,Segunda mano/buen estado,True,,1974.0,Bomba de frío/calor,True,Calle de la Farmacia,Distrito Centro,"Madrid capital, Madrid",
83578610,"Alquiler de ático en calle de Mira el Sol, 16",Lavapiés-Embajadores,950,ático,33,0,1,False,Segunda mano/buen estado,True,Sur,,,True,"Calle de Mira el Sol, 16",Distrito Centro,"Madrid capital, Madrid",
107603186,Alquiler de piso en calle del León,Huertas-Cortes,1600,piso,58,0,1,False,Segunda mano/buen estado,True,Sur,1870.0,Eléctrica,True,Calle del León,Distrito Centro,"Madrid capital, Madrid",
108648409,Alquiler de piso en via Gran,Sol,2200,piso,95,2,2,False,Segunda mano/buen estado,True,,,,True,,Distrito Centro,"Madrid capital, Madrid",
108567030,Alquiler de piso en calle de la Ruda,Lavapiés-Embajadores,3200,piso,96,2,2,False,Segunda mano/buen estado,True,,1905.0,Gas natural,True,Calle de la Ruda,Distrito Centro,"Madrid capital, Madrid",
40427781,"Alquiler de ático en calle Salitre, 27",Lavapiés-Embajadores,960,ático,45,0,1,False,Segunda mano/buen estado,False,Norte,,Eléctrica,True,"Calle Salitre, 27",Distrito Centro,"Madrid capital, Madrid",
108567030,Alquiler de piso en calle de la Ruda,Lavapiés-Embajadores,3200,piso,96,2,2,False,Segunda mano/buen estado,True,,1905.0,Gas natural,True,Calle de la Ruda,Distrito Centro,"Madrid capital, Madrid",
108648372,"Alquiler de piso en plaza de Lavapiés, 4",Lavapiés-Embajadores,1500,piso,76,0,1,False,Segunda mano/buen estado,True,Sur,,Calefacción individual,True,"Plaza de Lavapiés, 4",Distrito Centro,"Madrid capital, Madrid",
108131003,Alquiler de piso en calle del Gobernador,Huertas-Cortes,980,piso,25,0,1,False,Segunda mano/buen estado,True,,1880.0,Bomba de frío/calor,True,Calle del Gobernador,Distrito Centro,"Madrid capital, Madrid",
108648299,"Alquiler de piso en CL Fomento, 23",Palacio,3250,piso,131,3,3,False,Segunda mano/buen estado,True,Este,1910.0,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
102839004,Alquiler de piso en Chueca-Justicia,Centro,7600,piso,250,4,5,False,Segunda mano/buen estado,True,Sur,1900.0,,True,,Distrito Centro,"Madrid capital, Madrid",
39407644,"Alquiler de piso en calle de Hortaleza, 4",Chueca-Justicia,5200,piso,170,8,1,False,Segunda mano/buen estado,True,Sur,,,True,"Calle de Hortaleza, 4",Distrito Centro,"Madrid capital, Madrid",
108583185,Alquiler de piso en calle de Santa Isabel,Lavapiés-Embajadores,3200,piso,115,2,2,False,Segunda mano/buen estado,True,Sur,2024.0,Gas natural,True,Calle de Santa Isabel,Distrito Centro,"Madrid capital, Madrid",
108647586,Alquiler de piso en plaza de Cascorro,Lavapiés-Embajadores,1450,piso,70,2,1,False,Segunda mano/buen estado,False,,,,True,Plaza de Cascorro,Distrito Centro,"Madrid capital, Madrid",
108583457,Alquiler de piso en calle de Santa Isabel,Lavapiés-Embajadores,2500,piso,90,0,1,True,Segunda mano/buen estado,True,Norte,2024.0,Gas natural,True,Calle de Santa Isabel,Distrito Centro,"Madrid capital, Madrid",
39364214,"Alquiler de piso en calle Doctor Mata, 3",Lavapiés-Embajadores,3200,piso,108,3,3,False,Segunda mano/buen estado,True,Sur,,,True,"Calle Doctor Mata, 3",Distrito Centro,"Madrid capital, Madrid",
108597077,Alquiler de piso en Corredera Alta de San Pablo,Malasaña-Universidad,2000,piso,62,2,1,False,Segunda mano/buen estado,True,,,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
108647390,"Alquiler de piso en calle de Bailén, 15",Palacio,1650,piso,71,2,1,False,Segunda mano/buen estado,False,,,Gas,False,"Calle de Bailén, 15",Distrito Centro,"Madrid capital, Madrid",
108632144,Alquiler de piso en calle de Carranza,Malasaña-Universidad,2750,piso,100,2,2,False,Segunda mano/buen estado,True,Norte,,Gas natural,True,Calle de Carranza,Distrito Centro,"Madrid capital, Madrid",
108647387,"Alquiler de piso en calle de San Isidro Labrador, 5",Palacio,1250,piso,50,2,2,False,Segunda mano/buen estado,True,,,Eléctrica,True,"Calle de San Isidro Labrador, 5",Distrito Centro,"Madrid capital, Madrid",
105340182,Alquiler de piso en calle de la Libertad,Chueca-Justicia,1900,piso,75,0,1,False,Segunda mano/buen estado,True,Sur,,Gas natural,True,Calle de la Libertad,Distrito Centro,"Madrid capital, Madrid",
108646797,Alquiler de piso en calle de Gómez de Mora,Palacio,1600,piso,77,2,1,False,Segunda mano/buen estado,True,Norte,1870.0,Eléctrica,False,Calle de Gómez de Mora,Distrito Centro,"Madrid capital, Madrid",
103980862,Alquiler de piso en calle de la Bola,Palacio,1650,piso,70,0,1,False,Segunda mano/buen estado,True,Norte,2023.0,Gas natural,False,Calle de la Bola,Distrito Centro,"Madrid capital, Madrid",
105606379,"Alquiler de piso en calle del Barquillo, 10",Chueca-Justicia,1700,piso,48,0,1,False,Segunda mano/buen estado,True,,,,False,"Calle del Barquillo, 10",Distrito Centro,"Madrid capital, Madrid",
105536620,Alquiler de piso en calle de Valverde,Malasaña-Universidad,2200,piso,60,0,1,False,Segunda mano/buen estado,True,Sur,2023.0,Gas natural,True,Calle de Valverde,Distrito Centro,"Madrid capital, Madrid",
86643385,"Alquiler de piso en calle del Divino Pastor, 30",Malasaña-Universidad,1150,piso,53,0,1,False,Segunda mano/buen estado,True,Sur,,Eléctrica,True,"Calle del Divino Pastor, 30",Distrito Centro,"Madrid capital, Madrid",
108551821,Alquiler de piso en plaza de Jacinto Benavente,Huertas-Cortes,2000,piso,65,0,1,False,Segunda mano/buen estado,True,Sur,,Bomba de frío/calor,True,Plaza de Jacinto Benavente,Distrito Centro,"Madrid capital, Madrid",
108646259,Alquiler de estudio en calle de Argumosa,Lavapiés-Embajadores,1500,estudio,40,0,1,False,Segunda mano/buen estado,True,,,Eléctrica,True,Calle de Argumosa,Distrito Centro,"Madrid capital, Madrid",
33710865,Alquiler de estudio en calle Escuadra,Lavapiés-Embajadores,750,estudio,35,0,1,False,Segunda mano/buen estado,True,Norte,1900.0,Eléctrica,False,Calle Escuadra,Distrito Centro,"Madrid capital, Madrid",
91117430,Alquiler de piso en calle del Almendro,Palacio,1100,piso,45,0,1,False,Segunda mano/buen estado,True,,1850.0,Gas natural,False,Calle del Almendro,Distrito Centro,"Madrid capital, Madrid",
108045905,Alquiler de piso en calle del Arenal,Sol,1800,piso,60,0,1,False,Segunda mano/buen estado,True,Norte,,,False,Calle del Arenal,Distrito Centro,"Madrid capital, Madrid",
108646003,Alquiler de piso en calle de San Bernardo,Malasaña-Universidad,1200,piso,60,2,1,False,Segunda mano/buen estado,False,,,,True,Calle de San Bernardo,Distrito Centro,"Madrid capital, Madrid",
108368875,Alquiler de piso en Carrera de San Jerónimo,Huertas-Cortes,1500,piso,50,0,1,False,Segunda mano/buen estado,True,,,,True,,Distrito Centro,"Madrid capital, Madrid",
108645894,Alquiler de piso en calle de Toledo,Lavapiés-Embajadores,990,piso,39,2,1,False,Segunda mano/buen estado,True,Norte,1905.0,Bomba de frío/calor,True,Calle de Toledo,Distrito Centro,"Madrid capital, Madrid",
1333177,Alquiler de piso en calle Conde de Romanones,Lavapiés-Embajadores,1595,piso,60,2,1,False,Segunda mano/buen estado,True,,,Gas natural,True,Calle Conde de Romanones,Distrito Centro,"Madrid capital, Madrid",
108645771,"Alquiler de piso en calle de Génova, 6",Chueca-Justicia,4000,piso,150,2,2,False,Segunda mano/buen estado,False,,,Gas natural,True,"Calle de Génova, 6",Distrito Centro,"Madrid capital, Madrid",
108623606,"Alquiler de piso en calle de Regueros, 10",Chueca-Justicia,1900,piso,68,0,1,False,Segunda mano/buen estado,True,,,,True,"Calle de Regueros, 10",Distrito Centro,"Madrid capital, Madrid",
108645285,Alquiler de piso en travesía de San Mateo,Chueca-Justicia,1100,piso,40,0,1,False,Segunda mano/buen estado,True,Sur,,Bomba de frío/calor,True,,Distrito Centro,"Madrid capital, Madrid",
102196427,Alquiler de piso en calle Corredera Baja de San Pablo,Malasaña-Universidad,2500,piso,80,0,1,False,Segunda mano/buen estado,True,,2019.0,Gas natural,True,Calle Corredera Baja de San Pablo,Distrito Centro,"Madrid capital, Madrid",
108645109,Alquiler de piso en calle del Divino Pastor,Malasaña-Universidad,3900,piso,145,2,2,True,Segunda mano/buen estado,True,Norte,,Gas,True,Calle del Divino Pastor,Distrito Centro,"Madrid capital, Madrid",
102670068,Alquiler de piso en Corredera Baja de San Pablo,Malasaña-Universidad,2700,piso,90,0,1,False,Segunda mano/buen estado,True,Oeste,2017.0,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
108644955,Alquiler de piso en calle de la Magdalena,Lavapiés-Embajadores,2400,piso,120,4,1,False,Segunda mano/buen estado,True,Norte,,Gas natural,False,Calle de la Magdalena,Distrito Centro,"Madrid capital, Madrid",
108520460,Alquiler de dúplex en calle de Luis Vélez de Guevara,Lavapiés-Embajadores,1550,dúplex,50,2,1,False,Segunda mano/buen estado,True,,,Bomba de frío/calor,True,Calle de Luis Vélez de Guevara,Distrito Centro,"Madrid capital, Madrid",
96327033,"Alquiler de piso en calle del Ave María, 45",Lavapiés-Embajadores,1800,piso,84,2,1,False,Segunda mano/buen estado,True,Sur,,Gas natural,True,"Calle del Ave María, 45",Distrito Centro,"Madrid capital, Madrid",
98915684,Alquiler de dúplex en Palacio,Centro,1500,dúplex,60,0,1,False,Segunda mano/buen estado,True,Sur,1984.0,Eléctrica,True,,Distrito Centro,"Madrid capital, Madrid",
98721129,"Alquiler de piso en calle de los Coloreros, 3",Sol,1200,piso,45,0,1,False,Segunda mano/buen estado,False,,1880.0,Eléctrica,True,"Calle de los Coloreros, 3",Distrito Centro,"Madrid capital, Madrid",
85229199,Alquiler de piso en calle de Campoamor,Chueca-Justicia,1750,piso,76,2,1,False,Segunda mano/buen estado,True,Sur,1900.0,Eléctrica,True,Calle de Campoamor,Distrito Centro,"Madrid capital, Madrid",
108643964,"Alquiler de piso en calle de la Cava Alta, 23",Palacio,1900,piso,103,0,1,False,Segunda mano/buen estado,False,Norte,,,True,"Calle de la Cava Alta, 23",Distrito Centro,"Madrid capital, Madrid",
103224347,Alquiler de piso en calle de Monteleón,Malasaña-Universidad,1450,piso,55,2,1,False,Segunda mano/buen estado,True,Este,1900.0,Eléctrica,True,Calle de Monteleón,Distrito Centro,"Madrid capital, Madrid",
108642083,"Alquiler de piso en calle de El Escorial, 6",Malasaña-Universidad,1450,piso,60,0,1,False,Segunda mano/buen estado,True,Este,,,True,"Calle de El Escorial, 6",Distrito Centro,"Madrid capital, Madrid",
101187319,Alquiler de piso en calle de los Cabestreros,Lavapiés-Embajadores,1450,piso,46,2,1,False,Segunda mano/buen estado,True,Sur,1970.0,Gas natural,True,Calle de los Cabestreros,Distrito Centro,"Madrid capital, Madrid",
108644284,Alquiler de ático en calle de la Primavera,Lavapiés-Embajadores,900,ático,50,0,1,False,Segunda mano/buen estado,False,Sur,,,True,Calle de la Primavera,Distrito Centro,"Madrid capital, Madrid",
108623508,"Alquiler de piso en costanilla de Santiago, 6",Palacio,1000,piso,42,0,1,False,Segunda mano/buen estado,True,Sur,,Bomba de frío/calor,True,,Distrito Centro,"Madrid capital, Madrid",
108644193,"Alquiler de piso en calle de Lavapiés, 30",Lavapiés-Embajadores,1290,piso,85,0,1,False,Segunda mano/buen estado,True,,,Bomba de frío/calor,True,"Calle de Lavapiés, 30",Distrito Centro,"Madrid capital, Madrid",
95829568,Alquiler de ático en calle de la Esgrima,Lavapiés-Embajadores,1000,ático,26,0,1,False,Segunda mano/buen estado,False,Sur,1915.0,Eléctrica,True,Calle de la Esgrima,Distrito Centro,"Madrid capital, Madrid",
108644222,"Alquiler de piso en calle de los Jardines, 12",Sol,1250,piso,50,0,1,False,Segunda mano/buen estado,False,,,,False,"Calle de los Jardines, 12",Distrito Centro,"Madrid capital, Madrid",
106772743,Alquiler de piso en Lavapiés-Embajadores,Centro,1799,piso,70,2,1,False,Segunda mano/buen estado,True,,,,True,,Distrito Centro,"Madrid capital, Madrid",
94588973,Alquiler de estudio en calle de Leganitos,Palacio,950,estudio,39,0,1,False,Segunda mano/buen estado,False,,,,True,Calle de Leganitos,Distrito Centro,"Madrid capital, Madrid",
97475384,Alquiler de ático en calle de Calatrava,Palacio,2000,ático,50,0,1,False,Segunda mano/buen estado,True,Norte,,Gas natural,True,Calle de Calatrava,Distrito Centro,"Madrid capital, Madrid",
108643920,Alquiler de piso en Palacio,Centro,3700,piso,161,2,2,False,Segunda mano/buen estado,False,,1800.0,,False,,Distrito Centro,"Madrid capital, Madrid",
93836004,Alquiler de piso en calle regueros s/n,Chueca-Justicia,1900,piso,68,0,1,False,Segunda mano/buen estado,True,,,,True,Calle regueros s/n,Distrito Centro,"Madrid capital, Madrid",
108643655,"Alquiler de ático en calle de Mira el Sol, 5",Lavapiés-Embajadores,2600,ático,104,2,2,True,Segunda mano/buen estado,True,Sur,2018.0,Gas natural,True,"Calle de Mira el Sol, 5",Distrito Centro,"Madrid capital, Madrid",
108642662,"Alquiler de piso en calle Mallorca, 5",Lavapiés-Embajadores,1100,piso,65,2,1,False,Segunda mano/buen estado,True,Oeste,,Bomba de frío/calor,True,"Calle Mallorca, 5",Distrito Centro,"Madrid capital, Madrid",
108595692,"Alquiler de piso en calle de los Jardines, 29",Sol,1300,piso,51,0,1,False,Segunda mano/buen estado,True,,,Gas natural,True,"Calle de los Jardines, 29",Distrito Centro,"Madrid capital, Madrid",
108455766,Alquiler de piso en calle de Peña de Francia,Lavapiés-Embajadores,1800,piso,70,2,1,False,Segunda mano/buen estado,True,Norte,1974.0,Eléctrica,False,Calle de Peña de Francia,Distrito Centro,"Madrid capital, Madrid",
82139131,"Alquiler de estudio en calle Siete de Julio, 1",Sol,850,estudio,30,0,1,False,Segunda mano/buen estado,True,Norte,,Bomba de frío/calor,True,"Calle Siete de Julio, 1",Distrito Centro,"Madrid capital, Madrid",
89260680,"Alquiler de dúplex en Fernando VI, 10",Chueca-Justicia,4500,dúplex,120,2,3,False,Segunda mano/buen estado,True,,2018.0,Calefacción individual,True,,Distrito Centro,"Madrid capital, Madrid",
103749774,"Alquiler de piso en calle de la Luna, 18",Malasaña-Universidad,3000,piso,95,4,2,True,Segunda mano/buen estado,False,Sur,,Eléctrica,False,"Calle de la Luna, 18",Distrito Centro,"Madrid capital, Madrid",
107537440,"Alquiler de piso en via Gran Vía, 68",Malasaña-Universidad,3500,piso,120,2,2,False,Segunda mano/buen estado,True,Este,,,True,,Distrito Centro,"Madrid capital, Madrid",
108642851,Alquiler de estudio en travesía de San Mateo,Chueca-Justicia,750,estudio,20,0,1,True,Segunda mano/buen estado,False,,,,False,,Distrito Centro,"Madrid capital, Madrid",
108070861,Alquiler de dúplex en Cava de San Miguel,Sol,1700,dúplex,80,0,1,False,Segunda mano/buen estado,True,Sur,1850.0,Gas natural,True,,Distrito Centro,"Madrid capital, Madrid",
108642819,Alquiler de piso en calle de Beatriz Galindo,Palacio,1300,piso,60,2,1,False,Segunda mano/buen estado,False,,,,False,Calle de Beatriz Galindo,Distrito Centro,"Madrid capital, Madrid",
105016934,"Alquiler de piso en calle de Peña de Francia, 8",Lavapiés-Embajadores,1315,piso,35,0,1,True,Segunda mano/buen estado,True,,,Bomba de frío/calor,True,"Calle de Peña de Francia, 8",Distrito Centro,"Madrid capital, Madrid",
