propertyCode,price,propertyType,operation,rooms,bathrooms,size,address,province,municipality,district,neighborhood,latitude,longitude,distance,exterior,floor,parkingSpace,priceByArea,detailedType
108599798,1200000.0,flat,sale,5,3,283.0,calle Julio César,Sevilla,Sevilla,Centro,Arenal - Museo - Tetuán,37.3886369,-6.0016905,2605,True,5,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4240.0,{'typology': 'flat'}
107831031,319000.0,flat,sale,3,1,99.0,Barrio Feria,Sevilla,Sevilla,Centro,Feria,37.4007299,-5.9898002,4208,True,1,,3222.0,{'typology': 'flat'}
108213439,425000.0,flat,sale,3,2,130.0,Barrio Nervión,Sevilla,Sevilla,Nervión,Nervión,37.3765327,-5.9682606,3706,True,2,,3269.0,{'typology': 'flat'}
107489206,440000.0,flat,sale,3,2,93.0,calle San Benito,Sevilla,Sevilla,Nervión,Luis Montoto - Santa Justa,37.3896924,-5.9811847,3562,True,3,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4731.0,{'typology': 'flat'}
108590128,595000.0,flat,sale,3,2,205.0,Barrio Santa Cruz - Alfalfa,Sevilla,Sevilla,Centro,Santa Cruz - Alfalfa,37.3888925,-5.9928929,2898,True,bj,,2902.0,{'typology': 'flat'}
104730717,1200000.0,chalet,sale,6,2,415.0,calle Hombre de Piedra,Sevilla,Sevilla,Centro,Plaza de la Gavidia-San Lorenzo,37.4002973,-5.995046,4008,,,,2892.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}"
104416800,3400000.0,chalet,sale,10,8,886.0,Barrio Santa Cruz - Alfalfa,Sevilla,Sevilla,Centro,Santa Cruz - Alfalfa,37.3873315,-5.9873646,3012,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3837.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}"
108141646,800000.0,penthouse,sale,2,3,185.0,Barrio Arenal - Museo - Tetuán,Sevilla,Sevilla,Centro,Arenal - Museo - Tetuán,37.3904563,-5.9986159,2869,True,2,,4324.0,"{'typology': 'flat', 'subTypology': 'penthouse'}"
107985390,400000.0,flat,sale,3,2,101.0,calle Beatriz de Suabia,Sevilla,Sevilla,Nervión,Nervión,37.3783387,-5.9685682,3751,True,6,,3960.0,{'typology': 'flat'}
108242609,300000.0,flat,sale,3,1,91.0,Barrio San Vicente,Sevilla,Sevilla,Centro,San Vicente,37.4010711,-5.9983718,4019,True,bj,,3297.0,{'typology': 'flat'}
106751888,230000.0,flat,sale,1,1,65.0,"calle Federico García Lorca, 3",Sevilla,Sevilla,Nervión,Nervión,37.3774524,-5.9704308,3561,True,,,3538.0,{'typology': 'flat'}
107857540,539000.0,penthouse,sale,3,3,138.0,calle San Blas,Sevilla,Sevilla,Centro,Feria,37.3957125,-5.9892766,3719,True,1,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3906.0,"{'typology': 'flat', 'subTypology': 'penthouse'}"
108587616,750000.0,flat,sale,5,3,172.0,calle Federico Rubio,Sevilla,Sevilla,Centro,Santa Cruz - Alfalfa,37.3872307,-5.9902938,2854,True,3,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 60000.0}",4360.0,{'typology': 'flat'}
108223107,635000.0,penthouse,sale,2,2,109.0,avenida de la Buhaira,Sevilla,Sevilla,Nervión,Buhaira - Huerta del Rey,37.3840956,-5.9803969,3177,True,7,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",5826.0,"{'typology': 'flat', 'subTypology': 'penthouse'}"
107592428,838000.0,flat,sale,3,2,142.0,avenida de la Buhaira,Sevilla,Sevilla,Nervión,Buhaira - Huerta del Rey,37.3845849,-5.9804409,3209,True,3,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",5901.0,{'typology': 'flat'}
108183688,680000.0,flat,sale,3,2,163.0,calle de Castelar,Sevilla,Sevilla,Centro,Arenal - Museo - Tetuán,37.3871368,-5.9968462,2574,True,1,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4172.0,{'typology': 'flat'}
107996437,420000.0,penthouse,sale,2,1,78.0,calle Hombre de Piedra,Sevilla,Sevilla,Centro,Plaza de la Gavidia-San Lorenzo,37.3983771,-5.9944979,3819,True,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 30000.0}",5385.0,"{'typology': 'flat', 'subTypology': 'penthouse'}"
108361447,1030000.0,flat,sale,3,3,133.0,Barrio Arenal - Museo - Tetuán,Sevilla,Sevilla,Centro,Arenal - Museo - Tetuán,37.3869989,-5.9959101,2592,True,4,,7744.0,{'typology': 'flat'}
108361281,1050000.0,flat,sale,4,3,133.0,Barrio Arenal - Museo - Tetuán,Sevilla,Sevilla,Centro,Arenal - Museo - Tetuán,37.3893046,-5.9943123,2884,True,4,,7895.0,{'typology': 'flat'}
108473790,259000.0,flat,sale,1,1,51.0,calle Buiza y Mensaque,Sevilla,Sevilla,Centro,Santa Cruz - Alfalfa,37.3900738,-5.9934677,2993,True,3,,5078.0,{'typology': 'flat'}
108688571,239000.0,studio,sale,0,1,52.0,Barrio Alameda,Sevilla,Sevilla,Centro,Alameda,37.3969638,-5.9956971,3637,True,1,,4596.0,"{'typology': 'flat', 'subTypology': 'studio'}"
108318251,1150000.0,flat,sale,6,4,338.0,avenida de la República Argentina,Sevilla,Sevilla,Los Remedios,Plaza de Cuba - República Argentina,37.3778376,-6.0018795,1448,True,4,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3402.0,{'typology': 'flat'}
107747279,825000.0,flat,sale,5,3,262.0,ronda de Capuchinos,Sevilla,Sevilla,Santa Justa - Miraflores - Cruz Roja,Cruz Roja - Capuchinos,37.3988401,-5.982738,4302,True,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 40000.0}",3149.0,{'typology': 'flat'}
107143825,1690000.0,flat,sale,4,5,296.0,avenida de la República Argentina,Sevilla,Sevilla,Los Remedios,Plaza de Cuba - República Argentina,37.3784702,-5.9997856,1589,True,8,,5709.0,{'typology': 'flat'}
108507079,495000.0,penthouse,sale,3,2,147.0,Camas,Sevilla,Camas,,,37.3827812,-6.0283369,2615,True,4,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3367.0,"{'typology': 'flat', 'subTypology': 'penthouse'}"
98788921,599000.0,chalet,sale,4,3,196.0,Barrio Feria,Sevilla,Sevilla,Centro,Feria,37.3993601,-5.9904393,4046,,,,3056.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}"
107889332,689000.0,flat,sale,3,3,164.0,Barrio Plaza de Cuba - República Argentina,Sevilla,Sevilla,Los Remedios,Plaza de Cuba - República Argentina,37.3810503,-5.99695,1960,True,1,,4201.0,{'typology': 'flat'}
108356385,495000.0,flat,sale,4,3,149.0,Barrio López de Gomara,Sevilla,Sevilla,Triana,López de Gomara,37.3786868,-6.0010303,1564,True,2,,3322.0,{'typology': 'flat'}
108058113,549900.0,flat,sale,3,2,102.0,Barrio Plaza de Cuba - República Argentina,Sevilla,Sevilla,Los Remedios,Plaza de Cuba - República Argentina,37.3771755,-6.0029305,1347,True,7,,5391.0,{'typology': 'flat'}
108365330,1200000.0,flat,sale,5,4,346.0,Barrio Plaza de Cuba - República Argentina,Sevilla,Sevilla,Los Remedios,Plaza de Cuba - República Argentina,37.3779157,-6.0055313,1371,True,7,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3468.0,{'typology': 'flat'}
107249320,360000.0,flat,sale,2,1,70.0,calle Fernando IV,Sevilla,Sevilla,Los Remedios,Ramón de Carranza - Madre Rafols,37.3733604,-5.9995714,1125,True,4,,5143.0,{'typology': 'flat'}
107316871,400000.0,flat,sale,3,1,93.0,Barrio San Julián,Sevilla,Sevilla,Centro,San Julián,37.3997281,-5.9818011,4429,True,1,,4301.0,{'typology': 'flat'}
107829878,650000.0,flat,sale,4,3,160.0,Barrio Prado de San Sebastián - Ramón Carande,Sevilla,Sevilla,Prado de San Sebastián - Felipe II - Bueno Monreal,Prado de San Sebastián - Ramón Carande,37.3744034,-5.9827703,2424,True,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4063.0,{'typology': 'flat'}
108370619,341900.0,penthouse,sale,3,3,112.0,Barrio Alameda,Sevilla,Sevilla,Centro,Alameda,37.403358,-5.991161,4438,True,2,,3053.0,"{'typology': 'flat', 'subTypology': 'penthouse'}"
108181559,205000.0,flat,sale,2,1,46.0,Barrio Feria,Sevilla,Sevilla,Centro,Feria,37.3995089,-5.9879601,4149,False,1,,4457.0,{'typology': 'flat'}
108285522,659000.0,duplex,sale,7,2,148.0,Barrio Santa Cruz - Alfalfa,Sevilla,Sevilla,Centro,Santa Cruz - Alfalfa,37.3860779,-5.990367,2744,True,3,,4453.0,"{'typology': 'flat', 'subTypology': 'duplex'}"
108026785,329000.0,flat,sale,3,1,85.0,Barrio San Julián,Sevilla,Sevilla,Centro,San Julián,37.4008762,-5.9859158,4365,True,1,,3871.0,{'typology': 'flat'}
107806831,340000.0,flat,sale,3,1,70.0,calle Dársena,Sevilla,Sevilla,Centro,San Vicente,37.3938449,-6.0025133,3162,True,2,,4857.0,{'typology': 'flat'}
107936190,598000.0,chalet,sale,3,2,150.0,Barrio Arenal - Museo - Tetuán,Sevilla,Sevilla,Centro,Arenal - Museo - Tetuán,37.3908297,-5.9975191,2938,,,,3987.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}"
106892970,330000.0,flat,sale,3,2,84.0,calle Arfe,Sevilla,Sevilla,Centro,Arenal - Museo - Tetuán,37.3869888,-5.9983578,2510,True,1,,3929.0,{'typology': 'flat'}
108820767,385000.0,flat,sale,2,1,82.0,"calle Teodosio, 15",Sevilla,Sevilla,Centro,Plaza de la Gavidia-San Lorenzo,37.3959331,-5.9980463,3469,True,1,,4695.0,{'typology': 'flat'}
108798076,360000.0,flat,sale,3,2,121.0,calle Júpiter,Sevilla,Sevilla,Centro,Puerta Carmona-Puerta Osario-Amador de los Ríos,37.3920236,-5.9804728,3799,True,bj,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2975.0,{'typology': 'flat'}
108467542,235000.0,flat,sale,2,2,60.0,Barrio Feria,Sevilla,Sevilla,Centro,Feria,37.397401,-5.9870716,3974,True,1,,3917.0,{'typology': 'flat'}
107355708,168000.0,flat,sale,2,1,60.0,Barrio San Julián,Sevilla,Sevilla,Centro,San Julián,37.3984028,-5.9876991,4049,True,bj,,2800.0,{'typology': 'flat'}
108714987,262000.0,flat,sale,1,1,61.0,calle Faustino Álvarez s/n,Sevilla,Sevilla,Centro,Alameda,37.4015095,-5.9922087,4213,True,1,,4295.0,{'typology': 'flat'}
104505023,550000.0,flat,sale,3,2,150.0,Barrio Nervión,Sevilla,Sevilla,Nervión,Nervión,37.3839557,-5.9693382,3967,True,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3667.0,{'typology': 'flat'}
108014656,669000.0,flat,sale,6,3,218.0,avenida Presidente Adolfo Suárez,Sevilla,Sevilla,Los Remedios,Asunción - Adolfo Suárez,37.3718962,-5.9949522,1337,True,4,,3069.0,{'typology': 'flat'}
108763464,1209000.0,flat,sale,5,3,335.0,Barrio Plaza de Cuba - República Argentina,Sevilla,Sevilla,Los Remedios,Plaza de Cuba - República Argentina,37.3795999,-6.0000613,1691,True,8,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3609.0,{'typology': 'flat'}
107862239,210000.0,penthouse,sale,3,2,140.0,"calle Antonio Chacón El Pela, 3 -1",Sevilla,Camas,,,37.4050669,-6.0353644,4999,True,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1500.0,"{'typology': 'flat', 'subTypology': 'penthouse'}"
107761815,450000.0,flat,sale,3,2,111.0,Barrio Plaza de la Gavidia-San Lorenzo,Sevilla,Sevilla,Centro,Plaza de la Gavidia-San Lorenzo,37.4026721,-5.9960549,4239,True,1,,4054.0,{'typology': 'flat'}
89115806,685000.0,chalet,sale,8,4,317.0,calle Lima,Sevilla,Sevilla,La Palmera - Los Bermejales,Reina Mercedes - Heliópolis,37.3509967,-5.9874665,2441,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2161.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}"
108553737,240000.0,chalet,sale,3,1,122.0,"calle Andalucia, 32",Sevilla,Sevilla,Bellavista - Jardines de Hércules,Bellavista,37.3261721,-5.9674797,5669,,,,1967.0,{'typology': 'chalet'}
108530808,1500000.0,chalet,sale,6,5,693.0,calle Bahuinias,Sevilla,Bormujos,El Zaudín - Club de Golf,,37.3631611,-6.061639,4753,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2165.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}"
107817787,540000.0,flat,sale,5,2,173.0,avenida de Kansas City,Sevilla,Sevilla,Nervión,Luis Montoto - Santa Justa,37.3922473,-5.9735902,4231,True,5,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3121.0,{'typology': 'flat'}
107876161,365000.0,flat,sale,2,2,94.0,alameda de Hércules,Sevilla,Sevilla,Centro,Alameda,37.4001961,-5.9917788,4089,True,2,,3883.0,{'typology': 'flat'}
108562499,371000.0,flat,sale,2,2,90.0,"calle Rojas Zorrilla, 20",Sevilla,Sevilla,Nervión,Luis Montoto - Santa Justa,37.3885435,-5.9674969,4382,,12,,4122.0,{'typology': 'flat'}
105451330,275000.0,flat,sale,1,1,55.0,avenida San Francisco Javier,Sevilla,Sevilla,Nervión,Nervión,37.3788037,-5.9761413,3163,True,4,,5000.0,{'typology': 'flat'}
107554061,229500.0,chalet,sale,6,3,224.0,Barrio Alto,Sevilla,San Juan de Aznalfarache,Barrio Alto,,37.3583937,-6.0412477,3054,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1025.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}"
107518736,492000.0,chalet,sale,4,4,206.0,Barrio Palmas Altas,Sevilla,Sevilla,La Palmera - Los Bermejales,Palmas Altas,37.3329607,-5.9786604,4469,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2388.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}"
108383997,750000.0,flat,sale,5,3,166.0,Barrio Santa Cruz - Alfalfa,Sevilla,Sevilla,Centro,Santa Cruz - Alfalfa,37.3869842,-5.9888215,2904,True,3,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 60000.0}",4518.0,{'typology': 'flat'}
108267322,350000.0,flat,sale,3,2,96.0,avenida Eduardo Dato,Sevilla,Sevilla,Nervión,Nervión,37.3807752,-5.9685083,3865,True,4,,3646.0,{'typology': 'flat'}
108764423,207000.0,flat,sale,2,2,94.0,calle de la leyenda s/n,Sevilla,Mairena del Aljarafe,Bulevard norte,,37.3403806,-6.0724046,6356,True,3,,2202.0,{'typology': 'flat'}
106110289,441500.0,flat,sale,4,2,148.0,"calle Rojas Zorrilla, 20",Sevilla,Sevilla,Nervión,Luis Montoto - Santa Justa,37.3886798,-5.9668737,4436,,,,2983.0,{'typology': 'flat'}
107630769,403000.0,flat,sale,3,2,124.0,"calle Rojas Zorrilla, 20",Sevilla,Sevilla,Nervión,Luis Montoto - Santa Justa,37.3886798,-5.9668737,4436,,,,3250.0,{'typology': 'flat'}
107842465,350000.0,flat,sale,2,2,70.0,calle Virgen de la Consolación,Sevilla,Sevilla,Los Remedios,Plaza de Cuba - República Argentina,37.3767209,-5.9980078,1504,True,1,,5000.0,{'typology': 'flat'}
108518490,129000.0,flat,sale,3,1,83.0,calle Menéndez Pidal,Sevilla,Sevilla,Macarena,Villegas - Los Príncipes,37.4108453,-5.9797486,5600,,5,,1554.0,{'typology': 'flat'}
108755542,115000.0,flat,sale,3,1,78.0,Camas,Sevilla,Camas,,,37.3849074,-6.0309765,2947,True,2,,1474.0,{'typology': 'flat'}
107464435,473000.0,flat,sale,4,3,151.0,calle Rojas Zorrilla,Sevilla,Sevilla,Nervión,Luis Montoto - Santa Justa,37.3893723,-5.9640427,4685,,2,,3132.0,{'typology': 'flat'}
108339377,504000.0,flat,sale,3,2,127.0,avenida de la Ciudad Jardín,Sevilla,Sevilla,Nervión,Nervión,37.3786734,-5.9667788,3911,True,4,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 35000.0}",3969.0,{'typology': 'flat'}
107464445,402500.0,flat,sale,3,2,123.0,calle Rojas Zorrilla,Sevilla,Sevilla,Nervión,Luis Montoto - Santa Justa,37.3893723,-5.9640427,4685,,2,,3272.0,{'typology': 'flat'}
107464443,501000.0,flat,sale,3,2,193.0,calle Rojas Zorrilla,Sevilla,Sevilla,Nervión,Luis Montoto - Santa Justa,37.3893723,-5.9640427,4685,,,,2596.0,{'typology': 'flat'}
107868579,999000.0,flat,sale,3,3,159.0,Barrio Buhaira - Huerta del Rey,Sevilla,Sevilla,Nervión,Buhaira - Huerta del Rey,37.3849586,-5.9807657,3215,True,6,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6283.0,{'typology': 'flat'}
108311042,375000.0,flat,sale,2,2,70.0,calle Buiza y Mensaque,Sevilla,Sevilla,Centro,Santa Cruz - Alfalfa,37.3900561,-5.9930303,3008,True,1,,5357.0,{'typology': 'flat'}
108303069,485000.0,flat,sale,3,2,101.0,calle Pagés del Corro,Sevilla,Sevilla,Triana,Calle Betis - Pagés del Corro,37.38598,-6.0043856,2273,True,3,,4802.0,{'typology': 'flat'}
107798586,470000.0,flat,sale,4,2,117.0,San Vicente de Paul,Sevilla,Sevilla,Triana,Ronda de Triana-Patrocinio-Turruñuelo,37.3847139,-6.0081854,2110,True,6,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4017.0,{'typology': 'flat'}
108375129,265000.0,flat,sale,3,1,74.0,Barrio Arroyo - Santa Justa,Sevilla,Sevilla,Santa Justa - Miraflores - Cruz Roja,Arroyo - Santa Justa,37.3962526,-5.978662,4267,True,3,,3581.0,{'typology': 'flat'}
106788881,427500.0,chalet,sale,2,1,100.0,Barrio Santa Cruz - Alfalfa,Sevilla,Sevilla,Centro,Santa Cruz - Alfalfa,37.3911527,-5.9936991,3094,,,,4275.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}"
107798041,265000.0,flat,sale,2,1,54.0,calle Manuel Casana,Sevilla,Sevilla,Nervión,Nervión,37.3815023,-5.9720494,3624,True,1,,4907.0,{'typology': 'flat'}
108451078,248000.0,flat,sale,3,2,84.0,calle Ajonjolí s/n,Sevilla,Mairena del Aljarafe,Nuevo Bulevar,,37.3349497,-6.0757738,6903,True,1,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2952.0,{'typology': 'flat'}
107351922,432000.0,flat,sale,3,2,130.0,calle Manuel Velasco de Pando s/n,Sevilla,Sevilla,Nervión,Gran Plaza - Marqués de Pickman - Ciudad Jardín,37.3897984,-5.961393,4907,True,6,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3323.0,{'typology': 'flat'}
106686308,755000.0,duplex,sale,3,2,232.0,calle Manuel Velasco de Pando s/n,Sevilla,Sevilla,Nervión,Gran Plaza - Marqués de Pickman - Ciudad Jardín,37.3897984,-5.961393,4907,True,9,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3254.0,"{'typology': 'flat', 'subTypology': 'duplex'}"
108451117,353000.0,flat,sale,4,2,111.0,calle Ajonjolí s/n,Sevilla,Mairena del Aljarafe,Nuevo Bulevar,,37.3349497,-6.0757738,6903,True,5,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3180.0,{'typology': 'flat'}
108451064,283000.0,flat,sale,3,2,86.0,calle Ajonjolí s/n,Sevilla,Mairena del Aljarafe,Nuevo Bulevar,,37.3357164,-6.0702049,6435,True,bj,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3291.0,{'typology': 'flat'}
106792391,774000.0,duplex,sale,4,2,269.0,calle Manuel Velasco de Pando s/n,Sevilla,Sevilla,Nervión,Gran Plaza - Marqués de Pickman - Ciudad Jardín,37.3897984,-5.961393,4907,True,9,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2877.0,"{'typology': 'flat', 'subTypology': 'duplex'}"
107597096,460000.0,flat,sale,5,3,198.0,Barrio Santa Clara,Sevilla,Sevilla,Santa Clara,Santa Clara,37.4046347,-5.9464525,6944,True,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 20000.0}",2323.0,{'typology': 'flat'}
106876739,880855.0,flat,sale,5,2,268.0,Barrio Cruz Roja - Capuchinos,Sevilla,Sevilla,Santa Justa - Miraflores - Cruz Roja,Cruz Roja - Capuchinos,37.3991529,-5.9831316,4314,True,3,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3287.0,{'typology': 'flat'}
108369901,320000.0,flat,sale,1,1,85.0,Barrio San Vicente,Sevilla,Sevilla,Centro,San Vicente,37.3952807,-6.0001007,3357,True,3,,3765.0,{'typology': 'flat'}
108636127,180000.0,flat,sale,2,1,65.0,Barrio Pio Xii,Sevilla,Sevilla,Macarena,Pio Xii,37.4052835,-5.9761024,5220,True,2,,2769.0,{'typology': 'flat'}
108429165,659900.0,flat,sale,5,2,179.0,Barrio Ronda de Triana-Patrocinio-Turruñuelo,Sevilla,Sevilla,Triana,Ronda de Triana-Patrocinio-Turruñuelo,37.3853344,-6.0064892,2183,True,3,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3687.0,{'typology': 'flat'}
108560395,570000.0,flat,sale,3,3,120.0,Barrio Bami - Pineda,Sevilla,Sevilla,La Palmera - Los Bermejales,Bami - Pineda,37.3571824,-5.9777688,2831,True,5,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4750.0,{'typology': 'flat'}
108285640,282800.0,chalet,sale,3,3,125.0,Las Almenas,Sevilla,Tomares,Las Almenas,,37.3750792,-6.0457258,3496,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2262.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}"
108471858,350000.0,flat,sale,2,2,80.0,"pasaje Virgen de Consolación, 11",Sevilla,Sevilla,Los Remedios,Plaza de Cuba - República Argentina,37.3794714,-5.9970974,1803,True,1,,4375.0,{'typology': 'flat'}
108349039,625000.0,flat,sale,5,3,185.0,Barrio Puerta Carmona-Puerta Osario-Amador de los Ríos,Sevilla,Sevilla,Centro,Puerta Carmona-Puerta Osario-Amador de los Ríos,37.3917812,-5.9811736,3739,True,1,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3378.0,{'typology': 'flat'}
108657464,350000.0,duplex,sale,1,1,87.0,calle Goya,Sevilla,Sevilla,Nervión,Nervión,37.3809415,-5.9691322,3823,True,4,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4023.0,"{'typology': 'flat', 'subTypology': 'duplex'}"
108762008,350000.0,flat,sale,3,1,85.0,calle Alberto Durero,Sevilla,Sevilla,Nervión,Luis Montoto - Santa Justa,37.3895794,-5.9820959,3499,True,4,,4118.0,{'typology': 'flat'}
108664960,546000.0,flat,sale,5,3,188.0,calle Niebla,Sevilla,Sevilla,Los Remedios,Plaza de Cuba - República Argentina,37.3798404,-5.9994753,1738,True,2,,2904.0,{'typology': 'flat'}
108005149,175000.0,flat,sale,3,1,82.0,calle Abril,Sevilla,Sevilla,Macarena,Villegas - Los Príncipes,37.4109814,-5.9779166,5687,True,3,,2134.0,{'typology': 'flat'}
107730237,450000.0,flat,sale,3,2,177.0,calle Atanasio Barrón s/n,Sevilla,Sevilla,Nervión,La Florida,37.3867042,-5.9841535,3139,True,4,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2542.0,{'typology': 'flat'}
104898828,820000.0,flat,sale,5,3,247.0,calle Cristo del Calvario,Sevilla,Sevilla,Centro,Arenal - Museo - Tetuán,37.3902333,-5.9998645,2816,True,,,3320.0,{'typology': 'flat'}
108299091,750000.0,flat,sale,5,2,166.0,calle Federico Rubio,Sevilla,Sevilla,Centro,Santa Cruz - Alfalfa,37.3890651,-5.9881643,3128,True,3,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 60000.0}",4518.0,{'typology': 'flat'}
107687242,330000.0,flat,sale,2,1,70.0,calle Padre Damián,Sevilla,Sevilla,Los Remedios,Ramón de Carranza - Madre Rafols,37.3735185,-6.0013238,1044,True,2,,4714.0,{'typology': 'flat'}
107018781,415000.0,flat,sale,3,2,127.0,avenida de Kansas City,Sevilla,Sevilla,Nervión,Luis Montoto - Santa Justa,37.3879561,-5.9738181,3898,True,9,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3268.0,{'typology': 'flat'}
106100029,640000.0,flat,sale,4,2,235.0,avenida de la República Argentina,Sevilla,Sevilla,Los Remedios,Plaza de Cuba - República Argentina,37.3787782,-6.0045216,1481,True,6,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 20000.0}",2723.0,{'typology': 'flat'}
108492682,395000.0,flat,sale,4,2,94.0,calle Alejandro Collantes,Sevilla,Sevilla,Nervión,Nervión,37.3858045,-5.9676141,4204,True,2,,4202.0,{'typology': 'flat'}
106538626,950000.0,duplex,sale,4,4,220.0,avenida de la República Argentina,Sevilla,Sevilla,Los Remedios,Plaza de Cuba - República Argentina,37.3808458,-5.9984922,1876,True,3,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4318.0,"{'typology': 'flat', 'subTypology': 'duplex'}"
107225872,525000.0,flat,sale,4,2,141.0,Luis de Morales,Sevilla,Sevilla,Nervión,Nervión,37.3826965,-5.9743421,3517,True,8,,3723.0,{'typology': 'flat'}
108542235,495000.0,flat,sale,4,2,130.0,calle Alejandro Collantes,Sevilla,Sevilla,Nervión,Nervión,37.3826756,-5.9676904,4025,True,4,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3808.0,{'typology': 'flat'}
106520220,600000.0,penthouse,sale,3,2,143.0,calle Asunción,Sevilla,Sevilla,Los Remedios,Asunción - Adolfo Suárez,37.3789049,-5.9989201,1667,True,5,,4196.0,"{'typology': 'flat', 'subTypology': 'penthouse'}"
107252542,725000.0,flat,sale,4,2,138.0,avenida San Francisco Javier,Sevilla,Sevilla,Nervión,Buhaira - Huerta del Rey,37.3796058,-5.9751821,3280,True,7,,5254.0,{'typology': 'flat'}
107615690,400000.0,flat,sale,2,1,81.0,calle Camilo José Cela,Sevilla,Sevilla,Nervión,Buhaira - Huerta del Rey,37.3808682,-5.9763075,3263,True,1,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 25000.0}",4938.0,{'typology': 'flat'}
107562662,380000.0,flat,sale,4,2,146.0,calle Virgen de la Cinta,Sevilla,Sevilla,Los Remedios,Ramón de Carranza - Madre Rafols,37.3745124,-6.0019659,1110,True,en,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2603.0,{'typology': 'flat'}
108305421,269000.0,flat,sale,3,1,90.0,calle Padre Méndez Casariego,Sevilla,Sevilla,Centro,Puerta Carmona-Puerta Osario-Amador de los Ríos,37.3913764,-5.9788614,3838,False,2,,2989.0,{'typology': 'flat'}
