precio;vivienda;m2;habitaciones;baños;estado;armarios_empotrados;aire_acondicionado;distrito;municipio;precio_m2;tipo_vivienda
1970;ático;95;3;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;20.74;Piso
2085;piso;110;2;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;18.95;Piso
2300;piso;130;3;2;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;17.69;Piso
2500;piso;86;2;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;29.07;Piso
2300;piso;130;2;2;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;17.69;Piso
2300;piso;130;4;2;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;17.69;Piso
2400;piso;135;3;2;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;17.78;Piso
2085;piso;110;2;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;18.95;Piso
3500;piso;152;3;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;23.03;Piso
2300;piso;115;3;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;20.0;Piso
1850;piso;55;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;33.64;Piso
1500;piso;50;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;30.0;Piso
4000;piso;170;3;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;23.53;Piso
1790;ático;70;2;1;Segunda mano/buen estado;True;False;Distrito Retiro;Madrid capital, Madrid;25.57;Piso
1650;ático;70;0;1;Segunda mano/buen estado;False;True;Distrito Retiro;Madrid capital, Madrid;23.57;Piso
1600;piso;70;2;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;22.86;Piso
1950;piso;76;3;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;25.66;Piso
1900;piso;70;2;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;27.14;Piso
1100;piso;42;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;26.19;Piso
1600;piso;72;2;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;22.22;Piso
2400;piso;93;2;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;25.81;Piso
1800;piso;100;3;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;18.0;Piso
2700;piso;70;2;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;38.57;Piso
1750;piso;75;3;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;23.33;Piso
1500;estudio;25;0;1;Segunda mano/buen estado;False;True;Distrito Retiro;Madrid capital, Madrid;60.0;Piso
7700;piso;253;4;3;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;30.43;Piso
3900;piso;130;4;2;Segunda mano/buen estado;False;True;Distrito Retiro;Madrid capital, Madrid;30.0;Piso
2900;dúplex;150;3;3;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;19.33;other
3500;piso;80;2;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;43.75;Piso
2000;piso;50;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;40.0;Piso
2200;piso;100;3;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;22.0;Piso
2200;piso;100;2;1;Segunda mano/buen estado;True;False;Distrito Retiro;Madrid capital, Madrid;22.0;Piso
4100;piso;125;2;3;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;32.8;Piso
1550;piso;45;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;34.44;Piso
1500;piso;38;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;39.47;Piso
1300;ático;55;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;23.64;Piso
1800;piso;55;2;2;Segunda mano/buen estado;False;True;Distrito Retiro;Madrid capital, Madrid;32.73;Piso
5000;piso;180;3;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;27.78;Piso
4000;piso;170;4;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;23.53;Piso
1000;piso;45;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;22.22;Piso
3250;piso;157;4;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;20.7;Piso
1850;piso;50;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;37.0;Piso
3400;ático;212;4;2;Segunda mano/buen estado;False;True;Distrito Retiro;Madrid capital, Madrid;16.04;Piso
950;estudio;28;0;1;Segunda mano/buen estado;True;False;Distrito Retiro;Madrid capital, Madrid;33.93;Piso
1250;piso;45;0;1;Segunda mano/buen estado;True;False;Distrito Retiro;Madrid capital, Madrid;27.78;Piso
1850;piso;45;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;41.11;Piso
1400;ático;50;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;28.0;Piso
1750;piso;80;2;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;21.88;Piso
1400;ático;50;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;28.0;Piso
2000;ático;100;2;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;20.0;Piso
1600;piso;87;2;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;18.39;Piso
7500;piso;320;4;3;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;23.44;Piso
900;ático;34;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;26.47;Piso
1300;piso;50;2;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;26.0;Piso
2400;piso;130;2;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;18.46;Piso
2500;piso;99;2;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;25.25;Piso
2100;piso;101;3;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;20.79;Piso
1200;estudio;55;0;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;21.82;Piso
1650;piso;97;2;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;17.01;Piso
2300;piso;96;3;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;23.96;Piso
1200;piso;38;0;1;Segunda mano/buen estado;True;False;Distrito Retiro;Madrid capital, Madrid;31.58;Piso
1000;piso;50;0;1;Segunda mano/buen estado;True;False;Distrito Retiro;Madrid capital, Madrid;20.0;Piso
1650;piso;69;2;1;Segunda mano/buen estado;False;True;Distrito Retiro;Madrid capital, Madrid;23.91;Piso
2400;piso;93;2;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;25.81;Piso
1400;piso;45;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;31.11;Piso
2200;piso;53;2;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;41.51;Piso
3250;piso;156;4;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;20.83;Piso
1400;piso;71;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;19.72;Piso
1990;piso;60;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;33.17;Piso
24500;piso;275;3;4;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;89.09;Piso
2200;piso;60;2;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;36.67;Piso
2500;piso;130;3;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;19.23;Piso
1650;piso;85;2;1;Segunda mano/buen estado;False;True;Distrito Retiro;Madrid capital, Madrid;19.41;Piso
1100;piso;36;0;1;Segunda mano/buen estado;False;True;Distrito Retiro;Madrid capital, Madrid;30.56;Piso
2250;piso;90;4;1;Segunda mano/buen estado;False;True;Distrito Retiro;Madrid capital, Madrid;25.0;Piso
1500;piso;72;2;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;20.83;Piso
4000;piso;200;4;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;20.0;Piso
4000;piso;200;4;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;20.0;Piso
1200;ático;50;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;24.0;Piso
2200;piso;51;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;43.14;Piso
2400;piso;93;2;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;25.81;Piso
1850;piso;57;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;32.46;Piso
2300;piso;90;3;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;25.56;Piso
1900;piso;80;2;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;23.75;Piso
2500;piso;120;2;1;Segunda mano/buen estado;True;False;Distrito Retiro;Madrid capital, Madrid;20.83;Piso
1300;piso;60;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;21.67;Piso
1900;piso;91;3;2;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;20.88;Piso
1900;piso;70;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;27.14;Piso
14160;piso;281;4;5;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;50.39;Piso
1450;piso;58;2;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;25.0;Piso
14100;piso;336;4;5;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;41.96;Piso
2000;piso;100;3;2;Segunda mano/buen estado;False;True;Distrito Retiro;Madrid capital, Madrid;20.0;Piso
1850;piso;50;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;37.0;Piso
850;dúplex;32;0;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;26.56;other
1300;piso;40;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;32.5;Piso
5500;piso;255;3;3;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;21.57;Piso
1350;piso;40;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;33.75;Piso
1380;piso;70;2;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;19.71;Piso
2200;piso;80;2;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;27.5;Piso
1500;piso;52;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;28.85;Piso
1750;piso;121;3;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;14.46;Piso
1850;piso;67;3;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;27.61;Piso
2400;ático;119;3;2;Segunda mano/buen estado;True;False;Distrito Retiro;Madrid capital, Madrid;20.17;Piso
2000;piso;125;4;2;Segunda mano/buen estado;True;False;Distrito Retiro;Madrid capital, Madrid;16.0;Piso
2200;piso;70;2;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;31.43;Piso
2600;piso;65;2;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;40.0;Piso
1400;piso;63;0;1;Segunda mano/buen estado;True;False;Distrito Retiro;Madrid capital, Madrid;22.22;Piso
1400;piso;63;0;1;Segunda mano/buen estado;True;False;Distrito Retiro;Madrid capital, Madrid;22.22;Piso
1850;piso;90;3;1;Segunda mano/buen estado;True;False;Distrito Retiro;Madrid capital, Madrid;20.56;Piso
850;piso;40;0;1;Segunda mano/buen estado;True;False;Distrito Retiro;Madrid capital, Madrid;21.25;Piso
1740;piso;110;3;1;Segunda mano/buen estado;True;False;Distrito Retiro;Madrid capital, Madrid;15.82;Piso
1400;piso;42;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;33.33;Piso
800;piso;20;0;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;40.0;Piso
3800;piso;160;3;3;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;23.75;Piso
2200;piso;75;2;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;29.33;Piso
1300;piso;50;2;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;26.0;Piso
2400;piso;120;3;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;20.0;Piso
1740;piso;96;3;1;Segunda mano/buen estado;True;False;Distrito Retiro;Madrid capital, Madrid;18.12;Piso
2400;piso;100;3;2;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;24.0;Piso
1150;piso;45;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;25.56;Piso
1850;ático;80;2;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;23.12;Piso
1599;piso;80;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;19.99;Piso
1550;piso;35;2;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;44.29;Piso
1100;piso;52;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;21.15;Piso
1650;piso;63;0;1;Segunda mano/buen estado;True;True;Distrito Retiro;Madrid capital, Madrid;26.19;Piso
1800;piso;100;3;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;18.0;Piso
1800;piso;100;3;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;18.0;Piso
2300;estudio;98;0;1;Segunda mano/buen estado;False;False;Distrito Retiro;Madrid capital, Madrid;23.47;Piso
1700;piso;90;2;2;Segunda mano/buen estado;True;False;Distrito Retiro;Madrid capital, Madrid;18.89;Piso
1900;piso;124;2;2;Segunda mano/buen estado;True;False;Distrito El Burgo;Las Rozas de Madrid;15.32;Piso
3500;chalet;280;5;4;Segunda mano/buen estado;True;False;Distrito Las Matas- Peñascales;Las Rozas de Madrid;12.5;other
1700;piso;120;3;2;Segunda mano/buen estado;False;True;Distrito El Cantizal;Las Rozas de Madrid;14.17;Piso
1350;ático;75;2;1;Segunda mano/buen estado;True;True;Distrito Las Matas- Peñascales;Las Rozas de Madrid;18.0;Piso
5000;casa;530;5;3;Segunda mano/buen estado;True;True;Distrito Las Matas- Peñascales;Las Rozas de Madrid;9.43;other
1950;piso;120;3;2;Segunda mano/buen estado;True;True;Distrito Marazuela- El Torreón;Las Rozas de Madrid;16.25;Piso
2000;piso;104;4;2;Segunda mano/buen estado;True;False;Distrito El Burgo;Las Rozas de Madrid;19.23;Piso
950;piso;55;0;1;Segunda mano/buen estado;True;False;Distrito Rozas Centro;Las Rozas de Madrid;17.27;Piso
745;estudio;30;0;1;Segunda mano/buen estado;False;True;Distrito El Burgo;Las Rozas de Madrid;24.83;Piso
2900;casa;185;4;3;Segunda mano/buen estado;False;True;Distrito Molino de la Hoz;Las Rozas de Madrid;15.68;other
690;piso;50;0;1;Segunda mano/buen estado;False;False;Distrito Rozas Centro;Las Rozas de Madrid;13.8;Piso
3000;casa;200;5;5;Segunda mano/buen estado;False;True;Distrito Molino de la Hoz;Las Rozas de Madrid;15.0;other
1700;piso;108;2;2;Segunda mano/buen estado;True;False;Distrito El Cantizal;Las Rozas de Madrid;15.74;Piso
6600;casa;358;5;6;Segunda mano/buen estado;True;True;Distrito Marazuela- El Torreón;Las Rozas de Madrid;18.44;other
1300;piso;66;2;1;Segunda mano/buen estado;True;True;Distrito Molino de la Hoz;Las Rozas de Madrid;19.7;Piso
1700;piso;86;2;2;Segunda mano/buen estado;True;True;Distrito El Pinar- Punta Galea;Las Rozas de Madrid;19.77;Piso
1400;piso;90;2;2;Segunda mano/buen estado;True;False;Distrito Europolis;Las Rozas de Madrid;15.56;Piso
1325;piso;85;2;2;Segunda mano/buen estado;True;True;Distrito Rozas Centro;Las Rozas de Madrid;15.59;Piso
2500;chalet;280;3;2;Segunda mano/buen estado;True;False;Distrito El Pinar- Punta Galea;Las Rozas de Madrid;8.93;other
2400;chalet;270;3;3;Segunda mano/buen estado;True;True;Distrito El Pinar- Punta Galea;Las Rozas de Madrid;8.89;other
900;piso;60;0;1;Segunda mano/buen estado;True;False;Distrito Rozas Centro;Las Rozas de Madrid;15.0;Piso
2100;piso;149;3;2;Segunda mano/buen estado;True;False;Distrito Yucatán- Las Cornisas;Las Rozas de Madrid;14.09;Piso
1600;piso;78;2;2;Segunda mano/buen estado;True;True;Distrito El Cantizal;Las Rozas de Madrid;20.51;Piso
1500;piso;90;2;2;Segunda mano/buen estado;True;True;Distrito Rozas Centro;Las Rozas de Madrid;16.67;Piso
2250;ático;179;3;3;Segunda mano/buen estado;True;True;Distrito Marazuela- El Torreón;Las Rozas de Madrid;12.57;Piso
1950;piso;135;3;2;Segunda mano/buen estado;True;True;Distrito Montecillo;Las Rozas de Madrid;14.44;Piso
3750;casa;220;4;3;Segunda mano/buen estado;True;True;Distrito Las Matas- Peñascales;Las Rozas de Madrid;17.05;other
2500;piso;150;3;2;Segunda mano/buen estado;False;True;Distrito Marazuela- El Torreón;Las Rozas de Madrid;16.67;Piso
3500;chalet;280;5;4;Segunda mano/buen estado;True;True;Distrito Las Matas- Peñascales;Las Rozas de Madrid;12.5;other
4100;casa;400;5;4;Segunda mano/buen estado;False;False;Distrito Molino de la Hoz;Las Rozas de Madrid;10.25;other
1650;piso;75;2;2;Segunda mano/buen estado;False;True;Distrito Europolis;Las Rozas de Madrid;22.0;Piso
2800;chalet;279;3;3;Segunda mano/buen estado;False;False;Distrito El Pinar- Punta Galea;Las Rozas de Madrid;10.04;other
4800;casa;509;5;4;Segunda mano/buen estado;True;True;Distrito Monte Rozas;Las Rozas de Madrid;9.43;other
4500;chalet;414;5;5;Segunda mano/buen estado;False;False;Distrito El Burgo;Las Rozas de Madrid;10.87;other
1475;piso;64;2;1;Segunda mano/buen estado;True;True;Distrito Molino de la Hoz;Las Rozas de Madrid;23.05;Piso
3500;casa;330;5;5;Segunda mano/buen estado;True;True;Distrito Molino de la Hoz;Las Rozas de Madrid;10.61;other
5000;casa;530;5;3;Segunda mano/buen estado;False;True;Distrito Las Matas- Peñascales;Las Rozas de Madrid;9.43;other
1000;piso;65;0;1;Segunda mano/buen estado;True;False;Distrito El Burgo;Las Rozas de Madrid;15.38;Piso
1900;piso;140;4;2;Segunda mano/buen estado;True;True;Distrito Marazuela- El Torreón;Las Rozas de Madrid;13.57;Piso
4800;casa;500;4;4;Segunda mano/buen estado;True;True;Distrito Monte Rozas;Las Rozas de Madrid;9.6;other
1450;piso;92;2;2;Segunda mano/buen estado;True;True;Distrito Yucatán- Las Cornisas;Las Rozas de Madrid;15.76;Piso
3000;chalet;300;4;3;Segunda mano/buen estado;True;True;Distrito Monte Rozas;Las Rozas de Madrid;10.0;other
3500;casa;320;6;5;Segunda mano/buen estado;True;True;Distrito Molino de la Hoz;Las Rozas de Madrid;10.94;other
4000;casa;600;6;7;Segunda mano/buen estado;True;True;Distrito Las Matas- Peñascales;Las Rozas de Madrid;6.67;other
1100;piso;55;0;1;Segunda mano/buen estado;True;False;Distrito Rozas Centro;Las Rozas de Madrid;20.0;Piso
5000;casa;530;5;3;Segunda mano/buen estado;False;True;Distrito Las Matas- Peñascales;Las Rozas de Madrid;9.43;other
1900;ático;85;3;2;Segunda mano/buen estado;True;True;Distrito Rozas Centro;Las Rozas de Madrid;22.35;Piso
1295;piso;70;2;1;Segunda mano/buen estado;True;True;Distrito Marazuela- El Torreón;Las Rozas de Madrid;18.5;Piso
7800;casa;450;4;5;Segunda mano/buen estado;True;True;Distrito Las Matas- Peñascales;Las Rozas de Madrid;17.33;other
4500;casa;300;5;4;Segunda mano/buen estado;True;True;Distrito Marazuela- El Torreón;Las Rozas de Madrid;15.0;other
2500;ático;160;4;3;Segunda mano/buen estado;True;True;Distrito El Cantizal;Las Rozas de Madrid;15.62;Piso
3800;piso;100;0;1;Segunda mano/buen estado;True;False;Distrito La Chopera;Las Rozas de Madrid;38.0;Piso
975;piso;56;0;1;Segunda mano/buen estado;True;True;Distrito Rozas Centro;Las Rozas de Madrid;17.41;Piso
2700;chalet;234;4;3;Segunda mano/buen estado;True;True;Distrito Club de Golf;Las Rozas de Madrid;11.54;other
1600;piso;80;2;2;Segunda mano/buen estado;True;False;Distrito Parque Empresarial;Las Rozas de Madrid;20.0;Piso
2700;ático;181;3;2;Segunda mano/buen estado;True;True;Distrito El Pinar- Punta Galea;Las Rozas de Madrid;14.92;Piso
1600;piso;85;3;2;Segunda mano/buen estado;True;True;Distrito El Burgo;Las Rozas de Madrid;18.82;Piso
2500;chalet;279;3;3;Segunda mano/buen estado;True;False;Distrito El Pinar- Punta Galea;Las Rozas de Madrid;8.96;other
7500;casa;1;8;10;Segunda mano/buen estado;True;True;Distrito Molino de la Hoz;Las Rozas de Madrid;7500.0;other
1250;piso;60;0;1;Segunda mano/buen estado;True;True;Distrito Parque Empresarial;Las Rozas de Madrid;20.83;Piso
3750;casa;350;6;5;Segunda mano/buen estado;True;True;Distrito Molino de la Hoz;Las Rozas de Madrid;10.71;other
1400;piso;61;2;2;Segunda mano/buen estado;True;True;Distrito El Burgo;Las Rozas de Madrid;22.95;Piso
3500;casa;350;6;5;Segunda mano/buen estado;True;True;Distrito Molino de la Hoz;Las Rozas de Madrid;10.0;other
1200;piso;75;0;1;Segunda mano/buen estado;True;True;Distrito Parque Empresarial;Las Rozas de Madrid;16.0;Piso
2800;piso;64;2;1;Segunda mano/buen estado;True;True;Distrito Rozas Centro;Las Rozas de Madrid;43.75;Piso
1800;piso;116;3;2;Segunda mano/buen estado;True;True;Distrito El Pinar- Punta Galea;Las Rozas de Madrid;15.52;Piso
1700;piso;115;3;2;Segunda mano/buen estado;True;True;Distrito El Burgo;Las Rozas de Madrid;14.78;Piso
1900;chalet;200;4;3;Segunda mano/buen estado;True;False;Distrito Monte Rozas;Las Rozas de Madrid;9.5;other
1800;piso;140;3;2;Segunda mano/buen estado;True;True;Distrito El Pinar- Punta Galea;Las Rozas de Madrid;12.86;Piso
1800;dúplex;145;3;3;Segunda mano/buen estado;True;True;Distrito Parque Empresarial;Las Rozas de Madrid;12.41;other
1050;chalet;75;3;2;Segunda mano/buen estado;False;False;Distrito Las Matas- Peñascales;Las Rozas de Madrid;14.0;other
1800;piso;120;3;2;Segunda mano/buen estado;False;False;Distrito Rozas Centro;Las Rozas de Madrid;15.0;Piso
2450;chalet;267;4;3;Segunda mano/buen estado;True;True;Distrito Las Matas- Peñascales;Las Rozas de Madrid;9.18;other
1250;ático;75;0;1;Segunda mano/buen estado;True;True;Distrito Marazuela- El Torreón;Las Rozas de Madrid;16.67;Piso
1700;piso;115;3;2;Segunda mano/buen estado;True;True;Distrito El Cantizal;Las Rozas de Madrid;14.78;Piso
3500;chalet;380;5;5;Segunda mano/buen estado;True;True;Distrito Molino de la Hoz;Las Rozas de Madrid;9.21;other
2100;piso;150;4;2;Segunda mano/buen estado;True;True;Distrito Yucatán- Las Cornisas;Las Rozas de Madrid;14.0;Piso
3000;chalet;190;5;5;Segunda mano/buen estado;True;True;Distrito Molino de la Hoz;Las Rozas de Madrid;15.79;other
1900;piso;111;2;2;Segunda mano/buen estado;True;True;Distrito Marazuela- El Torreón;Las Rozas de Madrid;17.12;Piso
750;estudio;30;0;1;Segunda mano/buen estado;True;False;Distrito Las Matas- Peñascales;Las Rozas de Madrid;25.0;Piso
1650;piso;116;3;2;Segunda mano/buen estado;True;True;Distrito El Cantizal;Las Rozas de Madrid;14.22;Piso
1900;piso;110;3;3;Segunda mano/buen estado;True;False;Distrito Rozas Centro;Las Rozas de Madrid;17.27;Piso
1300;piso;85;2;2;Segunda mano/buen estado;True;False;Distrito Rozas Centro;Las Rozas de Madrid;15.29;Piso
1800;piso;140;3;2;Segunda mano/buen estado;True;False;Distrito El Pinar- Punta Galea;Las Rozas de Madrid;12.86;Piso
980;dúplex;65;0;1;Segunda mano/buen estado;True;False;Distrito Rozas Centro;Las Rozas de Madrid;15.08;other
1650;piso;120;2;1;Segunda mano/buen estado;True;True;Distrito Yucatán- Las Cornisas;Las Rozas de Madrid;13.75;Piso
2100;piso;191;3;2;Segunda mano/buen estado;True;True;Distrito Montecillo;Las Rozas de Madrid;10.99;Piso
3950;chalet;424;6;4;Segunda mano/buen estado;True;True;Distrito Marazuela- El Torreón;Las Rozas de Madrid;9.32;other
1050;piso;66;0;1;Segunda mano/buen estado;True;False;Distrito El Burgo;Las Rozas de Madrid;15.91;Piso
3500;chalet;380;5;5;Segunda mano/buen estado;True;True;Distrito Molino de la Hoz;Las Rozas de Madrid;9.21;other
1550;piso;120;2;2;Segunda mano/buen estado;True;False;Distrito Montecillo;Las Rozas de Madrid;12.92;Piso
1300;piso;50;0;1;Segunda mano/buen estado;False;True;Distrito Marazuela- El Torreón;Las Rozas de Madrid;26.0;Piso
1400;piso;80;2;2;Segunda mano/buen estado;True;True;Distrito Parque Empresarial;Las Rozas de Madrid;17.5;Piso
1450;piso;125;3;2;Segunda mano/buen estado;True;True;Distrito El Burgo;Las Rozas de Madrid;11.6;Piso
1900;piso;107;3;2;Segunda mano/buen estado;True;False;Distrito Rozas Centro;Las Rozas de Madrid;17.76;Piso
2400;piso;145;3;2;Segunda mano/buen estado;True;True;Distrito Montecillo;Las Rozas de Madrid;16.55;Piso
1250;piso;62;0;1;Segunda mano/buen estado;True;True;Distrito El Burgo;Las Rozas de Madrid;20.16;Piso
3500;chalet;200;4;3;Segunda mano/buen estado;True;True;Distrito Rozas Centro;Las Rozas de Madrid;17.5;other
1150;piso;80;2;1;Segunda mano/buen estado;True;False;Distrito Rozas Centro;Las Rozas de Madrid;14.38;Piso
1900;dúplex;125;3;3;Segunda mano/buen estado;True;True;Distrito Europolis;Las Rozas de Madrid;15.2;other
2000;piso;30;0;1;Segunda mano/buen estado;True;True;Distrito Barrio de Salamanca;Madrid capital, Madrid;66.67;Piso
1300;piso;50;2;1;Segunda mano/buen estado;False;False;Distrito Barrio de Salamanca;Madrid capital, Madrid;26.0;Piso
1250;ático;60;0;1;Segunda mano/buen estado;False;False;Distrito Barrio de Salamanca;Madrid capital, Madrid;20.83;Piso
1000;estudio;29;0;1;Segunda mano/buen estado;False;False;Distrito Barrio de Salamanca;Madrid capital, Madrid;34.48;Piso
2500;piso;73;2;2;Segunda mano/buen estado;True;True;Distrito Barrio de Salamanca;Madrid capital, Madrid;34.25;Piso
2000;piso;89;2;1;Segunda mano/buen estado;True;True;Distrito Barrio de Salamanca;Madrid capital, Madrid;22.47;Piso
2150;piso;66;3;1;Segunda mano/buen estado;False;True;Distrito Barrio de Salamanca;Madrid capital, Madrid;32.58;Piso
