precio;vivienda;m2;habitaciones;baños;estado;armarios_empotrados;aire_acondicionado;distrito;municipio;precio_m2;tipo_vivienda
1500;piso;45;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;33.33;Piso
24000;ático;715;5;5;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;33.57;Piso
925;piso;40;0;1;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;23.12;Piso
1050;estudio;48;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;21.88;Piso
1350;piso;50;2;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;27.0;Piso
1295;estudio;32;0;1;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;40.47;Piso
5250;piso;317;5;3;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;16.56;Piso
1295;estudio;32;0;1;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;40.47;Piso
1400;estudio;32;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;43.75;Piso
3400;piso;92;2;3;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;36.96;Piso
5000;piso;200;3;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;25.0;Piso
1100;piso;35;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;31.43;Piso
2400;piso;62;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;38.71;Piso
1200;piso;35;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;34.29;Piso
3000;piso;120;4;2;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;25.0;Piso
1275;piso;30;0;1;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;42.5;Piso
3995;piso;115;3;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;34.74;Piso
3000;piso;120;4;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;25.0;Piso
2000;piso;48;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;41.67;Piso
2800;piso;72;2;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;38.89;Piso
2200;piso;110;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;20.0;Piso
2400;piso;89;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;26.97;Piso
3150;ático;140;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;22.5;Piso
7500;piso;264;3;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;28.41;Piso
1400;piso;40;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;35.0;Piso
1250;piso;42;0;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;29.76;Piso
2900;piso;75;3;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;38.67;Piso
5495;piso;167;3;3;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;32.9;Piso
2900;piso;75;3;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;38.67;Piso
5495;piso;167;3;3;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;32.9;Piso
1090;estudio;22;0;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;49.55;Piso
1400;piso;65;2;2;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;21.54;Piso
5700;piso;227;4;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;25.11;Piso
3800;ático;123;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;30.89;Piso
4100;piso;99;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;41.41;Piso
2700;piso;88;2;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;30.68;Piso
1800;piso;61;3;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;29.51;Piso
1165;dúplex;50;0;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;23.3;other
5900;piso;218;3;4;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;27.06;Piso
3200;piso;90;2;2;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;35.56;Piso
1100;estudio;38;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;28.95;Piso
3100;piso;60;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;51.67;Piso
2000;piso;59;3;2;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;33.9;Piso
2138;piso;40;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;53.45;Piso
2600;piso;60;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;43.33;Piso
3650;piso;170;4;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;21.47;Piso
970;estudio;22;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;44.09;Piso
2800;piso;126;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;22.22;Piso
3060;piso;54;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;56.67;Piso
1045;ático;40;0;1;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;26.12;Piso
1875;dúplex;126;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;14.88;other
3400;piso;87;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;39.08;Piso
2745;piso;66;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;41.59;Piso
1995;dúplex;66;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;30.23;other
3300;piso;171;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;19.3;Piso
2200;piso;100;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;22.0;Piso
1300;dúplex;43;0;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;30.23;other
1495;dúplex;45;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;33.22;other
1450;piso;44;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;32.95;Piso
2160;dúplex;59;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;36.61;other
3625;piso;108;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;33.56;Piso
7500;piso;294;4;4;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;25.51;Piso
2160;piso;100;2;2;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;21.6;Piso
2950;piso;116;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;25.43;Piso
2745;piso;66;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;41.59;Piso
1000;estudio;50;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;20.0;Piso
2050;piso;52;2;2;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;39.42;Piso
2700;piso;118;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;22.88;Piso
1995;dúplex;66;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;30.23;other
3699;dúplex;92;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;40.21;other
850;piso;35;2;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;24.29;Piso
3000;piso;71;3;4;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;42.25;Piso
3300;piso;171;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;19.3;Piso
2900;piso;110;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;26.36;Piso
1400;estudio;30;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;46.67;Piso
1995;piso;48;3;2;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;41.56;Piso
2203;piso;32;0;1;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;68.84;Piso
2100;ático;102;2;4;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;20.59;Piso
999;estudio;38;0;1;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;26.29;Piso
1100;piso;40;0;1;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;27.5;Piso
4725;piso;136;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;34.74;Piso
1500;piso;69;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;21.74;Piso
1300;estudio;43;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;30.23;Piso
2000;piso;80;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;25.0;Piso
1750;piso;65;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;26.92;Piso
4200;piso;170;6;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;24.71;Piso
2495;piso;83;4;4;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;30.06;Piso
2250;piso;106;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;21.23;Piso
4200;piso;170;6;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;24.71;Piso
1500;piso;69;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;21.74;Piso
2000;piso;80;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;25.0;Piso
1400;piso;60;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;23.33;Piso
2100;piso;85;2;2;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;24.71;Piso
1500;piso;37;0;1;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;40.54;Piso
4800;piso;105;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;45.71;Piso
3100;piso;90;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;34.44;Piso
1500;piso;40;2;1;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;37.5;Piso
1000;piso;30;0;1;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;33.33;Piso
2260;piso;85;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;26.59;Piso
1250;ático;60;0;1;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;20.83;Piso
1100;piso;42;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;26.19;Piso
3300;piso;170;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;19.41;Piso
2290;ático;70;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;32.71;Piso
4500;piso;150;3;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;30.0;Piso
3400;piso;140;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;24.29;Piso
1500;piso;40;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;37.5;Piso
1900;piso;55;2;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;34.55;Piso
2100;piso;88;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;23.86;Piso
1200;piso;40;0;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;30.0;Piso
1700;piso;70;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;24.29;Piso
3100;piso;68;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;45.59;Piso
1700;piso;50;2;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;34.0;Piso
1250;estudio;37;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;33.78;Piso
2500;piso;62;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;40.32;Piso
9450;piso;210;4;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;45.0;Piso
3000;piso;158;3;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;18.99;Piso
3300;piso;120;5;2;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;27.5;Piso
1950;piso;70;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;27.86;Piso
3000;piso;158;3;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;18.99;Piso
1600;piso;66;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;24.24;Piso
1290;piso;39;0;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;33.08;Piso
3100;piso;68;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;45.59;Piso
2400;ático;96;4;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;25.0;Piso
825;piso;45;0;1;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;18.33;Piso
4365;piso;115;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;37.96;Piso
1700;piso;74;3;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;22.97;Piso
4185;piso;90;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;46.5;Piso
2511;piso;45;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;55.8;Piso
1650;piso;65;2;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;25.38;Piso
2106;piso;65;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;32.4;Piso
1490;piso;48;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;31.04;Piso
4050;dúplex;176;3;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;23.01;other
4350;piso;80;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;54.38;Piso
4814;piso;121;3;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;39.79;Piso
3105;piso;85;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;36.53;Piso
5400;piso;107;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;50.47;Piso
1350;piso;35;0;1;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;38.57;Piso
2000;piso;92;3;2;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;21.74;Piso
1550;piso;49;2;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;31.63;Piso
2550;piso;57;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;44.74;Piso
5000;piso;200;3;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;25.0;Piso
4050;piso;105;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;38.57;Piso
1090;piso;45;0;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;24.22;Piso
1350;piso;50;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;27.0;Piso
2750;piso;150;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;18.33;Piso
4500;piso;150;3;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;30.0;Piso
1800;piso;70;3;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;25.71;Piso
2700;piso;57;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;47.37;Piso
1700;piso;50;3;1;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;34.0;Piso
2600;ático;120;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;21.67;Piso
1350;piso;50;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;27.0;Piso
4500;piso;150;3;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;30.0;Piso
2750;piso;134;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;20.52;Piso
1900;piso;90;3;2;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;21.11;Piso
1150;piso;48;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;23.96;Piso
2750;piso;150;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;18.33;Piso
1300;piso;44;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;29.55;Piso
4170;piso;167;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;24.97;Piso
2700;piso;57;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;47.37;Piso
4200;piso;110;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;38.18;Piso
2700;piso;112;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;24.11;Piso
950;piso;48;0;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;19.79;Piso
1100;piso;39;0;1;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;28.21;Piso
950;piso;29;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;32.76;Piso
2650;ático;95;2;2;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;27.89;Piso
2800;piso;186;4;3;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;15.05;Piso
2000;piso;71;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;28.17;Piso
3000;piso;120;4;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;25.0;Piso
4200;piso;172;6;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;24.42;Piso
2175;piso;51;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;42.65;Piso
2900;piso;60;4;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;48.33;Piso
2500;piso;127;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;19.69;Piso
2900;piso;106;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;27.36;Piso
2900;piso;106;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;27.36;Piso
1700;piso;78;2;1;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;21.79;Piso
2075;piso;48;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;43.23;Piso
8000;piso;250;3;4;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;32.0;Piso
3000;piso;120;4;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;25.0;Piso
1700;piso;78;2;1;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;21.79;Piso
3500;piso;103;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;33.98;Piso
1300;piso;64;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;20.31;Piso
2650;ático;90;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;29.44;Piso
1700;dúplex;75;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;22.67;other
1300;piso;55;2;1;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;23.64;Piso
1950;piso;52;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;37.5;Piso
1600;piso;80;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;20.0;Piso
2500;piso;125;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;20.0;Piso
2800;dúplex;105;2;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;26.67;other
1700;piso;41;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;41.46;Piso
3750;piso;204;4;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;18.38;Piso
2290;piso;60;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;38.17;Piso
3300;piso;150;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;22.0;Piso
3500;dúplex;130;3;4;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;26.92;other
3000;piso;115;5;2;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;26.09;Piso
1700;ático;70;2;1;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;24.29;Piso
3600;piso;121;3;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;29.75;Piso
2100;piso;121;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;17.36;Piso
1390;piso;42;0;1;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;33.1;Piso
2300;piso;60;2;2;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;38.33;Piso
1750;piso;70;3;2;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;25.0;Piso
2565;piso;76;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;33.75;Piso
6750;piso;288;4;4;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;23.44;Piso
24000;piso;750;5;4;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;32.0;Piso
3000;piso;204;2;2;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;14.71;Piso
1700;piso;80;4;2;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;21.25;Piso
3000;dúplex;160;4;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;18.75;other
4500;piso;130;3;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;34.62;Piso
1662;piso;76;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;21.87;Piso
2565;piso;76;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;33.75;Piso
1700;piso;80;4;2;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;21.25;Piso
3400;piso;87;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;39.08;Piso
1200;piso;41;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;29.27;Piso
24000;piso;750;5;4;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;32.0;Piso
1260;ático;40;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;31.5;Piso
3550;piso;107;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;33.18;Piso
4350;piso;178;2;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;24.44;Piso
1350;estudio;38;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;35.53;Piso
1200;piso;45;2;1;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;26.67;Piso
1650;piso;70;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;23.57;Piso
2400;piso;91;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;26.37;Piso
1600;dúplex;117;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;13.68;other
2800;piso;81;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;34.57;Piso
2900;piso;185;4;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;15.68;Piso
1395;estudio;29;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;48.1;Piso
1450;piso;65;0;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;22.31;Piso
3200;piso;123;6;2;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;26.02;Piso
1750;piso;46;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;38.04;Piso
1750;piso;86;2;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;20.35;Piso
1900;piso;60;3;1;Segunda mano/buen estado;False;False;Distrito Chamberí;Madrid capital, Madrid;31.67;Piso
4150;piso;159;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;26.1;Piso
2750;piso;131;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;20.99;Piso
2950;piso;95;2;1;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;31.05;Piso
2200;piso;145;3;2;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;15.17;Piso
2950;piso;70;0;1;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;42.14;Piso
1550;piso;50;2;1;Segunda mano/buen estado;False;True;Distrito Chamberí;Madrid capital, Madrid;31.0;Piso
2750;piso;130;2;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;21.15;Piso
3900;piso;212;4;3;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;18.4;Piso
1500;piso;45;2;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;33.33;Piso
1500;piso;45;2;1;Segunda mano/buen estado;True;False;Distrito Chamberí;Madrid capital, Madrid;33.33;Piso
3500;piso;158;3;2;Segunda mano/buen estado;True;True;Distrito Chamberí;Madrid capital, Madrid;22.15;Piso
