precio;m2;habitaciones;baños;estado;armarios_empotrados;aire_acondicionado;barrio;distrito;ciudad;Ascensor;EXT-INT;vivienda;precio_m2;tipo_vivienda;Planta_num;barrio_encoded;estado_encoded;EXT-INT_encoded;Ascensor_encoded
1450000;230;4;4;Segunda mano/buen estado;True;True;Arapiles;Chamberí;Madrid capital; Si;Exterior;Piso;6304.35;Piso;1.0;3;0;0;1
1275000;157;4;3;Segunda mano/buen estado;False;True;Gaztambide;Chamberí;Madrid capital; Si;Exterior;Piso;8121.02;Piso;2.0;29;0;0;1
1350000;138;2;3;Segunda mano/buen estado;False;False;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Piso;9782.61;Piso;7.0;59;0;0;1
4400000;596;6;6;Segunda mano/buen estado;True;False;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital;;;Piso;7382.55;Piso;;48;0;2;2
899000;75;2;2;Segunda mano/buen estado;False;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;11986.67;Piso;4.0;1;0;0;1
2350000;238;3;2;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;9873.95;Piso;3.0;1;0;0;1
3250000;183;3;4;Segunda mano/buen estado;False;True;Almagro;Chamberí;Madrid capital;;;Piso;17759.56;Piso;;1;0;2;2
895000;80;;;Segunda mano/buen estado;False;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital; Si;Exterior;Ático;11187.5;Piso;6.0;48;0;0;1
1095000;141;2;2;Segunda mano/buen estado;True;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital;;;Piso;7765.96;Piso;;48;0;2;2
1580000;147;3;3;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital;;;Piso;10748.3;Piso;;1;0;2;2
1275000;157;4;3;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital; Si;Interior;Piso;8121.02;Piso;2.0;29;0;1;1
7250000;485;5;5;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;14948.45;Piso;8.0;1;0;0;1
2585000;207;3;3;Segunda mano/buen estado;True;False;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;12487.92;Piso;4.0;1;0;0;1
760000;96;3;2;Segunda mano/buen estado;True;True;Arapiles;Chamberí;Madrid capital; Si;Exterior;Piso;7916.67;Piso;0.0;3;0;0;1
790000;73;2;2;Segunda mano/buen estado;True;True;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Piso;10821.92;Piso;2.0;59;0;0;1
986210;133;2;3;Segunda mano/buen estado;True;True;Vallehermoso;Chamberí;Madrid capital; Si;Exterior;Ático;7415.11;Piso;9.0;64;0;0;1
2100000;274;6;3;Segunda mano/para reformar;True;True;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Piso;7664.23;Piso;1.0;59;1;0;1
1395000;104;2;2;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;13413.46;Piso;5.0;1;0;0;1
1195000;115;2;3;Segunda mano/buen estado;True;True;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Piso;10391.3;Piso;5.0;59;0;0;1
849000;73;;;Segunda mano/buen estado;True;False;Almagro;Chamberí;Madrid capital; Si;Interior;Piso;11630.14;Piso;0.0;1;0;1;1
900000;97;2;2;Segunda mano/buen estado;True;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital; Si;Exterior;Piso;9278.35;Piso;3.0;48;0;0;1
1275000;157;4;3;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital; Si;Interior;Piso;8121.02;Piso;2.0;29;0;1;1
1490000;158;3;3;Segunda mano/buen estado;True;True;Vallehermoso;Chamberí;Madrid capital; Si;Exterior;Piso;9430.38;Piso;6.0;64;0;0;1
1890000;152;3;3;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;12434.21;Piso;5.0;1;0;0;1
1140000;124;2;3;Segunda mano/buen estado;True;True;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Piso;9193.55;Piso;2.0;59;0;0;1
2050000;157;3;2;Segunda mano/buen estado;True;True;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Ático;13057.32;Piso;8.0;59;0;0;1
2490000;200;3;4;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;12450.0;Piso;3.0;1;0;0;1
1490000;170;3;3;Segunda mano/buen estado;False;True;Trafalgar;Chamberí;Madrid capital;;;Piso;8764.71;Piso;;59;0;2;2
1800000;204;3;3;Segunda mano/buen estado;True;True;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Piso;8823.53;Piso;3.0;59;0;0;1
1495000;195;5;4;Segunda mano/para reformar;False;False;Vallehermoso;Chamberí;Madrid capital; Si;Exterior;Piso;7666.67;Piso;2.0;64;1;0;1
440000;51;2;;Segunda mano/buen estado;False;False;Trafalgar;Chamberí;Madrid capital; Si;Interior;Piso;8627.45;Piso;4.0;59;0;1;1
790000;124;3;3;Segunda mano/buen estado;False;True;Gaztambide;Chamberí;Madrid capital;;;Piso;6370.97;Piso;;29;0;2;2
1180000;174;4;3;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital; Si;Exterior;Piso;6781.61;Piso;5.0;29;0;0;1
1800000;185;3;4;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;9729.73;Piso;1.0;1;0;0;1
2295000;159;3;3;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;14433.96;Piso;3.0;1;0;0;1
1550000;124;2;;Segunda mano/buen estado;True;True;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Piso;12500.0;Piso;6.0;59;0;0;1
1350000;153;3;2;Segunda mano/buen estado;True;False;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Piso;8823.53;Piso;3.0;59;0;0;1
1150000;125;3;2;Segunda mano/buen estado;True;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital; Si;Exterior;Piso;9200.0;Piso;8.0;48;0;0;1
3000000;429;5;4;Segunda mano/buen estado;False;True;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Piso;6993.01;Piso;2.0;59;0;0;1
1160000;100;2;2;Segunda mano/buen estado;False;True;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Piso;11600.0;Piso;1.0;59;0;0;1
2050000;249;5;5;Segunda mano/para reformar;True;False;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital; Si;Exterior;Piso;8232.93;Piso;1.0;48;1;0;1
1425000;250;4;3;Segunda mano/para reformar;False;True;Gaztambide;Chamberí;Madrid capital; Si;Exterior;Piso;5700.0;Piso;6.0;29;1;0;1
1400000;173;3;3;Segunda mano/buen estado;True;False;Gaztambide;Chamberí;Madrid capital; Si;Exterior;Piso;8092.49;Piso;4.0;29;0;0;1
1863808;98;2;2;;True;False;Almagro;Chamberí;Madrid capital; Si;Exterior;Ático;19018.45;Piso;7.0;1;2;0;1
719677;63;;;;True;False;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;11423.44;Piso;6.0;1;2;0;1
1500000;200;4;2;Segunda mano/buen estado;True;True;Vallehermoso;Chamberí;Madrid capital;;;Dúplex;7500.0;Piso;;64;0;2;2
1095000;103;3;3;Segunda mano/buen estado;False;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;10631.07;Piso;;1;0;0;1
1070000;102;2;2;;True;False;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Piso;10490.2;Piso;3.0;59;2;0;1
1650000;183;3;3;Segunda mano/buen estado;False;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital; Si;Exterior;Piso;9016.39;Piso;3.0;48;0;0;1
1023740;136;2;3;Segunda mano/buen estado;True;True;Vallehermoso;Chamberí;Madrid capital; Si;Exterior;Ático;7527.5;Piso;9.0;64;0;0;1
420000;46;;;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital; Si;Interior;Piso;9130.43;Piso;4.0;29;0;1;1
1150461;136;2;3;Segunda mano/buen estado;True;True;Vallehermoso;Chamberí;Madrid capital; Si;Exterior;Ático;8459.27;Piso;9.0;64;0;0;1
968560;144;2;3;Segunda mano/buen estado;True;True;Vallehermoso;Chamberí;Madrid capital; Si;Exterior;Ático;6726.11;Piso;9.0;64;0;0;1
1956130;285;4;5;Segunda mano/buen estado;True;True;Vallehermoso;Chamberí;Madrid capital; Si;Exterior;Ático;6863.61;Piso;9.0;64;0;0;1
810000;81;2;2;Segunda mano/buen estado;True;True;Vallehermoso;Chamberí;Madrid capital; Si;Exterior;Piso;10000.0;Piso;7.0;64;0;0;1
870000;108;3;2;Segunda mano/buen estado;True;True;Arapiles;Chamberí;Madrid capital; Si;Exterior;Piso;8055.56;Piso;4.0;3;0;0;1
1359000;141;3;3;Segunda mano/buen estado;False;True;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Piso;9638.3;Piso;2.0;59;0;0;1
1975000;265;5;5;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital; Si;Exterior;Piso;7452.83;Piso;2.0;29;0;0;1
7250000;485;6;6;Segunda mano/para reformar;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Ático;14948.45;Piso;8.0;1;1;0;1
420000;;;;;False;False;Arapiles;Chamberí;Madrid capital;;;Piso;;Piso;;3;2;2;2
4485000;309;4;4;Segunda mano/para reformar;False;False;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;14514.56;Piso;3.0;1;1;0;1
1475000;130;3;2;Segunda mano/buen estado;True;False;Arapiles;Chamberí;Madrid capital; Si;Exterior;Ático;11346.15;Piso;6.0;3;0;0;1
882358;75;;;;True;False;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;11764.77;Piso;0.0;1;2;0;1
2500000;232;2;3;;False;False;Almagro;Chamberí;Madrid capital;;;Piso;10775.86;Piso;;1;2;2;2
1000000;87;;;;False;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;11494.25;Piso;1.0;1;2;0;1
1590000;192;3;4;Segunda mano/buen estado;True;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital;;;Piso;8281.25;Piso;;48;0;2;2
895000;75;;;Segunda mano/buen estado;True;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital; Si;Exterior;Ático;11933.33;Piso;6.0;48;0;0;1
820000;83;3;2;Segunda mano/buen estado;False;False;Vallehermoso;Chamberí;Madrid capital; No;Exterior;Piso;9879.52;Piso;3.0;64;0;0;0
2100000;274;6;3;Segunda mano/buen estado;True;True;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Piso;7664.23;Piso;1.0;59;0;0;1
3500000;381;3;4;;False;False;Almagro;Chamberí;Madrid capital;;;Piso;9186.35;Piso;;1;2;2;2
6300000;357;4;5;Segunda mano/buen estado;False;False;Almagro;Chamberí;Madrid capital;;;Piso;17647.06;Piso;;1;0;2;2
1450000;243;5;6;Segunda mano/buen estado;False;True;Gaztambide;Chamberí;Madrid capital; Si;Exterior;Piso;5967.08;Piso;4.0;29;0;0;1
620000;53;;;;True;False;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Estudio;11698.11;Piso;2.0;59;2;0;1
3700000;345;3;4;;False;False;Almagro;Chamberí;Madrid capital;;;Piso;10724.64;Piso;;1;2;2;2
13500000;1;4;6;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Ático;13500000.0;Piso;8.0;1;0;0;1
1350000;112;2;2;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;12053.57;Piso;4.0;1;0;0;1
950000;209;;3;Segunda mano/buen estado;False;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital; Si;Interior;Piso;4545.45;Piso;4.0;48;0;1;1
3800000;316;3;4;Segunda mano/buen estado;False;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;12025.32;Piso;0.0;1;0;0;1
850000;132;4;2;Segunda mano/buen estado;False;True;Arapiles;Chamberí;Madrid capital; Si;;Piso;6439.39;Piso;3.0;3;0;2;1
1900000;246;4;3;Segunda mano/buen estado;True;True;Arapiles;Chamberí;Madrid capital; Si;Exterior;Piso;7723.58;Piso;1.0;3;0;0;1
1350000;141;3;2;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Dúplex;9574.47;Piso;3.0;1;0;0;1
1350000;138;2;2;Segunda mano/buen estado;True;True;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Piso;9782.61;Piso;7.0;59;0;0;1
1275000;157;4;3;Segunda mano/buen estado;False;False;Gaztambide;Chamberí;Madrid capital; Si;Interior;Piso;8121.02;Piso;;29;0;1;1
315000;41;;;Segunda mano/buen estado;False;False;Trafalgar;Chamberí;Madrid capital; Si;Interior;Piso;7682.93;Piso;2.0;59;0;1;1
1050000;99;2;2;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;10606.06;Piso;4.0;1;0;0;1
2900000;303;4;3;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Interior;Piso;9570.96;Piso;0.0;1;0;1;1
1050000;89;2;;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;11797.75;Piso;3.0;1;0;0;1
930000;109;3;2;Segunda mano/para reformar;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;8532.11;Piso;0.0;1;1;0;1
735000;78;2;;Segunda mano/buen estado;True;False;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital; Si;Exterior;Piso;9423.08;Piso;4.0;48;0;0;1
1450000;235;4;2;Segunda mano/para reformar;True;True;Vallehermoso;Chamberí;Madrid capital; Si;Exterior;Piso;6170.21;Piso;1.0;64;1;0;1
359000;51;;;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital; No;Exterior;Piso;7039.22;Piso;0.0;29;0;0;0
1475000;130;3;2;Segunda mano/buen estado;True;True;Arapiles;Chamberí;Madrid capital; Si;Exterior;Ático;11346.15;Piso;6.0;3;0;0;1
1420000;280;4;3;Segunda mano/para reformar;False;False;Gaztambide;Chamberí;Madrid capital; Si;Exterior;Piso;5071.43;Piso;3.0;29;1;0;1
849000;91;;;Segunda mano/buen estado;True;False;Almagro;Chamberí;Madrid capital; Si;Interior;Piso;9329.67;Piso;0.0;1;0;1;1
790000;;;;;False;False;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Piso;;Piso;2.0;59;2;0;1
13000000;350;4;3;Segunda mano/buen estado;False;False;Almagro;Chamberí;Madrid capital; Si;Exterior;Ático;37142.86;Piso;5.0;1;0;0;1
820000;83;3;2;Segunda mano/buen estado;False;False;Vallehermoso;Chamberí;Madrid capital; Si;Exterior;Piso;9879.52;Piso;3.0;64;0;0;1
1475000;130;3;2;Segunda mano/buen estado;True;True;Arapiles;Chamberí;Madrid capital; Si;Exterior;Ático;11346.15;Piso;3.0;3;0;0;1
3500000;330;5;5;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;10606.06;Piso;3.0;1;0;0;1
4950000;560;8;4;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;8839.29;Piso;1.0;1;0;0;1
425000;;;;;False;True;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Dúplex;;Piso;0.0;59;2;0;1
420000;47;;;Segunda mano/buen estado;False;False;Gaztambide;Chamberí;Madrid capital; Si;Interior;Estudio;8936.17;Piso;4.0;29;0;1;1
800000;86;3;2;Segunda mano/buen estado;True;True;Arapiles;Chamberí;Madrid capital; Si;Exterior;Piso;9302.33;Piso;6.0;3;0;0;1
750000;111;2;;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital; Si;Exterior;Piso;6756.76;Piso;3.0;29;0;0;1
1190000;170;3;2;Segunda mano/para reformar;True;False;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital; Si;Exterior;Piso;7000.0;Piso;1.0;48;1;0;1
2200000;148;2;2;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;14864.86;Piso;1.0;1;0;0;1
1650000;176;3;4;Segunda mano/para reformar;False;False;Arapiles;Chamberí;Madrid capital; Si;Exterior;Piso;9375.0;Piso;4.0;3;1;0;1
1400000;173;3;3;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital;;;Piso;8092.49;Piso;;29;0;2;2
6300000;357;4;5;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Piso;17647.06;Piso;3.0;1;0;0;1
209000;25;;;Segunda mano/buen estado;False;False;Trafalgar;Chamberí;Madrid capital; Si;Interior;Estudio;8360.0;Piso;0.0;59;0;1;1
2990000;360;4;2;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital; Si;Exterior;Ático;8305.56;Piso;7.0;29;0;0;1
2385000;194;3;4;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital; Si;Exterior;Ático;12293.81;Piso;6.0;1;0;0;1
850000;90;3;2;Segunda mano/para reformar;True;True;Gaztambide;Chamberí;Madrid capital; Si;Exterior;Piso;9444.44;Piso;3.0;29;1;0;1
1150000;124;3;2;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital; Si;Exterior;Piso;9274.19;Piso;2.0;29;0;0;1
1395000;158;3;3;Segunda mano/buen estado;True;True;Vallehermoso;Chamberí;Madrid capital; Si;Exterior;Piso;8829.11;Piso;3.0;64;0;0;1
1595000;216;5;4;Segunda mano/para reformar;False;False;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital; Si;Exterior;Piso;7384.26;Piso;1.0;48;1;0;1
575000;64;;;Segunda mano/buen estado;True;True;Trafalgar;Chamberí;Madrid capital; Si;Exterior;Piso;8984.38;Piso;4.0;59;0;0;1
1450000;;;;;False;True;Arapiles;Chamberí;Madrid capital; Si;Exterior;Ático;;Piso;6.0;3;2;0;1
1690000;75;2;2;Segunda mano/buen estado;True;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital; Si;Exterior;Ático;22533.33;Piso;7.0;48;0;0;1
12500000;750;5;6;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital;;;Piso;16666.67;Piso;;1;0;2;2
690000;80;;;Segunda mano/buen estado;True;True;Vallehermoso;Chamberí;Madrid capital;;;Ático;8625.0;Piso;;64;0;2;2
1950000;148;2;3;Segunda mano/para reformar;True;True;Almagro;Chamberí;Madrid capital;;;Piso;13175.68;Piso;;1;1;2;2
480000;67;2;;Segunda mano/buen estado;True;False;Gaztambide;Chamberí;Madrid capital;;;Piso;7164.18;Piso;;29;0;2;2
3600000;292;4;5;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital;;;Piso;12328.77;Piso;;1;0;2;2
2890000;270;2;3;Segunda mano/buen estado;True;True;Trafalgar;Chamberí;Madrid capital;;;Dúplex;10703.7;Piso;;59;0;2;2
2950000;200;2;2;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital;;;Piso;14750.0;Piso;;1;0;2;2
1245000;171;4;2;Segunda mano/buen estado;False;True;Vallehermoso;Chamberí;Madrid capital;;;Piso;7280.7;Piso;;64;0;2;2
1265000;102;3;3;Segunda mano/buen estado;False;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital;;;Ático;12401.96;Piso;;48;0;2;2
3500000;330;3;5;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital;;;Piso;10606.06;Piso;;1;0;2;2
2500000;220;4;4;Segunda mano/buen estado;True;False;Almagro;Chamberí;Madrid capital;;;Piso;11363.64;Piso;;1;0;2;2
2300000;235;3;2;Segunda mano/para reformar;False;False;Almagro;Chamberí;Madrid capital;;;Piso;9787.23;Piso;;1;1;2;2
899000;75;2;2;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital;;;Piso;11986.67;Piso;;1;0;2;2
1475000;130;3;2;Segunda mano/buen estado;True;False;Arapiles;Chamberí;Madrid capital;;;Piso;11346.15;Piso;;3;0;2;2
830000;104;3;2;Segunda mano/buen estado;True;False;Gaztambide;Chamberí;Madrid capital;;;Piso;7980.77;Piso;;29;0;2;2
651560;100;;2;Segunda mano/buen estado;True;False;Vallehermoso;Chamberí;Madrid capital;;;Dúplex;6515.6;Piso;;64;0;2;2
610416;76;;2;Segunda mano/buen estado;True;False;Vallehermoso;Chamberí;Madrid capital;;;Dúplex;8031.79;Piso;;64;0;2;2
1295000;126;3;2;Segunda mano/buen estado;True;True;Trafalgar;Chamberí;Madrid capital;;;Piso;10277.78;Piso;;59;0;2;2
1100000;174;4;2;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital;;;Piso;6321.84;Piso;;29;0;2;2
898000;109;2;2;Segunda mano/para reformar;True;True;Gaztambide;Chamberí;Madrid capital;;;Piso;8238.53;Piso;;29;1;2;2
1275000;165;4;2;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital;;;Piso;7727.27;Piso;;29;0;2;2
262000;39;;;Segunda mano/buen estado;True;False;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital;;;Piso;6717.95;Piso;;48;0;2;2
825000;87;2;2;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital;;;Piso;9482.76;Piso;;29;0;2;2
2621000;399;6;5;Segunda mano/buen estado;True;True;Arapiles;Chamberí;Madrid capital;;;Piso;6568.92;Piso;;3;0;2;2
1250000;164;4;2;Segunda mano/para reformar;True;False;Gaztambide;Chamberí;Madrid capital;;;Piso;7621.95;Piso;;29;1;2;2
2350000;240;3;3;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital;;;Piso;9791.67;Piso;;1;0;2;2
1880000;200;4;4;Segunda mano/buen estado;True;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital;;;Piso;9400.0;Piso;;48;0;2;2
1150000;160;3;2;Segunda mano/buen estado;False;True;Arapiles;Chamberí;Madrid capital;;;Piso;7187.5;Piso;;3;0;2;2
820000;94;2;;Segunda mano/para reformar;True;False;Vallehermoso;Chamberí;Madrid capital;;;Piso;8723.4;Piso;;64;1;2;2
1980000;175;5;3;Segunda mano/para reformar;True;False;Almagro;Chamberí;Madrid capital;;;Piso;11314.29;Piso;;1;1;2;2
1956130;264;4;4;Segunda mano/buen estado;True;True;Vallehermoso;Chamberí;Madrid capital;;;Piso;7409.58;Piso;;64;0;2;2
760000;102;3;2;Segunda mano/para reformar;True;False;Vallehermoso;Chamberí;Madrid capital;;;Piso;7450.98;Piso;;64;1;2;2
440000;55;;;Segunda mano/buen estado;True;True;Trafalgar;Chamberí;Madrid capital;;;Piso;8000.0;Piso;;59;0;2;2
986000;161;3;2;Segunda mano/buen estado;True;True;Vallehermoso;Chamberí;Madrid capital;;;Dúplex;6124.22;Piso;;64;0;2;2
2150000;305;5;3;Segunda mano/buen estado;True;True;Vallehermoso;Chamberí;Madrid capital;;;Piso;7049.18;Piso;;64;0;2;2
2390000;205;4;2;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital;;;Ático;11658.54;Piso;;1;0;2;2
3200000;344;6;4;Segunda mano/buen estado;False;True;Almagro;Chamberí;Madrid capital;;;Ático;9302.33;Piso;;1;0;2;2
520000;57;2;;Segunda mano/para reformar;True;True;Arapiles;Chamberí;Madrid capital;;;Ático;9122.81;Piso;;3;1;2;2
2285000;257;4;4;Segunda mano/buen estado;True;True;Arapiles;Chamberí;Madrid capital;;;Piso;8891.05;Piso;;3;0;2;2
795000;82;2;2;Segunda mano/buen estado;True;True;Trafalgar;Chamberí;Madrid capital;;;Ático;9695.12;Piso;;59;0;2;2
795000;83;2;;Segunda mano/buen estado;False;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital;;;Ático;9578.31;Piso;;48;0;2;2
710000;76;2;2;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital;;;Piso;9342.11;Piso;;29;0;2;2
1950000;342;10;7;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital;;;Piso;5701.75;Piso;;29;0;2;2
930000;111;3;3;Segunda mano/buen estado;True;True;Arapiles;Chamberí;Madrid capital;;;Piso;8378.38;Piso;;3;0;2;2
960000;113;2;2;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital;;;Piso;8495.58;Piso;;29;0;2;2
1334970;162;3;3;;True;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital;;;Piso;8240.56;Piso;;48;2;2;2
1711670;111;2;2;;True;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital;;;Ático;15420.45;Piso;;48;2;2;2
1579970;162;3;2;;True;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital;;;Piso;9752.9;Piso;;48;2;2;2
415000;40;;;Segunda mano/buen estado;False;True;Almagro;Chamberí;Madrid capital;;;Piso;10375.0;Piso;;1;0;2;2
339000;42;;;Segunda mano/buen estado;False;True;Vallehermoso;Chamberí;Madrid capital;;;Piso;8071.43;Piso;;64;0;2;2
810000;89;3;2;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital;;;Piso;9101.12;Piso;;29;0;2;2
2500000;300;5;3;Segunda mano/buen estado;True;True;Trafalgar;Chamberí;Madrid capital;;;Ático;8333.33;Piso;;59;0;2;2
2700000;280;4;4;Segunda mano/buen estado;True;True;Almagro;Chamberí;Madrid capital;;;Piso;9642.86;Piso;;1;0;2;2
370000;34;;;Segunda mano/buen estado;False;True;Gaztambide;Chamberí;Madrid capital;;;Estudio;10882.35;Piso;;29;0;2;2
1050000;;;;;False;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital;;;Piso;;Piso;;48;2;2;2
470000;64;3;;Segunda mano/buen estado;False;False;Gaztambide;Chamberí;Madrid capital;;;Piso;7343.75;Piso;;29;0;2;2
1930000;185;3;4;Segunda mano/buen estado;False;True;Almagro;Chamberí;Madrid capital;;;Piso;10432.43;Piso;;1;0;2;2
270000;30;;;Segunda mano/buen estado;False;True;Arapiles;Chamberí;Madrid capital;;;Estudio;9000.0;Piso;;3;0;2;2
620000;81;3;;Segunda mano/buen estado;False;False;Arapiles;Chamberí;Madrid capital;;;Piso;7654.32;Piso;;3;0;2;2
1425000;234;4;3;Segunda mano/buen estado;True;True;Gaztambide;Chamberí;Madrid capital;;;Piso;6089.74;Piso;;29;0;2;2
890000;209;4;3;Segunda mano/buen estado;False;True;Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid capital;;;Piso;4258.37;Piso;;48;0;2;2
315000;39;2;;Segunda mano/buen estado;True;False;Arapiles;Chamberí;Madrid capital;;;Piso;8076.92;Piso;;3;0;2;2
450000;46;2;;Segunda mano/buen estado;False;False;Arapiles;Chamberí;Madrid capital;;;Piso;9782.61;Piso;;3;0;2;2
3200000;344;6;5;Segunda mano/para reformar;True;True;Almagro;Chamberí;Madrid capital;;;Dúplex;9302.33;Piso;;1;1;2;2
1490000;194;5;3;Segunda mano/buen estado;True;True;Vallehermoso;Chamberí;Madrid capital;;;Piso;7680.41;Piso;;64;0;2;2
250000;35;2;;Segunda mano/buen estado;False;False;Arapiles;Chamberí;Madrid capital;;;Piso;7142.86;Piso;;3;0;2;2
325000;49;2;;Segunda mano/buen estado;False;False;Arapiles;Chamberí;Madrid capital;;;Piso;6632.65;Piso;;3;0;2;2
950000;91;3;2;Segunda mano/buen estado;False;True;Arapiles;Chamberí;Madrid capital;;;Piso;10439.56;Piso;;3;0;2;2
