precio;m2;habitaciones;baños;estado;armarios_empotrados;aire_acondicionado;barrio;distrito;ciudad;Ascensor;EXT-INT;vivienda;precio_m2;tipo_vivienda;Planta_num;barrio_encoded;estado_encoded;EXT-INT_encoded;Ascensor_encoded
833600;105;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;7939.05;Piso;3.0;18;0;0;1
2400000;192;3;4;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;12500.0;Piso;2.0;18;0;0;1
2350000;239;5;4;Segunda mano/buen estado;False;False;Distrito de Salamanca;;Madrid capital;;;Casa;9832.64;other;;18;0;2;2
1325000;114;3;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;11622.81;Piso;4.0;18;0;0;1
1638000;217;4;3;Segunda mano/para reformar;True;False;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;7548.39;Piso;3.0;18;1;0;1
1800000;202;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;8910.89;Piso;0.0;18;0;0;1
195000;25;;;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;7800.0;Piso;;18;0;2;2
1690000;140;3;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;12071.43;Piso;6.0;18;0;0;1
3600000;379;5;5;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;9498.68;Piso;3.0;18;0;0;1
4500000;270;3;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;16666.67;Piso;2.0;18;0;0;1
3875000;280;4;5;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;13839.29;Piso;2.0;18;0;0;1
7900000;473;4;5;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;16701.9;Piso;2.0;18;0;0;1
580000;52;2;;Segunda mano/para reformar;True;False;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;11153.85;Piso;-1.0;18;1;1;1
1638000;217;4;3;Segunda mano/para reformar;False;False;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;7548.39;Piso;3.0;18;1;0;1
2309000;132;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;17492.42;Piso;;18;0;2;2
1350000;135;2;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;10000.0;Piso;;18;0;2;2
2290000;154;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;14870.13;Piso;4.0;18;0;0;1
1180000;96;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;12291.67;Piso;3.0;18;0;1;1
3290000;195;3;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;16871.79;Piso;5.0;18;0;0;1
2490000;284;5;3;Segunda mano/buen estado;True;False;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;8767.61;Piso;6.0;18;0;0;1
1725000;138;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;12500.0;Piso;5.0;18;0;0;1
1350000;137;3;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;9854.01;Piso;1.0;18;0;0;1
2990000;320;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Ático;9343.75;Piso;7.0;18;0;0;1
4095000;275;3;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;14890.91;Piso;5.0;18;0;0;1
2400000;192;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;12500.0;Piso;2.0;18;0;0;1
1800000;214;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;8411.21;Piso;0.0;18;0;0;1
650000;235;3;2;Segunda mano/para reformar;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;2765.96;Piso;0.0;18;1;0;1
1260000;105;2;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;12000.0;Piso;3.0;18;0;1;1
1100000;113;3;;Segunda mano/para reformar;False;False;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;9734.51;Piso;0.0;18;1;0;1
790000;91;2;2;Segunda mano/para reformar;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;8681.32;Piso;-1.0;18;1;0;1
4600000;366;4;5;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Ático;12568.31;Piso;8.0;18;0;0;1
2190000;219;3;3;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;10000.0;Piso;2.0;18;0;0;1
1300000;170;3;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;7647.06;Piso;1.0;18;0;0;1
4400000;306;4;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;14379.08;Piso;3.0;18;0;0;1
1550000;150;3;2;Segunda mano/para reformar;False;False;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;10333.33;Piso;5.0;18;1;0;1
870000;119;3;2;Segunda mano/para reformar;False;False;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;7310.92;Piso;;18;1;0;1
1960000;152;3;3;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;12894.74;Piso;1.0;18;0;1;1
1445000;186;5;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;7768.82;Piso;3.0;18;0;0;1
650000;68;2;;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;9558.82;Piso;3.0;18;0;1;1
970000;125;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Ático;7760.0;Piso;4.0;18;0;0;1
1350000;137;2;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;9854.01;Piso;0.0;18;0;1;1
244000;30;;;Segunda mano/buen estado;True;False;Distrito de Salamanca;;Madrid capital; Si;Interior;Estudio;8133.33;Piso;-2.0;18;0;1;1
1395000;114;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;12236.84;Piso;2.0;18;0;0;1
539000;70;2;;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;7700.0;Piso;4.0;18;0;1;1
645000;71;2;;Segunda mano/buen estado;False;False;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;9084.51;Piso;1.0;18;0;1;1
3400000;170;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Ático;20000.0;Piso;6.0;18;0;0;1
890000;74;;2;Segunda mano/para reformar;True;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;12027.03;Piso;2.0;18;1;1;1
6500000;385;3;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;16883.12;Piso;3.0;18;0;0;1
1490000;155;3;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;9612.9;Piso;;18;0;0;1
2580000;130;2;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;19846.15;Piso;6.0;18;0;0;1
3290000;195;3;4;Segunda mano/buen estado;False;False;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;16871.79;Piso;5.0;18;0;0;1
695000;120;3;2;Segunda mano/para reformar;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;5791.67;Piso;2.0;18;1;0;1
1459000;97;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;15041.24;Piso;;18;0;2;2
1890000;187;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;10106.95;Piso;;18;0;2;2
7900000;473;4;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;16701.9;Piso;2.0;18;0;0;1
5350000;402;3;4;;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;13308.46;Piso;5.0;18;2;0;1
850000;105;3;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;8095.24;Piso;;18;0;2;2
3850000;273;6;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Dúplex;14102.56;Piso;;18;0;2;2
4720000;265;3;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;17811.32;Piso;;18;0;2;2
1349000;115;2;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;11730.43;Piso;;18;0;2;2
1790000;136;3;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;13161.76;Piso;;18;0;2;2
4700000;431;4;5;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;10904.87;Piso;;18;0;2;2
970000;125;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;7760.0;Piso;;18;0;2;2
2009000;164;3;3;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;12250.0;Piso;;18;0;2;2
3300000;287;4;4;;False;False;Distrito de Salamanca;;Madrid capital;;;Ático;11498.26;Piso;;18;2;2;2
699900;72;2;;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;9720.83;Piso;;18;0;2;2
2279000;160;3;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;14243.75;Piso;;18;0;2;2
720000;61;2;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;11803.28;Piso;;18;0;2;2
1889000;150;3;3;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;12593.33;Piso;;18;0;2;2
1890000;187;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;10106.95;Piso;;18;0;2;2
1900000;210;4;4;;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;9047.62;Piso;;18;2;2;2
1450000;139;2;2;;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;10431.65;Piso;;18;2;2;2
2009000;164;3;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;12250.0;Piso;;18;0;2;2
2700000;244;3;3;;False;True;Distrito de Salamanca;;Madrid capital;;;Ático;11065.57;Piso;;18;2;2;2
750000;68;;;Segunda mano/para reformar;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;11029.41;Piso;;18;1;2;2
1329000;135;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;9844.44;Piso;;18;0;2;2
1800000;211;4;5;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;8530.81;Piso;;18;0;2;2
4500000;325;3;4;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Ático;13846.15;Piso;;18;0;2;2
2729000;177;3;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;15418.08;Piso;;18;0;2;2
819000;76;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;10776.32;Piso;;18;0;2;2
1729000;166;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;10415.66;Piso;;18;0;2;2
1809000;144;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;12562.5;Piso;;18;0;2;2
1190000;100;2;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;11900.0;Piso;;18;0;2;2
2450000;160;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;15312.5;Piso;;18;0;2;2
1659000;184;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;9016.3;Piso;;18;0;2;2
1800000;142;3;2;Segunda mano/buen estado;False;False;Distrito de Salamanca;;Madrid capital;;;Piso;12676.06;Piso;;18;0;2;2
1890000;187;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;10106.95;Piso;;18;0;2;2
495000;59;2;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;8389.83;Piso;;18;0;2;2
680000;69;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;9855.07;Piso;;18;0;2;2
2700000;286;4;5;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;9440.56;Piso;;18;0;2;2
3050000;194;3;4;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;15721.65;Piso;;18;0;2;2
2650000;187;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;14171.12;Piso;;18;0;2;2
3350000;284;3;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;11795.77;Piso;;18;0;2;2
1750000;219;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Ático;7990.87;Piso;;18;0;2;2
820000;139;5;3;Segunda mano/buen estado;False;False;Distrito de Salamanca;;Madrid capital;;;Casa;5899.28;other;;18;0;2;2
920000;203;5;3;Segunda mano/para reformar;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;4532.02;Piso;;18;1;2;2
479000;50;;;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;9580.0;Piso;;18;0;2;2
3600000;319;3;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;11285.27;Piso;;18;0;2;2
695000;84;2;;Segunda mano/buen estado;True;False;Distrito de Salamanca;;Madrid capital;;;Piso;8273.81;Piso;;18;0;2;2
3150000;244;3;4;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;12909.84;Piso;;18;0;2;2
495000;59;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;8389.83;Piso;;18;0;2;2
425000;42;2;;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;10119.05;Piso;;18;0;2;2
3900000;300;5;3;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;13000.0;Piso;;18;0;2;2
819000;76;2;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;10776.32;Piso;;18;0;2;2
6000000;280;4;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;21428.57;Piso;;18;0;2;2
4500000;254;3;3;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;17716.54;Piso;;18;0;2;2
1950000;151;3;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;12913.91;Piso;;18;0;2;2
4700000;431;4;5;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;10904.87;Piso;;18;0;2;2
279000;29;;;Segunda mano/para reformar;False;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;9620.69;Piso;3.0;18;1;0;1
2898000;231;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;12545.45;Piso;5.0;18;0;0;1
2259000;197;3;3;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;11467.01;Piso;3.0;18;0;1;1
2000000;143;3;2;Segunda mano/para reformar;False;False;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;13986.01;Piso;5.0;18;1;0;1
2279000;160;3;3;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;14243.75;Piso;3.0;18;0;0;1
1889000;150;3;3;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;12593.33;Piso;;18;0;2;2
525000;34;;;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;15441.18;Piso;4.0;18;0;1;1
1209000;101;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;11970.3;Piso;3.0;18;0;0;1
2409000;209;3;3;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;11526.32;Piso;4.0;18;0;1;1
2500000;249;4;4;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;10040.16;Piso;;18;0;2;2
615000;95;3;;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; No;Exterior;Piso;6473.68;Piso;3.0;18;0;0;0
2800000;244;4;5;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; No;Interior;Piso;11475.41;Piso;1.0;18;0;1;0
1395000;71;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;19647.89;Piso;1.0;18;0;0;1
3900000;415;5;5;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;9397.59;Piso;7.0;18;0;0;1
695000;71;2;2;Segunda mano/buen estado;True;False;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;9788.73;Piso;2.0;18;0;0;1
975000;135;3;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;7222.22;Piso;5.0;18;0;0;1
1980000;174;4;3;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;11379.31;Piso;1.0;18;0;0;1
1250000;125;5;;Segunda mano/buen estado;False;False;Distrito de Salamanca;;Madrid capital; No;Exterior;Piso;10000.0;Piso;0.0;18;0;0;0
1800000;214;3;3;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;8411.21;Piso;0.0;18;0;0;1
1299000;86;3;3;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;15104.65;Piso;2.0;18;0;1;1
4720000;265;3;4;Segunda mano/buen estado;False;False;Distrito de Salamanca;;Madrid capital;;;Piso;17811.32;Piso;;18;0;2;2
1539000;109;3;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital;;;Piso;14119.27;Piso;;18;0;2;2
1900000;205;3;4;Segunda mano/buen estado;False;False;Distrito de Salamanca;;Madrid capital;;;Piso;9268.29;Piso;;18;0;2;2
1539000;109;3;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;14119.27;Piso;3.0;18;0;1;1
4700000;431;4;5;Segunda mano/buen estado;False;False;Distrito de Salamanca;;Madrid capital;;;Piso;10904.87;Piso;;18;0;2;2
1179000;119;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;9907.56;Piso;2.0;18;0;1;1
2619000;219;4;5;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;11958.9;Piso;4.0;18;0;0;1
1539000;109;3;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;14119.27;Piso;3.0;18;0;1;1
3990000;160;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Ático;24937.5;Piso;6.0;18;0;0;1
2450000;152;2;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;16118.42;Piso;4.0;18;0;0;1
2950000;280;5;6;Segunda mano/para reformar;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;10535.71;Piso;1.0;18;1;0;1
2409000;200;3;3;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;12045.0;Piso;4.0;18;0;0;1
880000;84;3;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;10476.19;Piso;1.0;18;0;1;1
1625000;150;3;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;10833.33;Piso;5.0;18;0;0;1
2729000;177;3;3;Segunda mano/para reformar;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;15418.08;Piso;;18;1;2;2
849000;54;2;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; No;Interior;Piso;15722.22;Piso;;18;0;1;0
699000;54;2;;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;12944.44;Piso;0.0;18;0;1;1
3195000;277;5;5;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;11534.3;Piso;1.0;18;0;0;1
735000;85;2;;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;8647.06;Piso;;18;0;2;2
1590000;157;3;3;Segunda mano/buen estado;False;False;Distrito de Salamanca;;Madrid capital;;;Piso;10127.39;Piso;;18;0;2;2
850000;99;3;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;8585.86;Piso;3.0;18;0;0;1
1890000;139;3;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;13597.12;Piso;6.0;18;0;1;1
1770000;220;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;8045.45;Piso;1.0;18;0;0;1
1433250;133;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;10776.32;Piso;4.0;18;0;1;1
4490000;397;5;6;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;11309.82;Piso;1.0;18;0;0;1
1150000;142;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Ático;8098.59;Piso;7.0;18;0;0;1
1709000;164;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;10420.73;Piso;5.0;18;0;0;1
2359000;207;3;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;11396.14;Piso;6.0;18;0;0;1
1820000;178;4;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;10224.72;Piso;1.0;18;0;0;1
1590000;130;;;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Ático;12230.77;Piso;6.0;18;0;0;1
2600000;133;2;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;19548.87;Piso;1.0;18;0;0;1
1439000;120;3;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;11991.67;Piso;2.0;18;0;0;1
839000;66;2;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; No;Interior;Piso;12712.12;Piso;5.0;18;0;1;0
1539000;109;3;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;14119.27;Piso;3.0;18;0;1;1
1459000;97;2;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;15041.24;Piso;5.0;18;0;0;1
1360000;102;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;13333.33;Piso;2.0;18;0;0;1
1990000;148;3;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;13445.95;Piso;5.0;18;0;0;1
2295000;213;4;4;Segunda mano/buen estado;True;False;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;10774.65;Piso;6.0;18;0;1;1
1969000;161;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;12229.81;Piso;4.0;18;0;0;1
1500000;143;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;10489.51;Piso;2.0;18;0;0;1
2550000;269;4;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;9479.55;Piso;;18;0;2;2
2099000;162;3;3;Segunda mano/buen estado;False;False;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;12956.79;Piso;4.0;18;0;0;1
2500000;233;4;2;Segunda mano/para reformar;True;True;Distrito de Salamanca;;Madrid capital;;;Casa;10729.61;other;;18;1;2;2
685000;67;;;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;10223.88;Piso;2.0;18;0;0;1
1219000;105;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;11609.52;Piso;6.0;18;0;1;1
1590000;108;3;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;14722.22;Piso;1.0;18;0;0;1
795000;119;3;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;6680.67;Piso;5.0;18;0;0;1
1780000;135;3;2;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;13185.19;Piso;1.0;18;0;0;1
660000;54;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;12222.22;Piso;;18;0;2;2
380000;42;;;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;9047.62;Piso;3.0;18;0;1;1
2600000;297;5;6;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Casa;8754.21;other;;18;0;2;2
2500000;233;4;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Chalet;10729.61;other;;18;0;2;2
399000;35;2;;Segunda mano/para reformar;False;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;11400.0;Piso;2.0;18;1;1;1
850000;105;3;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;8095.24;Piso;3.0;18;0;0;1
449900;45;2;;Segunda mano/buen estado;False;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;9997.78;Piso;0.0;18;0;1;1
970000;83;2;2;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Interior;Piso;11686.75;Piso;7.0;18;0;1;1
1390000;150;3;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;9266.67;Piso;4.0;18;0;0;1
2850000;280;3;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;10178.57;Piso;;18;0;0;1
1999000;189;3;4;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital; Si;Exterior;Piso;10576.72;Piso;1.0;18;0;0;1
1980000;174;4;3;Segunda mano/buen estado;True;True;Distrito de Salamanca;;Madrid capital;;;Piso;11379.31;Piso;;18;0;2;2
